"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X144.1",0.00108763941877825,0.0135686795265795,1.84406406220805e-05,0.0235367547279168,0.170453731626447,0.00197457744616038,2.52826207854979e-09,0.0420388580655838,0.00399695500692844,8.85950656649946e-25,0.00231246639645079,0.00849161979222958,0.00442643889377288,0.416855782377878,5.39308132475561e-14,0.00110986360527442,1.19382143243449e-11,0.000428016790720293,9.25736278676008e-11,0.00815907305557599,0.000165856239281664,9.62117160332647e-06,7.82494082544005e-12,0.00959514420603064,0.0113751792015533,1.38278285537085e-12,0.000388157927697578,3.32663653750154e-17,7.16867989769476e-19,0.000140802119666813,1.34935800908575e-05,2.68555981066731e-20,0.00013885525659209,5.39218905440376e-22,1.42728270718346e-19,1.42312263330352e-12,5.58314540633521e-10,1.6367863733106e-10,0.00667282903680005,8.35554465383948e-07,1.57127575847909e-17,0.025493524451088,7.97111233111265e-08,8.19915024673194e-09,0.150676155410618,1.68381294752877e-15,5.78405647938029e-07,0.000190048694294465,4.00617454387228e-06,2.30951956591384e-17,2.62023986199738e-15,2.35406572943341e-15,5.40852896327047e-10,0.00432557127822076
"X124",0.00130059516805383,0.000480699515367723,1.85830363939573e-05,6.49505829076849e-11,8.26383941122628e-10,5.13374731954302e-12,6.38826296184749e-15,0.0504093562732474,2.9441291968536e-15,0.0142221222393879,2.38871499859651e-10,1.32544291894435e-18,0.0113255373004138,0.386276315488969,6.18559708612061e-10,5.70694290354817e-19,0.00183354431557448,0.000672027877174431,5.09430688066632e-10,1.23259143739547e-26,3.72113074383845e-13,1.10829952654125e-08,5.14637812850608e-18,3.61653676414276e-13,0.0950344858157015,7.1870174316333e-07,6.03104518611144e-16,4.28310772962121e-05,0.0102297092587109,8.40663600823941e-10,1.7074967076091e-08,2.74415420201762e-19,2.48366293755023e-06,5.7038166412722e-15,2.83002942431595e-21,1.62959800999036e-08,3.34068375455502e-10,2.39354683250518e-07,1.08951266364538e-20,7.1785853363846e-06,1.26188007604366e-10,0.00793512581948361,2.87613245771118e-12,0.00574074598735887,0.0544692851353022,2.65985518655447e-08,9.89007953342952e-16,0.0416056280375143,3.87826074037339e-08,0.000897546711513944,0.0023473691282332,0.0245046889669812,8.47686311790572e-31,0.17470690258883
"X141.2",0.00434167308567522,2.75461619581307e-11,5.85061913998767e-16,1.13889900272029e-09,5.88627313407816e-09,0.00185864622684647,0.00628091435613907,0.00477647245323612,1.97293526434307e-28,2.33415323582203e-05,0.000299914331202479,2.00702428932915e-25,0.000256182831039079,0.00286397703665547,0.324702514965405,0.00434845483977971,6.98983809322617e-16,1.83556180860031e-12,0.00199849086322664,9.04877567814879e-09,2.33055579612992e-10,2.26092167268297e-11,0.00929807530792894,2.50587993414704e-05,6.76928134655148e-20,1.12739687199302e-13,1.82493510589785e-18,0.00306587755512773,3.43693715000957e-08,6.27324553035117e-07,3.00829987854056e-18,0.0411837788923406,0.00572930465015759,1.46546248667919e-20,9.58947645706846e-26,9.05795552644804e-27,0.0673575500830116,0.00575620215224878,2.86498832357772e-09,0.000800863753766685,0.14537467246025,1.0885766523766e-13,7.74097013872934e-09,1.13725667534659e-24,0.000202758834564472,2.31982748987055e-14,4.96137545432749e-19,0.000300025752929278,0.00135357194087332,0.000198207136257443,0.00251747358291952,0.00815962660569796,1.70785277176571e-12,0.223584614711017
"X105.1",2.64052699872625e-05,0.0067336661565274,6.53167419450774e-21,2.162872129433e-10,0.0651942915729613,4.69986883319151e-08,1.06682355443546e-05,1.6907539703834e-08,2.44771375028021e-07,0.000378650813566137,6.36783141625327e-10,2.43973280844256e-13,0.00877786698407839,5.04959340902109e-06,0.435050882037498,0.0193699034975038,9.35275627375903e-05,1.48237402362755e-07,1.3547691293372e-11,9.00688929296984e-09,1.20643371857903e-07,4.83873240843893e-09,0.00127190569461149,3.0231583547813e-06,1.02020159145431e-11,2.01879913572469e-12,4.48660630190874e-06,0.00294529222709467,0.0541781385858256,1.74314403241722e-05,5.8207474248457e-11,0.0146643168138104,1.97085173044173e-09,2.55003302861823e-17,4.33545114085235e-06,4.40513830477385e-14,0.0569329051270008,8.04004844942595e-10,5.63874335612579e-17,0.0135817342063939,0.0710912978899447,4.98506335590966e-16,5.54693320562922e-09,1.46084518564017e-13,4.02705912375937e-10,5.21858376698363e-19,6.92226146952033e-05,7.65040097462967e-09,1.16640479011283e-05,3.6548648687405e-11,0.0174976424074811,0.0318528946721272,3.2115792757146e-14,0.047840389642789
"X93.4",1.36007533967737e-24,7.46397587002414e-22,0.0112130686318883,7.98713093011974e-19,4.34855844255734e-15,3.25738261420795e-18,1.10519963500004e-27,0.00615608811829412,9.84743497631794e-18,2.87233739168746e-13,2.20087486830696e-29,3.23879093257965e-09,1.34439592822167e-35,6.31089437970042e-13,0.3712062270233,1.10893713525476e-20,3.48393090554905e-10,2.6730751207635e-08,4.55849516830568e-25,1.12517798038755e-14,0.000124257064806486,7.47689249752524e-12,0.00794965452911056,2.50559754204719e-14,0.0255127797510549,4.2666561986687e-05,7.51974862999335e-07,8.11325099639458e-05,0.187664211921423,0.0028202334304898,1.30920052025616e-16,7.37089956726969e-37,4.63594348746409e-25,6.79739936795365e-17,3.60624880262382e-05,0.0163837246629863,0.000103582920674104,1.48827512642714e-16,3.9537913756071e-20,0.0756620316904939,3.19856264355596e-23,2.49177036323743e-15,1.40224979411823e-15,4.20021987986452e-05,4.42640340068771e-30,2.63021870215043e-16,4.56345412881003e-09,1.71764356957805e-24,0.0738950622080386,8.46359836032689e-09,0.0251516035541019,0.000291386029851523,1.93296247224672e-20,5.17059262937257e-47
"X118.3",5.13947066206269e-12,0.00859920018727203,0.00547267764289527,2.20275426965616e-16,2.87050770437141e-09,3.65446650948989e-22,3.31732063542853e-26,0.0156827164511387,2.76326588272151e-23,3.29375216345995e-09,3.7906571407866e-15,0.00161292234731664,2.93199076341687e-21,2.23256849653926e-07,0.175294749082113,2.05077368061767e-43,3.21482348771486e-15,0.00927899480764877,1.01288032193494e-12,0.00389985282916309,2.7949029257586e-12,0.000382693366176683,0.010466863189028,2.12263739178623e-13,9.55549778555861e-14,7.30126315412746e-13,1.05010702589446e-23,0.00683464165120546,0.221139499589268,1.75893966459249e-05,1.80452099329376e-26,2.88680090921559e-19,6.90659384146578e-20,2.08542345912298e-15,3.13109391563543e-14,3.21482885198668e-37,4.34223087765363e-26,0.00902924866119568,0.000197068707981303,0.111248515396822,1.39183306884883e-28,0.00121670872132255,1.8810713009106e-13,1.25824866867217e-07,4.69088348527055e-19,5.70875861151303e-18,5.37266562606243e-40,1.4241188446623e-10,0.24903916688845,0.00848844002640974,3.74814138467386e-07,6.45647771861362e-07,1.87247835107479e-22,1.80143454866084e-13
"X124.1",1.61308515003462e-13,0.0243353924380955,0.00422223143041577,1.26545819595696e-11,0.030842188234539,8.51408563984545e-19,2.95043592373851e-32,0.0151148893719817,1.29064904227517e-39,8.02066960646611e-12,2.11346822038384e-19,0.00282551424263624,0.020600784465694,5.08746633761617e-09,0.0272907605084808,6.79569691840311e-31,1.09715999351557e-20,0.00966453279936648,2.00128495502501e-21,8.1471149460367e-13,1.53479210807331e-19,1.29272845607314e-15,0.0039414983384556,8.63736874785982e-07,3.88666288126901e-24,0.0459131109891055,2.45177008396293e-22,0.0070087871924212,0.126835145903304,1.39651643217274e-20,1.40353040745176e-22,0.0284230971550435,4.16127905849927e-09,0.0137766454451441,9.13457365332039e-22,1.26696469573418e-07,3.03834557051511e-26,7.59797297881725e-08,4.74076782616769e-29,0.0844268283986941,0.00279927254956629,1.98225976990035e-13,4.53575072975413e-31,3.89688100491959e-14,2.52442996074829e-10,9.30908003036223e-17,1.06603633548006e-23,1.37542213616308e-10,0.423712023357763,2.87025342067215e-20,3.68963106124726e-31,0.0201563768454134,1.94239381857553e-29,0.00148877586677586
"X117",4.77567081153157e-13,3.65813800942542e-27,1.37268659152505e-17,1.16723072335375e-17,8.2493429953852e-12,6.46606842579771e-21,9.80190312996152e-06,1.90525657807206e-20,8.14205985102128e-39,7.53546525020004e-29,5.15934522496942e-23,5.78446626929712e-14,0.0254685444646044,5.30718965833996e-09,8.85788899234198e-14,1.90695931686539e-15,8.74595603100237e-18,0.0244864890332218,6.04897820246793e-42,0.00181703988439456,8.65877845716982e-21,1.25262348211862e-17,2.9289509764321e-20,2.19539207834887e-28,1.53523297051111e-17,0.148084100941618,6.22467714228947e-19,0.0176066286102733,0.0194568802494368,3.22735062959901e-16,0.00155766131851942,0.0333874769124392,1.34016658308744e-05,2.34886207686292e-06,5.1403278420963e-19,0.123580657626274,8.94942479347526e-18,1.03575157178141e-23,2.26721809063295e-13,5.78304704480773e-22,0.0215982146724838,2.97275495776065e-25,2.35816615199822e-23,3.85308081417708e-14,1.94189727909582e-11,2.18884027644098e-14,2.89132157093237e-05,4.34506527173558e-17,0.428454173752015,4.41325741817206e-20,1.59589823899366e-32,0.0684456814110204,2.29544324009602e-20,6.92260371185898e-30
"X88.2",1.23530475618636e-13,6.16188342121685e-40,3.53302184873046e-45,1.9912122192619e-07,3.68434882717582e-44,6.11471513357348e-18,0.00592010957730439,1.94584813401017e-38,2.11326724748118e-19,1.27838900708149e-23,3.23535615226384e-15,4.56946984989291e-35,2.06441459341692e-25,0.000203489594509174,1.99966661561585e-09,0.000132336276486899,7.15220862692192e-09,0.0135425935943267,1.50007924421086e-34,0.00778129753861503,3.06370098993749e-24,1.91692251107152e-21,0.000635619278582934,1.99392564107552e-22,1.25908037761911e-20,0.233165895861154,0.00113711399931964,0.122493033323691,1.04008008633471e-19,8.35176645256879e-27,5.05471590536612e-19,9.58059993470848e-18,1.89071502854603e-13,7.91465933902834e-32,3.00152922997887e-25,0.208998692316964,2.89036895853786e-19,1.47149956410229e-22,3.9159224388749e-09,1.99757089046556e-51,0.00994659486081271,1.01726719376982e-09,1.08299632872482e-17,3.17095173272799e-10,2.06071264609772e-15,1.69348688067742e-25,2.26903025143067e-17,1.76505179804023e-18,0.253878734420497,2.52029370293293e-19,5.27057534747884e-39,0.0490229621453534,7.72251275636992e-20,9.7205562467464e-36
"X105.2",1.555703391329e-25,0.00804897138036611,6.4529489553384e-23,5.97056777733403e-17,2.35293590820971e-25,1.22272700241556e-07,2.83864211806874e-07,2.44545690030977e-49,7.0471627667538e-39,0.000612865405723707,1.14029910924428e-11,1.18961156636335e-42,1.28514902303792e-48,0.0136888226802916,1.34044707589195e-09,0.0244243486840175,0.00398636374670322,0.0256500574636505,8.45963887558691e-15,1.04014820367259e-12,2.46232515829587e-17,6.49452149493287e-17,0.0447993299448046,1.00561700189402e-17,5.62054517063165e-11,0.227968894065728,1.02784374617665e-05,0.348891593679212,6.90462745242281e-22,1.67211921897675e-21,1.35737339423279e-06,2.09318925377316e-37,0.000794364060207954,7.47497885336579e-16,2.94005949223105e-11,0.147325541148862,2.47069755497219e-16,2.08241069476867e-14,1.17125829375963e-12,2.05538047871402e-40,0.00497198678040128,8.3111422294751e-20,8.65658318175577e-09,0.00147263563120798,9.34851194094065e-07,8.66818988425234e-23,5.39766089958172e-18,6.53758070423024e-13,0.0625056938069915,6.75549322420138e-27,2.586922995969e-20,3.91497383321044e-27,4.23918454323349e-19,6.91940617161583e-14
"X46",6.14070516121275e-24,0.00165397017622275,0.0311409319656055,1.99895027896965e-29,1.27243161251401e-09,4.91106839663536e-05,2.85399345437059e-26,1.64368691517328e-28,1.25692262108923e-21,4.47171217359579e-15,6.48306666102072e-11,0.0489578610960347,0.0793517212348477,4.12383789110742e-17,2.96632873345478e-11,0.0171676004063828,5.72258317924032e-08,0.0315259591731378,6.92745918861394e-37,0.000349865089803608,9.11905115765966e-16,2.04038481265347e-20,0.0475291398016837,1.26813616624772e-12,3.38416761707301e-11,0.126954706232793,1.85727860504128e-11,0.474168718017963,0.000902610560159757,2.33763002606235e-07,1.89299921015765e-06,1.35335382038223e-07,0.00576958761270543,0.00602606196849366,2.39213865717901e-11,0.0084310858085373,2.30265432433812e-06,9.73926408294667e-13,2.12616141726965e-18,2.22786221036956e-15,7.10251813269735e-14,4.11458124235401e-38,6.61184195905906e-06,1.22183755878379e-05,0.00578792289438835,1.66135641213786e-14,0.00242525378836873,7.49479596074248e-22,0.00697518427175358,6.38076890436143e-15,9.93915805717261e-27,0.0439821154019978,0.00258651489248534,1.81861000951783e-06
"X52",3.08470837295362e-12,1.0101568611798e-47,0.0204953449993829,1.01974929404099e-05,8.22032218386658e-11,3.69595533663743e-19,3.0577689552324e-09,2.73492943974838e-12,1.57691218395825e-09,2.96659131850602e-33,8.83899717631833e-14,0.171069099188667,0.156624027380108,9.64317509743694e-12,0.00209291315534092,1.25315848355552e-26,9.76122184253945e-09,0.0104350941804796,1.10720854628955e-24,2.75737033918519e-09,8.83619800377669e-12,3.60501306158553e-11,3.22131392055473e-42,1.85327181775731e-14,5.37488099837625e-10,0.00989507912856179,4.05639200177911e-19,0.358179157623642,9.86209893111944e-17,2.18433010536542e-13,1.03608634946183e-24,3.12336807972127e-10,3.17757008201512e-11,3.05788499130995e-16,1.87725414182692e-25,4.95993456699904e-25,2.11505673017496e-19,7.95209146432539e-16,0.00145667019425132,7.77620020993613e-17,1.9189546496225e-22,0.0446147724565206,2.00023817606183e-16,7.34559411768075e-27,1.02564464492193e-19,4.78180545335479e-14,5.35752379960237e-12,2.3416331791653e-13,1.33659986446813e-07,0.00654224497476801,1.21298171809061e-23,0.22968377071505,4.40379773007853e-08,3.60803119295473e-19
"X91.1",2.98272568870271e-11,8.52672447015602e-27,4.30708108218344e-31,0.00484108890513463,1.35770172429486e-11,4.06731231277466e-27,8.60522972941620e-09,0.00177743706058491,1.48118496803334e-16,2.40169323504798e-09,6.87951103334698e-22,0.227686828488039,0.0888512651451538,1.8181211027177e-13,2.15406977561294e-05,1.09594387796924e-55,4.64185018893428e-14,2.73583124951261e-24,1.044638319304e-08,2.26547078680333e-20,8.08374861469182e-21,2.99893680228749e-21,5.27945176233274e-34,3.72796984760568e-22,9.52453136948245e-12,1.68518444165523e-13,1.57263291591494e-29,0.157506459426977,1.90373251050775e-18,9.3900295298493e-24,6.75124017829199e-26,9.91191463362833e-17,9.89830262708451e-07,1.22070110402969e-37,8.55479224846637e-20,8.25797657415145e-28,2.0409452964132e-24,1.60361330067158e-20,0.00107555869852313,7.39004424859059e-33,3.99225334310709e-14,0.256925848651332,5.15922725161652e-27,1.51622205644763e-10,3.78060448838249e-49,3.36450038476421e-13,7.34710170976184e-25,1.15722900337214e-11,7.17835622056684e-12,5.64096172496677e-22,2.11941214238124e-11,0.285837743317089,4.87204436830017e-25,3.93144446188385e-26
"X161.1",1.24341249149793e-13,0.0194254672081802,2.18297432708727e-36,0.0305956779148386,3.42910377006297e-47,1.17015168701001e-16,4.94347185653554e-13,0.0179603540345046,4.11670628768532e-07,2.14878330935016e-05,2.48381777450392e-32,0.231820842957842,1.1281434672488e-39,0.0053082219738676,5.93029203700191e-17,1.43875486024687e-11,1.25144909360689e-17,3.18714121374494e-11,1.93503715361106e-30,2.52947750160934e-10,1.07388303707001e-18,6.12120199443328e-21,0.11497421940276,7.61847042730668e-29,2.47883181090849e-09,1.34818520457436e-06,6.9963328245997e-22,0.0401486925339869,2.48787394300776e-20,5.59423308739822e-23,5.15445483398757e-22,0.00149386198106635,0.00666809868162167,3.97169635010576e-20,3.22191498121803e-08,2.29059247894095e-32,5.27394442985775e-06,9.94124478272512e-29,2.61452709893348e-13,1.38329975682014e-37,0.000589945665150301,0.392255994170627,1.18302709724435e-23,3.26861627531095e-08,2.29280499424054e-08,4.40540394406046e-21,3.77320605676484e-35,3.60573743731929e-11,0.00538707799529784,2.40904365951054e-41,0.000219304020543988,0.122838430974552,2.00426706969668e-16,5.04998797871508e-19
"X183",3.89770160578939e-43,2.08790902536411e-08,4.21533240986418e-28,6.66054896654228e-07,1.10480318128817e-08,6.02572852219682e-28,8.01790149502416e-11,7.38318818644225e-26,1.59156450439988e-34,1.05163287385521e-26,1.91603563995664e-36,0.238819619101426,1.42036974874373e-60,0.0605672065196996,8.26377844380451e-18,0.0807742686417733,4.5261884760975e-19,0.0167323007952727,2.73415286598923e-51,9.28561875166216e-24,1.00851859668478e-29,2.69914857711403e-18,0.267766575571216,2.71498955768194e-31,1.05998154138772e-34,1.01994892229473e-16,5.14440864850719e-24,0.00543919094169431,8.21662929759371e-19,8.69123769200345e-19,2.3016436552114e-28,4.36067885306044e-05,1.14846198366661e-14,9.33984007060354e-07,6.0302361791864e-30,2.30693066114487e-19,9.29401863080742e-25,5.54836046298828e-30,7.14633412118016e-21,3.26637840824108e-39,7.36625798002162e-24,0.271246332463243,7.55226292871031e-27,2.17758502148339e-39,0.054420123333919,2.84012818080143e-29,1.70449656013238e-30,7.81401525706669e-51,2.27124594422981e-05,2.25734351730794e-24,1.06826234889854e-22,2.00570479088006e-09,8.03332000806127e-14,3.85934312299099e-08
"X179",1.43570525220877e-33,1.41697022691857e-30,2.07500438659594e-20,8.1576860958855e-26,0.0758395944344788,2.73047350712737e-23,9.58250434561376e-09,2.64130150678726e-36,1.29882443422903e-38,1.16870089215115e-34,4.50734954228042e-28,0.223512183088997,1.44115451464634e-37,0.233605782921983,2.10255221875524e-13,0.0874285922237219,4.09935490232677e-28,6.20340413869847e-13,2.36582071277337e-24,8.54329224520553e-21,1.01016455469332e-31,2.95163853011492e-29,0.229689328273882,9.52710535937661e-26,3.34335271024572e-43,8.91336512975816e-42,2.00465493485891e-35,8.13526165796729e-13,6.69418889559191e-19,1.90297645477222e-29,2.8923100895287e-31,6.7377258499209e-07,6.46309861042248e-11,5.17518181693477e-20,2.86308908061712e-30,1.23977219614614e-31,9.41721151608659e-21,5.41774528253819e-21,1.58696404678012e-18,1.20549007577091e-23,6.14396506303724e-27,0.0833704681340292,7.02391941594326e-41,3.80618107760924e-36,0.0536245890889693,2.95398212612738e-36,4.34190458430333e-23,8.33426763588491e-13,9.49691284988495e-06,2.35027126464712e-20,4.33106461215045e-42,5.02906491137764e-38,4.60068192674963e-23,3.60628986312668e-34
"X116",6.81468622023682e-08,0.0205726007688828,0.000110919727191137,3.30855424678549e-21,0.135585604579917,2.7864107473363e-07,0.0142365251393645,3.50340169835791e-33,1.85151478071613e-20,1.75466017902861e-10,2.40169862645061e-05,0.11094334144648,3.17145811095615e-06,0.403517343842197,2.64785205219766e-05,0.0226585891135615,6.41859150904497e-08,0.00159957991355838,3.36851249921634e-11,0.0138557889954732,1.67250266939371e-15,1.77628690098609e-14,0.063691489889272,0.00545115014008553,6.20790139215035e-08,4.9225451116025e-17,1.02171033047677e-08,3.47211286694275e-08,7.15934690323536e-14,9.25843802574843e-18,0.003601711729215,0.000328110810127232,6.01119424493582e-05,8.88097475658195e-16,2.25882246842444e-08,1.25064572254363e-20,5.60827806753589e-20,6.1053555987657e-22,4.42768778411123e-09,0.00171194317560365,0.00203356933518502,0.0140613468874846,1.46276182219439e-14,2.24537149601641e-22,2.69680605342949e-07,1.88873733270624e-22,0.000196023873526067,0.0862715816037275,0.00357417338663234,0.000455544757965242,0.000506966889884633,0.0005476307541367,0.000690708293246686,0.000382346010852275
"X125.1",0.00196473979077842,1.38171270609373e-05,1.99512926336926e-05,2.62874168231798e-29,4.1256266403834e-17,5.10295690829691e-22,0.00420823436865121,1.24238741130209e-17,1.22813066064843e-16,0.0266516325396911,0.00514409076573998,0.0414373532290589,2.78081951101697e-06,0.370138741467879,7.9080372675638e-10,1.91467088498132e-13,5.92568447334728e-16,2.35772365417374e-07,3.82823215935119e-14,1.55625193049589e-12,6.84711230907284e-25,1.51801603486661e-18,1.88827020111221e-12,4.1638417498087e-16,0.0518835974593347,2.48548433776926e-12,2.60050128855911e-16,0.0107552653926456,0.00057135854729861,1.16939192283078e-19,1.67734543591633e-07,1.34160392882523e-06,3.81282184752936e-13,8.49319424221895e-16,1.2164410114677e-14,9.02426447077028e-11,4.80330084079857e-15,7.17952056049994e-11,4.2596639822131e-24,4.87244859817188e-13,0.0127337977682195,1.7514870615437e-06,2.04017903190445e-18,1.51711383032992e-11,1.19986533019714e-23,0.000200522980995932,8.14440719240777e-20,0.130583700166652,0.00515452981333106,0.00312261600858869,0.0112594647627389,0.0151228312650839,3.15124332605512e-11,0.168095290691231
"X136.2",3.35216240591341e-15,3.43409092612013e-14,7.58075134755756e-13,5.44502864932652e-05,4.64480014548602e-30,5.13669578372617e-22,0.002127033144091,6.22721956235755e-05,4.79239448731523e-06,8.1163679864767e-08,1.31464885249449e-06,2.76017172078389e-16,2.83045738068986e-15,1.96003268527232e-07,0.243809145121944,2.472306403646e-19,6.71947968257007e-32,2.01045779439547e-18,0.00236447914689161,1.03571819453504e-19,0.000680018139117946,3.46970737966455e-30,4.06411099437095e-06,4.59386199093638e-10,3.22104221032285e-21,0.0186274381452372,5.0109293619405e-19,1.27791748768818e-10,3.93233921483523e-35,8.51148069585018e-22,3.55193482664355e-21,0.042136285560343,3.02325107840032e-09,7.11316510470757e-25,1.52592060806867e-14,5.5681883782444e-32,8.64003589646654e-19,0.00560372434279164,1.14252623763653e-22,0.0618438864484893,0.281704626390135,8.4893685745873e-12,2.80725735973907e-10,5.21309840648989e-25,1.57505156901905e-06,4.24665616412063e-07,1.17022917916684e-13,0.00798744164691367,0.000947216131066411,2.95288158274571e-22,0.0196939139065416,2.58458744503029e-09,1.28261619880584e-06,0.191933293486706
"X184",1.35555231848952e-19,0.00796245441989466,1.82203496162207e-11,9.27059586401705e-08,0.0454201294873286,1.67874446601619e-08,4.92823971211781e-15,2.52230992025817e-15,0.00659503545041475,0.000144866913348604,1.71029590159078e-09,4.68275849688033e-12,0.00976399487168144,3.90333094216233e-06,0.314158290700999,1.38713637871351e-13,1.63760139266224e-10,1.30049827336589e-30,2.84015500771103e-14,4.75000082301316e-20,2.07107531245858e-11,5.78698036056095e-13,0.000322509766388472,1.04727610183884e-15,1.66302823446056e-16,0.0234324436858869,2.47749876406219e-15,1.15307376277089e-08,6.17461132729784e-05,1.50371713532304e-13,6.39256397992074e-15,0.0218806482078114,1.12255351066534e-10,1.31443435039393e-13,3.86107322048413e-11,7.82610289736039e-13,4.89565871234812e-27,6.09088072335897e-11,1.3040992129562e-12,0.142436561027309,0.224130447139467,3.38389402588463e-10,4.69507436528052e-07,2.4933471882971e-25,5.55255507858526e-15,9.28203202223055e-16,0.00117618992406924,0.000678078036378193,1.183643078548e-07,6.33688416434252e-10,0.0269348486141876,6.8869239857111e-08,2.76761888867156e-13,0.0305415584568076
"X98.2",1.16344744637058e-25,2.08269181441736e-09,3.5109106936972e-11,8.00035004018709e-16,1.40683260711456e-11,1.08359865983732e-10,2.73484753480291e-28,9.2710487561738e-07,0.00595292408785208,3.09675661924895e-06,1.69383596763017e-29,1.69120504552903e-15,0.00815547608599531,5.93636130795013e-10,0.273798472381633,7.4851577375418e-13,2.59190721292863e-11,4.45525540865669e-35,1.01311298477585e-27,1.97292554803119e-21,0.00516274937237209,5.68550705285009e-12,0.00378372308703102,4.48170598809059e-19,0.0135517961697922,0.0350678704433292,1.85047334394291e-26,2.97905154433259e-15,0.0406149728210957,4.9295584996017e-06,3.96053656666808e-16,1.27571154601961e-28,1.33348041270827e-12,2.98904751001445e-10,1.58477406536136e-07,0.0178179006982404,5.21962675006595e-32,1.96408399770403e-21,3.83295226642336e-14,0.269120695764635,0.0570122953889342,2.23498698573657e-19,1.36911400454422e-19,3.12703511787976e-05,3.22564245955595e-32,4.18536578141265e-05,7.0352857033633e-09,5.18927805635524e-11,0.0419065587297312,0.00566508675178035,0.0363931057605317,3.68240334889116e-29,2.06094974511726e-17,5.67738268633756e-32
"X103.2",1.23379057365246e-28,0.00917444554826901,2.60413720246416e-16,5.17955822200114e-07,0.00312521488675929,1.2045230109274e-29,1.14682614117492e-29,0.00685618282466385,1.87827196883268e-08,7.26529491318593e-06,6.55008359691727e-07,0.00677671141037879,0.00476342683079047,4.40531353525365e-24,0.126568183976985,3.69220298410629e-07,2.07239561008785e-07,4.20528681841096e-53,6.27757119868417e-26,4.12198115937198e-19,0.00597428572302405,8.83212185141394e-17,0.0137174703778604,1.03700341001598e-16,2.017060637685e-25,0.0670626770377218,1.57717896386649e-23,2.02644835853774e-16,0.0566932808574838,2.74597817071349e-09,1.02636533892023e-24,1.45420076874206e-37,8.32154160647399e-29,9.97156988157481e-22,4.96691286070053e-15,7.82201154068036e-30,3.3424059129399e-33,9.35709267136154e-10,8.52920309767908e-18,0.32211062996492,4.77423000847758e-37,2.47258833864487e-05,7.77017631247384e-16,1.25221473550006e-08,9.020628183207e-38,0.000140456860610697,1.64405474555227e-31,3.09271999378305e-20,0.176828737373136,0.00648060601805834,0.0164353950430048,5.43925500107955e-18,5.36300299500084e-28,0.00830200938171878
"X126.2",7.90350656870679e-28,0.0172778786540676,2.03462104307359e-22,1.42759069986643e-06,0.0202278362684353,3.29191571559217e-09,8.29420164112268e-23,0.011836336854969,2.79526902843875e-26,5.13190997686838e-13,8.95559485612044e-17,1.81138681625462e-17,0.0211103245388786,6.16127313047597e-26,1.67056201258143e-06,0.0333191344892657,1.30790053279748e-21,7.34304136066682e-59,1.04046539406247e-21,2.23073694769375e-32,2.20032224898194e-17,4.28752903189903e-29,0.00225877875732274,7.18618201009437e-06,1.54850199855589e-28,0.159325747029937,2.73709941688372e-28,2.71263096907065e-36,0.0272825910475453,1.50406777873825e-11,2.75229315345414e-21,6.74137457540588e-06,6.10713418448731e-16,2.76745595745735e-07,2.69312750800719e-22,7.72648564679041e-31,3.97709651000449e-18,2.20878028931529e-10,5.1310855290105e-31,0.241186649066868,6.14052886425945e-37,1.17270640573535e-14,6.69340849388186e-17,1.10767573830808e-24,1.4316659656191e-14,4.16233165839597e-06,9.87784188370556e-08,1.48392309697113e-24,0.29610463137874,0.00397284262741988,1.86683684000629e-09,0.0466005585691147,3.89587666336187e-22,0.00999802559747488
"X101",1.53033597042437e-21,1.43710056905505e-13,5.21695473239879e-57,2.64561060324027e-10,5.40390064198907e-20,1.06748451571576e-18,1.03613529548661e-13,0.00015139821972385,2.55150541035502e-23,7.75244491749747e-30,2.74369400896294e-30,1.00253553478008e-27,0.0304419749964059,1.37838219219499e-16,2.19307557457016e-21,0.108394309390339,2.31900735655953e-23,1.44925682618961e-45,6.69235677710566e-25,9.48239865293357e-19,7.98374584814871e-19,4.87999317533211e-22,3.7800912775591e-30,4.74050802693434e-33,4.33390687211816e-25,0.312957213336778,4.52407593898063e-15,6.74254015764444e-51,0.000552056799313061,1.30746919577346e-06,2.02805283683665e-14,0.00133352291474839,2.46918719868638e-09,0.00125361785741461,3.14316475714879e-12,0.0147165077507332,0.00892341894814875,8.00889775062276e-11,3.57136860860387e-26,0.0693206316977799,2.2475776394656e-23,3.82068128268617e-25,2.40070779807704e-31,1.29712180244916e-26,2.53839190747993e-09,1.11472799450947e-24,0.00138757470154147,2.67650217396795e-24,0.26360088279059,7.59369073265653e-05,0.0126147137388303,0.126523448273864,1.48362375732652e-12,6.43625303001246e-18
