"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X157.2",0.00662942768458211,0.00825513420030883,0.000225106120365275,3.03919673484739e-09,0.0480521096280168,1.65133978032758e-11,6.58773930999702e-23,1.82864975586078e-11,0.00629049914082128,2.5410698737361e-15,0.000133781970675219,1.1831980724085e-09,1.0201049937337e-10,7.47471807318177e-07,2.7647915507236e-09,6.16596744248375e-08,3.61633289125058e-10,0.00472091133812574,0.0310990104228625,2.07005659018651e-12,0.00757456107082537,1.26885603436499e-10,4.54184716406757e-17,0.318419987978648,0.0057281253280015,0.00124670776197177,0.00185510525247603,1.20346843724897e-07,4.65151794057318e-06,4.11571600404344e-14,0.00153144071458902,3.47021113648337e-16,0.226815171246696,0.00894924911500059,0.20488896915889,3.00903176881411e-18,9.63737464793893e-19,7.2716381175076e-19,0.000552308590697893,0.000294210214345031,2.54355820343781e-07,9.41867079085372e-05,8.00968123727176e-11,1.81492397921034e-20,9.81647663049411e-12,8.0422252753837e-05,7.60843512589391e-13,0.00562000990342661,1.30309154879889e-07,0.00516063054552267,5.19471345280487e-32,1.4494178169117e-08,0.00504847117908256,1.90424085622307e-19
"X149",0.000380407870655024,3.25764984646799e-20,5.75648361624702e-11,7.6762041029617e-19,5.69277477314995e-25,6.83602706316996e-37,7.95917927033811e-18,1.49654833962711e-05,1.4527802450308e-36,4.73656889868462e-05,9.8600587715155e-28,0.00787366560532827,4.59978744600442e-36,1.50157691281415e-06,0.00501846776454176,0.00841716523807091,0.00294844840473496,4.49698375266689e-14,0.1795348804115,3.71589501536115e-19,5.8016717980223e-09,0.0145223873261077,9.13508076382667e-22,0.105242449202599,2.85474011166424e-13,5.28776629646195e-15,7.49488546280896e-08,4.71765307224793e-06,3.2742065257669e-22,1.58027572924831e-10,1.79416817446056e-13,1.64628817903074e-06,0.364274536759049,0.000346588849382827,0.184023531339745,5.38873539415485e-33,3.15444096400886e-08,4.73650251657352e-36,4.96340869074451e-18,0.000634464750509267,1.35879795862603e-18,6.94044732047191e-10,0.0109199002991384,5.16410990646028e-16,4.91289567851648e-16,8.80681622467411e-06,5.02501934533302e-25,0.00195126559341306,1.96582671773531e-06,0.0617051035863584,1.35871585122946e-06,2.93378648338739e-21,0.0102202174749028,1.23203848252719e-51
"X109.1",1.89430961432641e-12,1.83846409855924e-22,6.02429431592644e-15,2.70668203722222e-20,6.35298369600529e-37,4.02884920642783e-15,4.3161525557768e-18,2.94374958321289e-11,1.11201740349148e-13,7.45404758345635e-08,2.19291433663274e-33,0.00324470167545923,2.86370210783042e-31,1.61166312773067e-14,2.53769121675597e-13,0.00381443103115191,5.07230824757493e-11,4.03813361930144e-18,0.402000010133922,1.28434035004177e-14,6.87181474353072e-11,9.02892872736221e-29,1.72832324005419e-24,9.30518207475925e-16,4.64529306326697e-13,6.3735431160509e-29,0.0209713379639765,6.6099862142405e-10,1.98708206195335e-26,3.27296378910868e-12,0.000207436497631186,0.015782985231238,0.257672969064836,4.56108597903583e-09,0.0615410347804494,3.31642564037454e-25,8.08140759635982e-20,5.69866343230281e-25,7.12652931910897e-16,1.16432283549294e-14,1.3999086179997e-18,4.24375174626486e-15,0.0072341448436497,5.55363508389192e-25,3.18549478366635e-17,6.44336884004984e-24,0.00560448769141661,1.22266462361271e-12,0.00132448950386127,0.099778084449725,9.78312490708388e-20,1.87251010347865e-30,0.120062614866633,6.48595043653039e-23
"X92",1.43668131369049e-13,4.79146004545342e-05,1.2919732972762e-09,3.1367150043635e-26,4.49571407601942e-13,0.0300061534993409,1.66537033070212e-24,5.30963208356301e-10,0.00654106677364493,2.68323324895602e-12,1.15376795346001e-29,1.10041567830868e-05,1.08989026792545e-19,1.11751752413868e-10,2.4687538985662e-18,5.08843368728588e-32,1.02305726815543e-17,2.19751187652029e-06,0.366357166464941,0.000112967266485911,4.11448018660427e-05,7.46670642958565e-05,1.50122567620719e-11,3.09206584998621e-09,0.00324041763593416,4.84253677659221e-23,0.0011833425109789,1.51064825841614e-16,7.47076760540092e-19,0.00644326190731785,0.00129205733409763,0.0154991590252868,0.0478568345571441,0.00930098331817792,2.75423239977638e-16,1.41947651352992e-12,2.0726136739902e-21,5.11611991308014e-09,3.53980917644995e-19,8.81227810666101e-15,3.61261839651511e-07,8.34160045527965e-11,0.000550297465304157,3.4495254015533e-14,5.42000939107139e-13,3.00724317371691e-24,0.0899294256460701,8.61594605002169e-16,0.00269594415339653,0.0564508383504985,6.88203807049951e-39,0.0283532491704385,0.312323335140649,1.00452160011399e-19
"X161",0.000129811406806724,2.19679872234595e-09,8.64063008916887e-10,8.26296211389447e-10,2.11615518966917e-11,0.00580668133843295,6.04778320157989e-10,3.60580681794483e-05,5.59146439649172e-17,2.48229086195881e-28,2.05600820559589e-23,7.17555551122335e-09,9.10576161760958e-11,1.45530491269664e-18,2.73328092611812e-11,5.84655108023439e-35,0.0124218919703035,6.0826282970384e-15,0.104647949446097,2.61301823321004e-07,1.10617739664741e-07,0.15035500827725,1.11131417469454e-07,0.01211618256701,2.78063681795408e-17,2.40151187470353e-08,1.11390397150046e-34,2.37923052557764e-12,5.26888244370658e-19,0.00680337651521097,1.23693775952166e-31,0.00148431033368179,2.15411813057311e-67,0.0242201747916773,2.08412761997971e-06,2.50400197319659e-08,4.88095552517822e-10,1.01801538495685e-36,0.00441958991773516,1.99625986158525e-22,4.66800818010711e-08,8.03375422103258e-12,4.91893034271031e-06,0.0010896758375895,9.69976504251555e-23,7.85789395802219e-13,0.144802196734365,1.51322952154074e-11,2.53737311628886e-28,0.00183385921993456,4.41868916218706e-22,0.028148130424177,0.421059136123599,2.12996334557151e-13
"X188",1.15836919177375e-11,0.00271507433177837,2.8315411286762e-19,0.00379565405420115,0.000103884153115783,3.31907655604817e-16,0.00112925752517044,0.00999884242024839,7.47750149623024e-36,1.56994175701855e-12,2.47056415266405e-08,1.48925441890946e-09,0.00904677708243201,0.000316459772714025,0.000547039229759695,0.00144178885167655,0.0582197473344189,6.23616094070907e-11,5.50169577550833e-31,7.26848984564241e-10,4.04979235539764e-07,0.357674256643769,8.41030259554513e-11,2.73913463870905e-15,2.00670147833707e-16,0.000178363723557126,1.09459880778446e-23,7.40927721294414e-12,5.46952388004927e-10,1.82783386365972e-28,0.0788117572116912,0.00245538695026666,2.60520103488979e-27,3.57481439894511e-17,0.00337991744767817,0.000278965989003907,3.53412431038783e-17,4.17121807235221e-25,0.000192660558922316,4.34892227173091e-19,4.45350007805035e-06,0.00031139010327968,3.1064880121155e-09,0.00621201128891639,6.89599710276121e-14,7.68237252505901e-06,0.0692159765108922,1.1245151462653e-15,7.96993055437441e-07,0.00794630147674146,1.2377339819416e-07,0.000216067950609131,0.279184052353045,1.1237345490441e-06
"X172",3.77191594461726e-10,0.0234095788387462,3.26114193584674e-07,1.62276251353583e-17,0.000130808486680746,5.7955063349421e-15,1.05489815666053e-26,0.0104270422674406,4.44300447241112e-13,0.0227648187218674,7.84945670441666e-15,0.003465076154483,0.000419839595374893,1.15793972581491e-18,2.6318728061921e-18,0.00090004023527106,0.0220982108273104,0.000161811514251082,0.0105453148731689,3.88614240474983e-06,1.52506413089122e-07,0.359006146530334,7.84038949640564e-21,1.05750731606586e-16,1.74204092231165e-10,0.00144743242573004,0.000438975464016191,0.00125810405256679,5.98206317304533e-11,0.055883465151649,0.292191328600278,0.000158386957942373,0.00125093994107048,3.5412512058988e-07,0.00279621390061033,4.44615675133841e-12,5.03602837649897e-11,0.00930063082923979,3.38983894101998e-35,1.14628584445385e-08,0.00161010550155724,4.31948760817874e-07,5.15791963493709e-09,0.00395047551056557,1.22376718430442e-16,2.78858403212204e-10,1.70714178065028e-10,8.95254024577905e-08,0.000435112613075679,0.0191131802166847,0.00159745488542262,2.14501175787071e-18,0.0574926986714327,3.84266396778829e-07
"X140.2",6.68630609980362e-10,7.88709732977504e-20,0.00226290507273653,1.23128011064719e-24,2.78084368615775e-24,3.36537562060395e-14,2.97918045118096e-06,0.0138418733762195,0.00638669966112285,0.0156390211688814,5.52442552492045e-47,6.89137292315843e-06,1.69497473683521e-14,9.07855949687961e-11,2.18073494485887e-11,6.67059600734832e-28,2.03344051846484e-20,1.20419675670384e-06,0.0167920914850211,5.07850721687686e-05,1.06438987149299e-08,0.136995258843063,0.020614678494201,0.0097358130948419,2.62132595866803e-06,1.00782061539723e-19,1.08601383381156e-29,4.47849115594704e-06,3.74914807881905e-13,0.263111190025267,0.377686011852043,6.12536111796869e-07,8.15313904377206e-07,0.00267587217168925,0.000241900992522375,2.46534163553214e-14,0.00202070510535095,4.62579017691395e-06,0.000123137603955728,2.94640498430884e-12,1.04026931297636e-06,2.12145404131002e-17,6.69173544744901e-05,0.0044206799498217,4.71441428196377e-12,2.78336298783058e-06,1.13177325065169e-22,2.67712487365096e-13,0.00119804623510014,0.00284323998069995,0.0037767659924574,0.0310189199954773,1.36239896860016e-09,9.29155187167326e-17
"X141",1.36418183036866e-16,0.00113967543268932,0.00147267242904266,2.54788501975302e-14,0.0197583747021035,3.05839063160476e-20,4.84341113342357e-25,0.00104816507582585,5.56598605864925e-40,3.84773723735044e-16,0.0129895984771369,3.61320854741913e-14,3.92967839950688e-17,4.24128178743084e-20,3.76803456447913e-18,4.96083139865773e-22,1.02503552038889e-10,7.31123907135421e-08,9.35767046455843e-19,4.21485637622075e-27,0.000212022296639849,2.24752842879143e-05,0.030624590176004,1.81565371627619e-17,3.18863860024993e-24,0.00770577945700181,3.6684456781502e-52,1.42411007679653e-15,3.23680556010558e-16,0.354415900120337,0.242607235290957,5.45345603138717e-12,5.61438035400739e-37,5.1923946766126e-10,0.0141766228575014,2.18110863093328e-05,4.81387816310069e-17,4.60175710727872e-25,0.116743928780483,4.05072060222592e-12,1.10633900950774e-36,9.03727571673281e-19,0.0371024804330687,8.95197499945952e-20,7.92462261728759e-20,5.49600721072526e-11,0.0244444315757621,4.33541634098903e-28,3.79310866571202e-09,0.0105167485574326,0.00355239684574721,0.0306679550526097,0.000263161160458457,0.00061004077530849
"X189",2.00593517236298e-36,0.270675812401906,8.42333617055287e-19,2.31754212529684e-34,0.03897241549797,1.44782142722519e-22,1.39212226425243e-53,8.68786378945147e-32,1.16186734507891e-63,1.73163519299754e-45,0.0958163939504177,2.28341067543847e-37,6.38636556563434e-42,5.04572296131432e-44,7.02253154263277e-31,2.53773388646733e-09,1.00908919221269e-24,3.76664045695592e-31,4.2911072296638e-40,5.16441268007856e-37,5.66373037360098e-34,3.26576165700621e-29,5.6577935816037e-38,2.78459538392741e-27,9.01731371929672e-11,3.91846488764715e-10,6.4591801689784e-28,5.95687601656e-19,2.42503640992638e-25,0.216762789542601,0.0518123382887324,2.19582436758685e-38,5.52005160649992e-59,1.34024883448362e-50,0.000327551540001491,7.12341254225855e-25,4.00102238949034e-24,1.38087576851111e-26,0.150111758389861,1.5344973206651e-38,6.09165320133449e-12,9.32847953743024e-35,0.144813579506858,1.28799902809824e-39,5.57345608972659e-37,6.50616350086098e-23,3.31838551606547e-05,9.71323947814035e-40,4.27955489945251e-22,0.0134404332888044,5.50798750834682e-33,6.00675749284961e-17,2.83712207752549e-22,5.16123763654962e-31
"X164",4.77393219628427e-06,0.324168852662863,5.30042205333246e-29,1.00174596034713e-11,9.34004087961546e-21,1.0084904443309e-11,0.0231355564634523,1.49819088312415e-17,1.04403330409465e-15,0.0101394061331358,0.113055062411086,4.24308195532493e-20,3.1464801918693e-12,3.81016425835965e-09,2.92481168737795e-18,2.39362151497941e-14,1.70611318635701e-15,5.08954812721473e-26,1.40825500604548e-27,0.0109616332847304,1.62711309950167e-26,1.22838032326855e-13,5.30375287257051e-07,0.00413625944464788,0.0261428249140317,1.26083784792355e-24,5.92136066744562e-13,1.08946470982537e-10,4.14017050104419e-20,0.0549619466107196,0.00321781416050114,5.62114686070927e-05,3.05267514519414e-20,3.33042483375094e-25,2.3808011044533e-15,3.02638857910943e-32,1.10268928184247e-08,1.03460515046444e-23,0.0731722680221143,8.69060471675852e-33,0.00109932655682019,6.06946375534581e-15,0.345312415469097,2.03418033203464e-20,0.00637632865288977,2.59034248731201e-17,7.00007663440327e-17,1.03882298996353e-20,3.02320948406956e-11,9.5439526835945e-06,3.97111080170862e-25,7.00863234381512e-06,1.24089932072688e-32,2.03110630490217e-23
"X149.1",6.7815441491792e-11,0.114788591272969,1.5803252749709e-12,0.0001692234674567,1.5325774703523e-07,1.09962427206754e-14,0.158590335458838,0.00518960155440993,6.19085575528069e-08,1.93849819730289e-07,0.0233824614525662,1.6239680868971e-16,0.0224352822804764,0.00272033778330587,1.98650212603492e-08,7.60573836391347e-12,0.00681941572948642,4.72861135274877e-09,1.76223142388913e-07,0.0244305295148582,0.0526353832780115,2.78503012005635e-10,0.0363896126739763,8.19547194675333e-09,1.5552190771321e-30,1.52015503628039e-05,4.11736719609766e-05,1.62360577945652e-09,0.00397529194151075,7.51121902533152e-08,9.02327234170891e-07,0.009829003955348,1.09591800955491e-15,0.00414853054814455,0.00692209937580222,7.61733943792066e-10,4.88384979417987e-08,7.2188711787473e-10,4.29461589851646e-09,1.06379771765717e-08,9.97362614046267e-06,4.41728227863935e-07,0.437093106209071,1.69038430587057e-11,0.0140291549492787,0.000339460104324572,5.11195683754819e-21,4.35382018183942e-07,8.2161157586069e-21,1.5634558253225e-05,1.96660038585206e-16,0.00414691394034125,1.23212548157213e-16,0.0150790182895013
"X165",2.28445161356086e-15,1.01130203350094e-20,2.9187898529155e-09,1.17580453428761e-20,0.226581024833192,7.86018255460699e-14,0.197126623732346,1.68297239763974e-08,2.46329060169749e-32,3.56661357323511e-07,2.06846650580271e-19,3.92880979708589e-36,0.00539794803653233,0.000145500761010334,8.16044269372246e-07,1.50809629109499e-17,1.50744216433998e-10,1.09305793425582e-22,5.10021918667002e-05,1.54366909496903e-14,0.17646804408824,3.78176736946968e-07,0.0157477217481596,1.17339379150353e-05,0.00460093535366461,0.00594886736424937,2.97235285920968e-18,0.00114502516738124,0.00446094266012126,0.00849269473910441,9.74635482091845e-25,0.00636611885455555,8.09632379669704e-13,0.00050659829674867,1.23873222743282e-11,3.1174639342451e-05,0.000440715671045425,3.43576163636535e-17,1.21704657596096e-20,9.81348382897527e-11,0.00046926713803223,7.15507227953468e-07,0.28605657143691,2.14225127354862e-25,5.19712225337319e-16,2.76319351277889e-05,2.00983804215633e-22,1.02755568919161e-05,2.44708389837415e-16,0.00709205948498005,3.13450137959605e-16,0.00145737697302812,3.45040667859857e-14,1.43623878209623e-31
"X134",8.64656043666581e-15,1.71779410622999e-07,6.24495856961745e-13,3.47561398781784e-19,0.302266977663263,6.39693174315795e-20,0.10295992958989,4.68963791463225e-41,1.66104713975983e-31,0.0123457204118161,5.48486381792548e-16,1.60039981219872e-22,1.40094239849295e-21,1.73805430838441e-20,1.00024181012722e-20,3.07901370769268e-28,4.83527180665008e-26,6.13133693975763e-35,0.00502476472054394,1.0117095412399e-20,0.224557091009439,5.47676775123457e-16,3.16543662563664e-06,0.00500810626163458,0.205886148644151,1.88731762238339e-13,1.98910680170627e-27,0.000225486069566894,3.68783710797437e-19,0.00200150242656339,7.50714265070358e-27,3.11327917500183e-08,3.40351202182791e-27,0.00355499990424222,1.23299920316152e-11,3.35436425225713e-32,4.78794934401913e-20,4.09223104949603e-26,5.3221016319406e-30,5.52982313854989e-17,1.1107967372608e-19,1.3909153703817e-19,0.0891431545467864,2.20024716577161e-31,5.43101319309803e-16,1.56810818018528e-05,3.58804014064001e-24,1.24218172701833e-19,7.59137182269952e-15,7.52906246768481e-11,6.43036031649382e-18,0.00377329236080132,1.53025352536186e-09,1.03120047436837e-20
"X114",0.0110605583017217,0.00566327495268605,1.05463168602351e-06,4.2509592388523e-14,0.0767410134714257,1.74866567214789e-06,0.0373856187108077,2.97570924644295e-41,2.13091504854616e-16,0.00747758997876105,7.31572481652544e-06,0.00120271598538617,0.00253373087100319,3.5384458929879e-17,1.61179809802017e-08,4.60338411941647e-06,0.0040239178905327,0.00718943874293792,0.00621847213288051,9.54250025575279e-08,0.201096079727364,2.63471579916344e-11,0.0374562758861034,3.02315762202037e-10,0.341765303363347,1.31983688771816e-05,4.24305987972668e-11,9.17552803860188e-06,4.79171218117823e-21,0.00422372410764282,0.00707071288420759,0.000135331424681818,2.30802149849183e-08,0.000339168671006665,4.6234082711908e-05,9.93667751095922e-10,4.88996084769739e-05,6.97984512142308e-11,1.15553315974509e-10,1.42387488023794e-11,4.41686871305838e-15,1.2746201073134e-19,0.0186961716049448,2.6832224366599e-23,1.18598372794416e-08,0.000262982332653797,1.21974953033196e-12,2.08996600306911e-11,1.94579195020613e-09,0.0129697842312168,1.2359145149988e-10,0.000257009703334742,0.00381315386346838,0.144278006860782
"X155",4.27292552159845e-21,0.00725442528060788,2.75443176306356e-30,1.61092097665141e-17,2.41581766374604e-11,1.83761505939374e-19,0.0138153113608418,4.46144911983983e-05,0.0163941857163749,5.34544341878342e-11,3.45465727251022e-24,3.31588758163073e-07,8.5346519672336e-17,1.89837599572332e-06,3.44404012391889e-05,2.41446668266419e-16,1.29443033013265e-26,8.08801379114507e-15,4.68462503392102e-25,8.41943439564335e-12,0.0039102508814652,7.18550841887073e-29,1.02576329744439e-10,0.37861722333265,9.03110296764467e-10,3.13516740176856e-07,1.07722868464705e-17,1.85136184307233e-15,0.0129773482225605,3.63614778063227e-20,0.00504127805358514,0.000960519788229407,0.111262684981436,5.20673182932009e-29,0.0411333815822837,5.3618704499137e-08,6.82931977015543e-13,0.0310631540484182,3.6906976785712e-15,2.89579030710848e-11,7.16952741431097e-32,3.76113537954463e-16,4.201774362245e-20,0.00476507816003972,0.000251142644941969,0.000400229857709506,4.18156285228792e-18,4.84536745311905e-17,1.22863061107154e-21,9.8961472519218e-13,0.112782260043576,2.03447996969113e-18,0.0211693256492645,0.16443117217473
"X75",1.7214773699623e-15,0.00989960146105293,1.2098221521683e-16,2.19543396451989e-12,0.0748109548949998,2.95371855026961e-22,1.89320411409222e-18,1.14753015647287e-09,1.33058924807661e-17,1.83342601643289e-06,1.14848103873959e-13,2.10296306742936e-16,2.45982051228148e-06,0.00043026430546031,0.00101791264416641,1.26513993343114e-10,2.0675760681314e-12,9.12997270682754e-07,1.78430468117959e-27,2.36304371574386e-19,1.87690502653299e-13,1.00304433392095e-20,1.34034244333866e-15,0.309745834605449,0.000547500197244802,3.06429198144243e-10,5.28544778977919e-18,1.36210656525296e-11,2.8247869627032e-09,5.59457154087222e-14,3.06833171709244e-07,3.15273562724599e-13,0.298622068046732,2.78194552945002e-09,0.0756526144903774,1.88077884453844e-21,2.11726761237038e-12,0.00331520094765184,3.19131794129675e-14,5.3767062940552e-09,7.17984171703579e-13,1.18267344940451e-05,1.39236488740052e-21,2.24750078724712e-06,2.77330786437331e-17,0.000863571899092159,6.57300588267128e-07,0.00432845056956602,9.39600494140717e-07,0.020793454655332,0.143424904478135,1.28126056083692e-13,0.0236246551887419,7.66521442983863e-13
