"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56"
"X152",0.122561701945427,1.5629924495281e-06,1.13975934503743e-16,4.48774205208186e-24,0.00433303005279868,1.6297859700161e-06,0.0123538166822851,0.00490854138108006,1.22728292837278e-21,0.0315874454431902,1.51251444103489e-11,0.00172680151613639,0.0817769702487186,0.00635261165021055,5.50829094019621e-06,1.67886841314817e-21,4.72751411476089e-17,0.00234594607424144,1.11893198700064e-14,0.00695030002597192,7.14782844487385e-09,4.40845442311733e-18,8.68601507102216e-19,1.42167575765326e-09,4.8118918164088e-09,2.77384842247909e-08,0.0070496919729619,9.40762984331163e-05,7.72482248919554e-10,1.18806643251418e-15,0.00124182712607695,0.00770977118986087,4.71464561472042e-05,0.00302236491802591,1.25016778051028e-15,2.32372047401394e-05,0.462277827230831,4.70479431784938e-29,7.79536076567536e-11,1.71437998414831e-17,0.0779884529281116,4.71641105485133e-48,2.52894120288767e-09,3.86930193654198e-08,1.80231490611951e-09,1.71214373164428e-14,5.59585208365516e-11,1.12800260077074e-08,0.0398826810600563,0.00491017998383118,2.93997954544726e-14,6.0405414665172e-15,6.61301635684221e-27,8.52983526311568e-10,9.79834351565767e-15,5.40805267903787e-07
"X118",0.167967909724295,2.70328664509984e-12,5.786767349333e-37,5.71345092706388e-55,4.17873459344817e-07,2.86671537713001e-15,5.9946791833654e-18,1.05942192326091e-08,1.49563874739199e-31,1.00509378542903e-49,7.85964170289426e-31,3.03256791726807e-12,0.0948128129977413,8.22589034559043e-33,1.43517450834778e-23,3.99575885156668e-38,2.5697762844724e-19,0.00079788250041195,1.15970081659723e-26,5.09673514081482e-11,2.74314618409027e-25,2.17798771649738e-19,2.49817425253469e-12,4.80430931692158e-12,4.8165538237818e-37,0.00529097741043851,0.0013671419789743,4.21459975250485e-29,5.63611364740076e-27,3.80434820024289e-26,2.52430760657508e-11,0.00675100548094895,1.69879832043677e-19,5.43698565599778e-20,0.00312571446187488,4.05339439904177e-06,0.334835862190407,2.18927888557632e-37,4.76203867548191e-18,0.00467014931694488,4.78788413595785e-21,3.45314319678079e-37,8.41585893456522e-29,0.00013379019481834,5.95543026913506e-07,2.74352463749037e-32,0.00124174296179681,3.92989314959191e-16,0.193311306683936,5.59119098003652e-27,1.98461824084136e-30,3.73840486222352e-15,4.06924025671391e-41,4.7273023642384e-72,0.118034820269324,3.64359107343116e-28
"X122.1",0.11159433818761,8.23329248368827e-12,4.759241789544e-16,2.30933204707247e-47,3.18310415265454e-06,0.00554197260855954,7.68202831335514e-19,0.000468510567875315,8.27869604725116e-19,8.49646646827975e-26,1.88374176750181e-19,9.53508950008276e-11,0.12046153320574,1.60795005816179e-30,1.65013320343416e-15,6.8615128537494e-12,0.00092083842278084,1.56417967541223e-10,7.7492166043592e-13,8.15785939630425e-05,1.52094672934878e-16,2.23987449421015e-12,7.9187673165129e-18,3.61561564857409e-12,2.95618792010308e-20,0.0294998426289904,0.0017644447170775,5.68300041073081e-12,8.16488164449526e-17,1.54544172782374e-09,5.61331262262466e-29,7.14430451708163e-13,4.11814483145772e-34,5.34339897402363e-13,0.000238204042162812,5.74546845152377e-08,0.126459998716146,3.63757540130217e-27,2.17954543103189e-05,0.00728481736931071,6.84238078050288e-05,6.38125531010265e-09,1.26491251486668e-17,0.00725799002773944,0.00704813607491793,3.17521937838676e-29,0.00557005158691615,1.55943937426837e-05,0.391950382662957,4.17777424020252e-22,0.00192823357422958,1.32139034095279e-17,2.06493670133055e-34,6.06478371975855e-11,0.0880565016254842,6.94904536867622e-12
"X81",0.0247190858896064,4.94928966099653e-08,6.76531868315426e-13,4.89930972925217e-27,1.65358460008673e-06,0.0111944910921394,0.0078571036957715,0.00307668833530622,1.47674232083815e-08,0.0376021521347905,1.20228727700371e-07,1.75411223201552e-18,0.132442996156604,2.69383946418002e-09,8.37734634807376e-15,0.00954117055780461,7.1294235436905e-07,1.36239370016373e-10,5.10186413423435e-05,0.00338589196264866,0.000127236289420686,1.59530128142058e-14,5.27295351541876e-11,8.06437214292111e-05,5.2200066653892e-08,2.1024119813511e-06,1.81511290281265e-28,2.87957810579115e-06,3.03455174175632e-05,0.000224446014581606,0.00696033592779794,1.92834715847201e-11,0.0563214702895075,3.04381182637464e-08,2.83351043033167e-19,5.11983236119422e-08,0.014359261864075,4.25908006627936e-13,0.00060542613944563,0.00414881772983321,0.0468124476749012,0.000982446531079161,1.38926571640108e-13,1.55225676125583e-16,0.00464517748114316,2.44694239517209e-05,0.00280460679748293,1.69957058170967e-10,0.439987225747892,1.19782060674331e-09,0.0474679429796048,2.35424301672079e-09,0.0148873530627062,0.00948433577465333,5.21579337980101e-16,3.74023510930116e-12
"X62",3.8813384726277e-25,1.85943925397737e-42,7.55501288931681e-18,7.55740263636828e-37,1.10584649870059e-22,7.4283189555063e-34,6.52336088828258e-12,8.48470067441139e-33,8.36367301789688e-31,0.0755137184038187,2.78895441371215e-19,4.51536627342329e-34,0.124144663818581,2.18993730784348e-08,3.16174096855243e-25,1.94773335336644e-16,1.84252719343117e-32,8.71049412036803e-23,5.54248184760046e-26,4.05394089590531e-14,1.11396598702905e-29,7.65276611651277e-20,1.88239158798274e-27,1.42680548929767e-24,3.16018000585819e-25,9.0210208568492e-48,1.52675236541972e-41,9.97873867934468e-24,4.85269976313918e-24,4.8477461325246e-35,0.00519950666855141,7.81625730322982e-07,0.254740667790054,3.40733889212009e-21,2.14006252176953e-35,3.08598973018374e-19,7.65664957814838e-24,2.29375647337988e-27,1.17232382380759e-21,9.54465093787313e-23,0.0804137963806966,1.53270957188962e-46,3.26581294253905e-20,6.23669072855579e-41,4.10772797083661e-34,0.00139321458475886,2.07856705700464e-29,1.45357313922237e-17,0.272700277045209,5.73281064576332e-21,0.0969719426798455,3.33991353269645e-18,0.031381373057762,1.27694695255981e-31,4.30267861298066e-38,3.46446619647214e-26
"X100",1.7761373185507e-18,6.73799995745291e-10,7.09281185356697e-12,3.49042422402978e-32,7.62566322561639e-05,1.41607568624012e-15,0.000184862532841614,2.06913522844447e-15,5.84552499791335e-15,0.0425011985563789,2.57110580555333e-18,2.3857645367132e-24,0.125037132500745,2.81978345192788e-18,1.0374129353969e-20,7.25463436263733e-23,0.00502677323178379,3.0603927214527e-09,1.24866300594942e-25,3.64884534459102e-17,1.8504234735752e-06,4.88439602230024e-11,1.93265037820806e-26,4.45508209078277e-18,2.60761321270778e-14,1.1578785116148e-24,0.0321005721532477,2.49891665534251e-13,1.97546445762285e-20,1.01686339139511e-13,4.54814122332266e-08,0.00329287321716124,0.430772133907305,1.08058824175216e-06,4.10041605867897e-15,0.00113142748857397,4.33532070164061e-16,3.05343570414417e-17,7.82919581538149e-29,2.39047140949525e-20,0.0909415253494845,4.37862416461803e-36,1.16058163826141e-08,2.46215533316667e-05,6.99322626597825e-09,0.00131169903565735,1.03333233324292e-11,0.00683877801989537,0.096101864073414,1.78277986476331e-20,0.131235120756944,0.00266024825270014,0.0169564585807273,1.4594095564238e-33,1.30966607073636e-28,2.67516292234928e-10
"X110",3.26348513049587e-09,1.48683757079732e-11,6.35550513174509e-23,5.79320690499293e-51,1.4973530100248e-05,0.0238214804737538,0.0102573083650876,0.0111126918064552,3.4242007504769e-22,1.09028125019792e-29,1.15926118225116e-21,6.42702964109337e-23,0.103371252357867,1.24900931479051e-22,6.38940027523e-31,1.12829408842951e-18,0.0115510151828575,9.65219887730983e-08,5.34865758745921e-14,3.56852112963939e-08,1.33838813884079e-15,1.72141475311014e-17,8.45413633663739e-27,2.82423464733264e-13,4.41887735401397e-25,1.9080729319417e-11,0.131802201473125,9.77486376342551e-17,3.07355217496071e-17,0.00704140519114705,5.51757585675865e-25,0.000485812898009952,0.364296917291287,1.14742788824884e-15,1.64361144344013e-16,4.29323677736618e-08,4.65864598752899e-24,1.10736257106603e-22,1.55756438097052e-28,1.68035160359557e-10,0.0859353327214954,9.75672969528753e-46,5.83864184357222e-11,0.0233175612605417,0.0619997779624061,1.2034109347541e-55,0.011650008491406,1.47707686660403e-16,0.00158555809876166,2.39527822768551e-18,0.144996368009719,6.28493993600967e-12,8.7900554116952e-68,3.16784671555977e-33,2.83736517639053e-35,1.372531492779e-06
"X28",2.07973059313308e-16,2.83567703881422e-15,3.2938346126685e-18,1.87879780019452e-49,0.000371751998924368,0.0421687424078675,0.0129041040671467,0.0121828500521771,2.73542993931411e-42,1.25550232139609e-36,4.80472246286526e-21,1.20998477664678e-20,0.0773185035764761,6.91048460125217e-18,2.41266038884002e-15,2.4074425735299e-19,0.00894778322313538,8.71512684616947e-08,1.90251317081811e-17,0.0012513024125951,3.10945153365817e-06,6.95621102599085e-24,1.36385849154458e-14,6.06638725277678e-16,2.5387009996768e-27,4.44190045150697e-18,0.265283274161317,4.36529714323754e-09,1.33351280993735e-10,2.96397742377598e-06,2.10057471565041e-19,9.83567997075774e-16,0.174316557984361,1.17081318178207e-16,1.60968443469208e-19,5.79247277117725e-08,6.14804080460993e-24,7.92106316936637e-25,7.17603831853416e-08,6.31805062460714e-19,0.0812750204337479,6.5608662871168e-25,7.53975793481271e-16,0.012243005786041,0.143895879341141,2.51240799982217e-65,0.00947570525823927,7.4323451800636e-05,1.09001955813572e-17,1.68430725673777e-07,0.126001883640405,1.56295969364595e-24,2.71396988176182e-16,1.43907895675508e-26,1.74527652718027e-22,8.6509340656139e-15
"X103",4.69176196353598e-24,4.94848216173322e-09,2.77137027416468e-06,1.14305389205807e-30,0.000287401916733632,0.0080121835122495,2.9259960543487e-14,4.98107367402703e-08,1.80842342474283e-18,2.32797574639825e-09,1.57623018243679e-19,4.06843191299202e-18,0.0730280894401539,6.11356617003072e-25,1.99198527516014e-10,1.54470286498331e-15,0.0216117619526677,4.23724783210424e-07,1.58172029450902e-20,0.00149871438240208,8.30564615494674e-05,7.09687836003382e-18,1.77823804789489e-07,6.31934087582398e-13,9.43422912313038e-20,9.17440872906192e-23,0.356319804235339,4.43115123100862e-19,1.53338385760053e-14,0.000522349909087124,6.37938992455937e-09,0.0121182360332815,0.0388644083744459,0.00216000133195988,2.97400444478274e-09,1.71788328526486e-12,1.95816149847036e-06,2.4329710515094e-25,6.13271469917994e-06,1.37969216709197e-13,0.0516526737518579,1.06539250063427e-05,9.79831025606584e-16,0.0048343466810331,0.22677395535279,7.74864389215889e-25,0.00186256936364361,1.73256728354015e-05,0.0013100493552834,3.40220389476167e-12,0.0801614822105209,3.30402585202139e-14,0.0954518525250428,4.55797317156353e-08,0.0133731251328067,4.05277687174056e-13
"X150",7.85575126417101e-16,0.010878418962765,1.98429334447973e-14,4.63320268512564e-05,0.000494928103093269,1.99747162609917e-17,6.97787969646832e-25,1.94804650228204e-08,5.69508090151695e-12,0.0173196199393047,5.00748483919382e-21,3.21744382974471e-09,0.0717438566914065,8.28593654169506e-08,1.79428748854154e-13,3.78895626173113e-15,0.0171675620876109,5.90222224170336e-11,4.98593447441874e-17,2.36701929604177e-08,0.00193933714350526,5.13026626823762e-15,1.7530765513095e-21,0.000143000797937099,1.22468448767297e-10,6.52289628850321e-16,0.320237034123368,1.23236417906304e-18,1.215572539433e-09,0.00132225938960769,0.00316198913890302,0.000217605197659187,1.05834550426172e-17,1.04662950540803e-16,3.67413874359302e-15,9.55012124638447e-14,0.0162024904561178,3.98728606107021e-11,1.36762405694403e-09,0.00392101971173958,0.0195933879688278,0.00907110998536575,5.44842792972851e-09,0.00224078352850672,0.253207497142624,0.158697128131506,0.00527472160507977,2.95906043028431e-15,0.011374190385106,4.23872551561809e-13,0.0333441420923162,9.2116906675583e-11,5.19372398207512e-31,4.11090252311026e-10,1.52276853517738e-11,3.63849049935632e-07
"X157",3.75963683146023e-05,2.78452370719238e-13,4.51629112387784e-09,6.12577668226183e-12,9.33869042930927e-11,0.0126412486317113,0.000160902253056919,0.0732866165073527,0.00733471681273318,2.15741578073792e-11,9.70628749913264e-07,0.054119183572105,1.55809057440544e-19,2.369065946915e-09,1.86984959635381e-11,8.64190411163348e-08,0.0027292754325843,3.06199878261289e-06,0.0205940397627161,3.24283899649405e-15,1.22558224742074e-21,6.64614579109316e-07,6.21204984321869e-05,3.96825397323317e-05,0.000534636536302404,4.53089826054051e-08,0.149306179499102,0.000443866073806278,3.61262780493194e-08,5.26467636118074e-12,1.31688792694428e-12,3.78604039533108e-08,0.00281257868843124,4.14590488481917e-09,2.55764475245452e-09,2.39331466539336e-12,0.0138416973556184,0.000169927749612506,5.58373097775693e-24,0.353393842718141,0.00390674212027996,6.09382028232774e-26,3.1638801868938e-08,3.84006164709019e-14,8.28408614055034e-14,0.184033326298883,6.99649598710126e-12,6.36584828520384e-12,0.0126848908034917,5.48659340567979e-15,0.00284000497484029,1.08989440872665e-08,0.0226729698995015,6.98123375173499e-06,1.57714469357089e-18,1.72521034947911e-07
"X104",4.314653646338e-07,1.5649651979232e-11,0.000206717751029568,0.0066084122582712,1.5479496062832e-08,5.21600922463208e-10,0.00149789162525572,0.0270080289278132,7.03869292608461e-11,1.37496728605744e-18,6.64102607308977e-07,0.0813480032020049,9.74546940770037e-20,7.68309856980107e-05,0.00867949261529798,3.91545538571394e-08,1.80072147120778e-05,0.00118813968348863,0.0172877530940031,9.46178354799827e-21,2.61393404681156e-09,5.14083785537518e-16,1.0368782491865e-06,4.76802782396424e-24,3.76552718911696e-25,3.3523568630413e-17,0.101778689749566,2.1206058389794e-05,2.93101499699119e-06,1.59002709535552e-18,1.26618533738748e-10,9.79657658510501e-20,0.00567682058838792,6.44345160141508e-15,1.53889744452769e-12,0.000287075084153431,0.0019593505584062,0.0112962497488691,6.00204972667799e-21,0.364818191164041,0.0540553182828549,0.0974570003628522,3.83609143604018e-13,0.00103914123150067,3.05145251332231e-15,0.0113796575555209,8.71665406481676e-13,1.3898522825576e-06,0.00413507028840728,2.30348777043359e-11,7.81099959819482e-06,3.42576601005917e-14,0.149779674394884,3.14619966917148e-12,0.00593391195436422,0.00192427863132783
"X123.1",0.00857266811151745,7.16453235963314e-11,0.00336350891762202,1.14826657886407e-10,5.4046849366715e-08,5.26355207398514e-14,0.00962124830601839,7.1588607585878e-21,9.25107929503972e-19,4.33025995551992e-16,1.98806593786061e-06,0.0692884155247764,2.26706401257045e-12,7.86350671530762e-10,0.00183000223630281,1.37232548766644e-12,9.26080605490408e-12,1.47274423493074e-16,2.91782792545427e-21,7.19348427335242e-18,1.23605506321445e-05,3.79026126128387e-20,4.75734136588612e-22,1.92375172931924e-23,7.2725425763072e-30,2.74270188644602e-20,0.0114497538422946,2.66784645253392e-26,0.0123523339374139,5.45996290402423e-11,2.13304829754337e-05,3.40980072103841e-09,0.00712802513040055,6.05229300810305e-17,1.00959301818115e-07,3.55305901181497e-07,2.94472030764072e-05,0.0174431155809167,2.53215457726542e-16,0.266380711532701,0.230190704868565,0.24906937004842,5.50953122222276e-21,0.0181046819715218,1.60110953379062e-06,6.3652887664488e-31,7.39806672284399e-10,6.37226340080982e-07,0.00256675609470691,4.53385289202114e-11,7.40782648918437e-05,3.75291090082767e-14,0.0398388586371249,1.74227966465416e-19,0.023410313297923,6.64159099502603e-08
"X103.1",0.02126841132799,9.15867075154596e-13,9.32886674021879e-05,6.19506058503817e-21,9.55084598795085e-06,1.67985341113262e-07,8.45562962032958e-15,5.16199252515925e-39,1.16454667721313e-06,1.15098991117448e-07,3.16747475614998e-05,0.0392922979813197,1.12540144175791e-22,9.54996968741079e-19,8.37395785439017e-18,2.24751353658327e-10,1.51530377202953e-10,1.33696708945465e-09,4.37827855203007e-05,3.28866057404203e-16,2.77855773980255e-25,2.06797273658262e-05,3.48694128918089e-07,1.21797302987195e-12,1.11880596781833e-17,2.14609088238191e-13,1.64831349278602e-45,1.85498854432809e-20,1.31876113255776e-07,0.00836985228295176,7.24440755102392e-23,0.027345998179003,1.20256254824512e-23,4.23106161988779e-11,3.91851674437034e-09,1.27639109405914e-23,0.0148371084489614,0.00980108443890244,1.46557018480723e-11,0.148430799869753,0.376592603139917,0.226884457610761,7.5722696301062e-10,2.0275008860839e-06,2.51606205521516e-07,3.22770599276977e-07,3.78755668490541e-13,0.000529293155956934,2.10731321080912e-18,4.89314729866472e-25,7.05660945767796e-06,8.01740617948053e-16,6.44115966921736e-40,0.0578180317776269,0.0689660995857039,2.17546810872286e-07
"X27",0.0076200769780147,3.47356634337349e-20,1.42944096583482e-07,0.00521703846192186,4.52430884056569e-31,2.02140086319622e-13,2.12080689232849e-12,6.60050917870709e-13,4.67991325530728e-07,2.91535228016177e-07,6.52501997294309e-16,0.00511860220296546,1.42574198396834e-29,5.85998922675527e-25,3.41284931495674e-11,1.05940508872538e-06,2.67242062516023e-21,7.60771856704742e-14,0.0181181858341407,4.27045199536723e-16,1.03599261110923e-24,0.0103903635400712,1.38428126110653e-11,5.49438248834368e-14,4.983598639667e-23,5.59703194569293e-05,6.18007312683388e-19,1.00746753003651e-14,4.04879264357418e-17,4.07984742323249e-10,9.76816992849692e-24,0.0062442451511668,2.27592645800387e-23,1.93590652858478e-21,3.45954676927269e-16,1.13147465567461e-24,0.100129270568133,1.901368512537e-12,7.59797905149854e-20,0.0516535142182657,0.376739364583498,0.0742284619717217,5.90474700993639e-11,7.2292203052311e-35,3.03325244912432e-18,0.000274570939147855,9.82655905078705e-29,2.59079962796756e-14,4.20579036403267e-20,1.62625906118102e-32,9.06971916278843e-07,5.79420890469192e-16,9.4338238464328e-13,0.255155089574887,0.0819197580829929,4.09304675859409e-09
"X51",0.127877869354007,1.59940462619061e-40,3.57881411554294e-05,0.0150993706803517,3.1203126016779e-21,5.63774616879456e-17,0.028468578873888,7.15902660652098e-07,1.89639739188197e-30,1.61831771654123e-17,6.13696258807428e-18,5.04951771494473e-32,3.07049543706648e-35,9.86773545409083e-14,9.96412017197818e-22,1.86096839026387e-06,3.7214487856925e-25,1.49324438321193e-06,0.0278838389373436,9.5562844025255e-23,6.41530660709635e-22,4.18560700919395e-21,7.9024157750362e-27,2.60220505353303e-11,2.62036434690194e-26,1.00152221389288e-22,0.00810173098358525,2.67973403035729e-33,8.01604419891179e-26,2.30635993020636e-15,0.000497739808762277,1.84601448880316e-38,3.18892599993626e-17,1.05220976583676e-26,5.65046897252763e-11,1.357021561231e-10,0.223866805891727,1.98167751148183e-15,1.44433109663731e-30,1.53525934528648e-05,0.196982784544502,3.46539223061567e-11,1.43049816956002e-13,1.41081253328096e-14,3.49078220979417e-16,1.93351622630233e-12,7.37683588587526e-33,6.16164987173612e-25,0.000238018162214239,1.87534568442837e-06,2.88068783435638e-12,0.000215063040595196,3.68260883422681e-15,0.29874271872014,4.29952694579394e-18,3.97066320466023e-07
"X113",0.344166708661513,4.59075258861828e-17,0.000247316396693524,0.000409594234978238,3.97802323691803e-10,1.65264741021499e-19,0.0207531081067878,1.9610815530229e-11,1.20044328960038e-17,3.10913258636894e-25,4.53193007692042e-21,3.92794251991384e-36,6.91252618164022e-40,0.00271825602684078,2.66353655003675e-07,2.52305835894036e-08,7.85997232162216e-23,2.63366989946218e-07,0.0121375189548243,7.13123667829533e-29,6.07074083571536e-08,5.60651889800114e-19,1.53451581578516e-09,8.74641663696467e-10,6.74236338788254e-16,3.28142841779982e-18,0.01434151695668,1.03295181181346e-06,2.6817197155001e-12,5.71006402178382e-13,0.0514325829500244,1.32822646584065e-50,0.00470665644494676,1.8574708861805e-16,1.16188464995852e-16,0.000160283081443614,0.26731534093225,3.1620631711508e-09,3.58191733523894e-16,9.42951693896905e-36,0.0420336541571205,2.90700954661678e-05,1.89697965847039e-05,2.76416235870299e-06,4.07923373873707e-21,1.55828700932204e-27,1.93122832131218e-16,8.71279858174953e-24,0.0272948901902826,0.0165224778791089,7.9130950929538e-19,3.50463832346732e-12,2.44045047575068e-22,0.104602405201554,4.06262511636352e-13,9.67416941709179e-16
