"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48"
"X162",2.16208882633175e-11,4.31896329006537e-28,0.0105168382258886,1.09904572507754e-14,0.000348749684349174,5.88678423941563e-07,0.000241629570820367,0.0353415907591479,7.99836129357813e-16,1.94549247872785e-13,1.69938810102715e-07,3.81074686352911e-09,7.38876957034322e-30,2.48314346223702e-08,0.0173554733674299,0.12418577672631,7.13951528904621e-05,3.9472915656301e-06,0.392029075053678,0.00328191855148623,1.94640392946296e-09,0.0633829430510024,1.90817844192923e-09,0.00612349621254379,0.019615767517254,2.15951965375892e-15,2.31569205165641e-07,0.000308429487861558,0.00209437633678264,1.89352182265874e-06,1.5703078737721e-13,2.13573861314217e-06,0.0196456333161574,3.82875312139103e-06,0.00141385211163667,5.77674808805934e-13,0.00453658287358342,1.51719687199762e-05,0.0106166401675049,0.0113621088799558,0.00193275762862315,0.00744651168464986,3.53356293358341e-14,3.74068760963336e-09,1.65656842777517e-05,2.39332735981658e-08,0.0428448803124645,8.87110878403555e-05
"X152",6.34676768053749e-10,2.35634562086871e-30,7.51399764559398e-17,3.77443855829562e-13,1.17136356634702e-09,0.00472006524496916,2.43192044367069e-07,0.157087035389319,2.73193336434881e-22,1.99256410100909e-24,4.50980054854282e-38,0.00550800496235622,0.0063741912978507,0.00528712762604682,0.00526335424785954,0.197287200083439,3.35027010014619e-10,2.09518126031572e-07,0.327679155347059,2.04724686990176e-14,1.41618051204025e-15,4.87455086943441e-56,8.22505943111064e-16,0.0109534471156975,4.83719053380381e-22,5.32317483847713e-19,3.60000540375314e-16,3.83024171134993e-18,0.00108722791463204,3.61396840693616e-17,0.0177375550690189,0.000517965597527839,1.27857181970202e-27,6.10659760368283e-09,1.9581277963998e-11,4.92187885821958e-30,4.72868566881519e-05,1.5251312033365e-12,6.70450150176379e-27,1.01407259220111e-12,0.0187105409696911,2.88781080972431e-17,1.54746436676699e-12,5.4702708391548e-22,8.86392448445988e-07,4.12509177933666e-15,1.19724823665523e-10,4.51278891269011e-05
"X118",3.02907853423384e-32,2.29730467073136e-20,6.61719078510318e-26,3.607381219165e-40,9.54594119670808e-28,0.000256941404902744,1.01140969368508e-06,0.270871756012018,2.86716145447487e-23,3.41789889991081e-33,3.44822249891786e-62,5.47063019358661e-08,0.0305109255370002,6.33343629050182e-11,5.36195514474737e-10,0.237715327621475,0.000103892477420217,3.56003375528894e-15,0.184839038442354,1.71883579377666e-31,6.9999937250515e-23,1.60380639902399e-65,2.72772641046492e-08,2.4632327663031e-11,5.82834913565397e-26,1.26177854948861e-24,1.06441142982716e-17,3.89540952381602e-18,0.000151667532309814,5.59669084013826e-36,0.00024236011171022,0.000303065959223621,5.06017226743569e-30,4.48516654509685e-14,1.13235770522208e-32,8.58640489932419e-26,1.59662467188244e-13,2.9363519602446e-19,0.0331264418582699,1.79328825002443e-25,0.022618571931615,3.67165749319346e-47,8.42149475760867e-23,9.89393621087438e-23,3.95626773793381e-39,1.69369877136945e-29,3.7581268195853e-62,2.37143639593615e-07
"X122.1",1.68915433705586e-26,3.01404311651286e-23,0.00128732492696765,1.01366217105811e-37,8.32305037797284e-14,6.92103996561349e-21,5.01328334090202e-14,0.258969672107075,0.00209115562538262,1.37310211240619e-08,2.95540224946637e-26,3.47885713450621e-11,0.020944851944208,3.66906492479472e-08,2.45681509159134e-20,0.205132471967076,0.00574766230982905,1.41980114348001e-21,0.0471226777513648,8.97776940784273e-29,4.90805707158629e-28,3.94937018056117e-27,0.00367843007792882,6.96029608855414e-33,0.0117662691108004,2.59661917277207e-21,5.30220092255199e-11,0.000463638024003506,0.0013375867766413,1.200684012362e-10,1.02306837399495e-20,6.03781237098357e-10,2.08349767848869e-31,5.35574045807732e-15,8.87568577565823e-23,8.74753079371767e-28,3.72119044905843e-24,1.08786717631615e-12,0.238619687604381,3.48004055301134e-11,7.65608011354182e-15,1.81659115049401e-16,6.33933389913588e-18,3.3862292909087e-28,8.49252345484571e-28,1.31411773808651e-36,2.41953296862187e-62,2.67600127707277e-14
"X81",4.88634031627154e-13,0.000784014107487569,0.00505070255610537,6.20106352636087e-10,7.35651851781096e-07,3.16076475531279e-11,6.4103024295205e-09,0.151149852225294,0.0124839907725845,6.53450806810985e-08,1.29113985015523e-13,4.75428569793874e-11,1.10988413281232e-05,3.91634379672366e-09,3.09269921923063e-07,0.152813420777378,0.000156096684187072,7.07310797874786e-09,0.000815699853161122,9.03844738662713e-17,3.39775799626883e-22,9.78445341221142e-16,0.00472422991044349,1.10702890377054e-16,0.0338203040750402,1.10857242906358e-15,3.26185792326692e-05,3.4028106260853e-08,0.0055489776536,0.000662107895780645,5.49600072908715e-14,0.000326082425357479,9.10999145394817e-24,3.93161819877701e-24,1.2131885349455e-06,3.18458132971569e-17,1.60887541806563e-12,2.37808470363228e-07,0.420925302234667,0.000300268457528849,2.22411803890756e-09,0.0187242084624994,4.22225882316224e-11,8.63940949412929e-20,5.41531237199737e-11,8.91187274956309e-16,3.64467060210312e-34,7.49883368377962e-16
"X62",3.69857456945736e-26,4.30373194838508e-42,2.54333066204107e-18,1.20083844630038e-17,1.01627219968895e-05,0.140785946270217,5.76804767823514e-06,0.0253659829043775,1.19220519183469e-06,1.31944339828489e-19,9.15952913252469e-22,9.52281974858181e-08,3.66719662972014e-24,1.38660697063079e-18,0.0149420377222376,0.101031235326187,0.00248709151671145,5.77394661264582e-16,0.000228681590352959,3.98671739475423e-08,4.66597738749117e-07,8.39349006392762e-37,2.35745602092177e-21,0.00140170597580711,1.79837538638531e-06,4.18435935946217e-10,2.5238418896233e-08,1.60988692652906e-12,0.00994319859326311,6.27335039214534e-26,0.0116097573375869,4.18897313321481e-07,2.40447629122305e-20,3.22290847122102e-12,3.52843833850977e-11,5.5425788845183e-14,9.25479407479462e-16,8.51525562420968e-16,0.435299312967265,2.86652469120279e-20,0.0156217712192161,0.0242359499365123,2.12323196234457e-18,0.0345437509362902,1.23322989494736e-09,3.93745699348702e-09,0.00106866600890486,1.19448931790687e-09
"X100",2.65041939073931e-39,1.8066846448667e-09,1.37384919187222e-21,1.1192893861379e-39,1.00052720518093e-11,0.281782993121113,0.00148752815411861,3.41521623116518e-35,1.83042932479621e-12,2.14878884042047e-18,8.40819497998059e-23,2.33661610729265e-10,8.45816098188173e-15,0.00196079012266573,0.0305229503795781,0.0486816995738616,2.1765757158149e-16,1.55809217124103e-24,0.0136009837128568,4.82716832413308e-24,6.48535657588753e-09,1.12286646506021e-11,3.17992577714837e-26,0.000523086018067699,1.66339378633996e-26,0.000412307088929897,4.00309095137359e-18,1.73371009401187e-10,0.000309348360523958,1.44659408947783e-27,1.55350939306856e-16,1.16635829392827e-17,4.67867862067114e-10,0.00337392068744552,3.43541943822584e-20,4.85330941380097e-09,8.42192389862941e-18,3.59063743390441e-19,0.275266156197453,6.940575558778e-31,0.0229217336726224,9.44247599434736e-09,2.55465587296899e-19,0.131707274538441,1.42426851190674e-26,2.39256049074254e-16,0.000406873109846477,1.20223486131178e-05
"X110",2.97525238847167e-28,0.0288178369027541,3.09436014873542e-13,3.11325094037931e-28,1.08629155576922e-08,0.307456740242313,1.96054145338024e-05,4.81831916037385e-22,0.00650205680938942,0.00344093744071469,8.2276351341002e-11,0.000663929565430338,1.30993172436257e-05,0.0024133939040304,0.0391709275484031,0.00667090408406515,9.41695108072768e-16,5.30390535940116e-15,0.0290174217403828,5.98092835958807e-15,2.54965287241987e-09,0.00080567843954557,0.00163275630823317,0.00435757573004891,0.0213492641841305,1.20543540359765e-07,1.46541365225125e-10,0.00416005604309988,2.17829652675595e-11,4.13283327517396e-17,4.07442672577557e-27,5.97584079472679e-05,7.13458169647462e-09,1.82927196847565e-06,3.5536909816042e-13,1.46558174771965e-08,3.38313009755117e-27,2.35194668292924e-11,0.110679443962907,6.7046170479493e-09,0.000913111880054029,1.10704090188639e-25,1.13534292165597e-05,0.242495524882601,6.98476632286219e-21,9.54390875133299e-26,7.61528248717159e-13,0.000440109057296909
"X28",4.21017351765542e-16,0.0470829116892102,0.00194738267717017,1.18087466615797e-34,0.000141436556964563,0.180930899773774,0.00226472454592583,0.00432972766095047,0.0136667265390419,0.000308499375077093,8.24945830968153e-11,3.35023369367762e-09,7.1608084518303e-05,8.45544639125243e-05,0.0212035696744192,1.05439526273589e-13,1.45614161604424e-10,7.74010042292495e-07,0.0389032523842339,1.01376516407001e-19,8.00541783643509e-17,0.000238462304149639,0.000100342872954311,0.000497521460502674,0.146731299988577,5.12442051584947e-16,0.00227868851727557,3.8402225609222e-05,2.10718462080257e-10,0.000410399431968615,1.38090444887673e-13,0.00169902696490503,6.34775465200892e-24,1.39640161945976e-13,2.29055387671663e-15,2.16073063506795e-13,6.24635426155851e-20,5.85618308969034e-10,0.0367255893420031,5.98274316920357e-06,1.28070521950072e-13,2.88011183049074e-25,0.000365519793852018,0.304703280776418,0.00312058074856208,2.55146081417346e-32,2.97298743210004e-37,3.30069857408428e-12
"X103",0.00113348237518439,0.0337765152792546,0.00345090279135168,4.37403411866875e-32,0.000178048282752874,0.0492531611493693,0.0071600785910871,0.00505618322101124,5.32588351401179e-07,3.56190420185369e-20,5.80334367246927e-19,4.1163038857357e-23,2.36416375258761e-11,3.98576570359864e-11,3.12973049624509e-06,1.48545303809563e-05,0.00685334957058714,2.80062372370244e-08,0.030468730577437,5.09723704761607e-18,9.35822748397006e-08,1.03679722631012e-11,0.00137553772913512,1.07183426617993e-17,0.255062741129364,1.10260457136244e-08,0.00862432286252525,0.00918049079580602,0.00760979107275236,3.23875773031823e-06,0.00327634121112465,0.000712671070578535,1.21276737395713e-15,1.22834366660503e-21,1.38235303636964e-07,1.26661176047933e-10,0.030656477387537,5.86051380277552e-08,0.0173691947025099,5.11602204976143e-10,0.000470548263561839,7.20730780000835e-16,3.39692772047994e-14,0.322995331870817,0.0121392575895701,1.27418714841779e-06,1.550301754474e-41,2.74949424121714e-19
"X150",0.0112995454157155,1.84519854561599e-55,4.77076056726739e-12,4.70014949533367e-05,7.96525905147366e-12,0.000240943942503601,1.85287917763893e-26,0.00414819725910856,5.61366041689624e-11,1.46776034899226e-28,1.33211483779045e-14,1.45423666162189e-10,9.61734972635544e-23,8.23291347816881e-24,2.03232271485942e-06,0.0147473435327816,0.0253587524222233,2.59741936465237e-14,0.0233962140840512,6.73532518367896e-14,2.11229833442859e-16,5.31324473250315e-24,3.57407300996948e-08,2.02097174657093e-17,0.259135915613166,2.4301009193093e-10,6.91484649245738e-19,6.96349491434828e-07,0.012490356423765,1.38470967924978e-16,0.0124213743213774,0.00253496567395043,6.47038660820428e-13,3.29343478927024e-12,0.002562481332232,3.23932883856471e-24,0.186428847065393,2.19262078668606e-14,2.62015146713543e-08,4.73479046144828e-18,3.85671284872871e-22,1.2051777278381e-06,1.28838605611324e-12,0.271492364596825,0.0130933442381574,0.000552877013449223,8.65801020598834e-33,1.70802926755998e-16
"X157",0.00146153127499525,0.00634202392803615,0.000248334823159839,8.55894631793978e-09,0.00637934858355923,0.0170580320245278,2.58611671071652e-23,0.0110465887402245,0.0109631096910923,6.15409576661486e-05,8.16435034377992e-24,3.04212317315984e-07,1.60467573153725e-07,0.00319103005515527,0.000869534294621264,4.43019040530743e-31,0.314269658760072,0.00414721784191052,1.16799302997272e-09,1.29694702663955e-07,9.96241846641298e-10,2.5148820433907e-39,0.00129035400314027,0.00636487473037061,0.0225781611554104,1.25247154440705e-16,0.00048081440451065,3.45669954074384e-08,2.04621923377194e-21,7.03506826856033e-10,8.53944746624928e-16,0.00172049271296221,0.103435953510784,1.25464098006023e-05,1.16440442098817e-21,5.12951091793868e-06,0.189365541396721,1.38659922098956e-18,0.00296903209549761,0.112074965045882,5.20370175552551e-26,1.48484430332675e-16,1.37359904022889e-15,2.20479217536565e-06,3.83306213178229e-25,1.59692802209597e-26,7.16578594515118e-29,2.55308317374911e-05
"X104",9.95431557681843e-29,0.102622268139563,2.87806751078902e-19,4.09248869928239e-18,8.84876694969293e-24,8.58838824833229e-14,0.00116889761183822,0.00178546440339909,2.26900807980244e-08,4.37569226615143e-10,2.29178302818257e-14,6.08739107437927e-09,1.30338157133322e-13,1.96983259836144e-11,0.000590098025071954,8.2022909360516e-32,0.296247573824342,1.07443184428075e-11,0.0227655307704392,1.6504260703675e-05,1.66930694353236e-27,9.41801251878495e-14,2.86713592299094e-23,1.33937318728375e-05,0.0155405808839196,2.89312053900392e-11,0.00142907678596054,0.0107739438962461,0.000701839116935587,5.62835415424302e-10,3.97123436275598e-08,3.11556917714467e-25,0.19624212382574,9.65013810610337e-11,5.76246507915875e-15,0.0134310746030667,0.0368034083350672,4.19444654788834e-12,0.00829267939274292,0.0663201492865515,0.0197680888387195,2.75783507605835e-18,3.14714717134366e-10,2.60144410406694e-06,1.52152931710248e-30,1.04680347864093e-29,4.34896877934866e-30,0.00329292000243906
"X123.1",1.00281471099051e-39,0.0987210264889504,2.41654539416387e-35,3.73935544611213e-12,0.00902341770595314,4.14621818814044e-15,5.06578887165166e-20,3.53431808558421e-06,3.4700881589146e-10,0.00371488358946822,2.78083512512904e-11,7.64239078122639e-07,0.0108464216981797,3.15692679336925e-09,2.4598141259636e-06,2.26670242076641e-27,0.152336846894971,4.32608234577739e-25,0.0928818909396258,8.80005707881178e-11,1.8675396576722e-28,0.0657520046692356,2.82046545091873e-21,5.54295820848492e-16,0.00123993172902905,1.45184318923446e-26,1.14517489347164e-16,0.0184392123074097,0.000817196398271734,4.96544170840203e-13,0.0127612822409689,1.39688126402654e-20,0.296390389854722,7.66877955981615e-07,1.27102626316252e-13,4.64568558510208e-05,1.99400260543134e-22,0.000270551304160867,0.0238465181930086,5.64022343364775e-08,0.0159738802598908,7.75258693616854e-16,1.36043364264326e-05,9.98370247177979e-12,5.90498640763246e-51,1.91740874019042e-27,3.97053046897407e-08,3.3466580627254e-08
"X103.1",6.65235969775034e-19,0.0227045834744033,0.00429497556438306,3.29128312027028e-15,0.000104470731726168,8.46650590639247e-10,5.26983298117962e-23,1.38224394983603e-05,0.00941061599059481,0.000226677959663554,5.4583660442981e-12,2.33938008269588e-08,0.0382450513049872,0.00586034109195033,1.17164940416915e-27,2.06095204412752e-41,0.0223655848641523,2.97448803495006e-12,0.20256217097182,4.45998608561477e-08,3.6886784486499e-16,0.116885595249007,0.000573189841554643,1.00072083676842e-11,0.0137339504552688,6.66276988646306e-23,1.83833513379051e-08,0.0105581775966605,1.66738731158865e-07,1.09003731217146e-12,0.00515743728695678,9.72656600640299e-11,0.296954376756198,0.00414983533092832,3.10618626486556e-05,2.29284164541796e-14,8.61516043445436e-18,2.9100568946588e-09,0.0273863076176214,2.13544808307981e-23,5.94141468446764e-14,8.82595558833459e-08,1.14294835834257e-11,9.39825331012566e-12,2.42054633472349e-45,2.39795622936275e-15,0.0148608391924514,1.36623163599046e-17
"X27",1.37382846967225e-13,2.46078200415228e-10,0.049461325729456,8.61709168119936e-22,2.87141460867045e-06,1.13765723269504e-21,1.28898762221832e-07,0.00126159118330139,0.00562476438874708,1.67075075250561e-06,0.0228556081691889,1.84718445501772e-26,0.0136514744024366,2.30173200726358e-16,2.71558089947924e-27,8.84919542148564e-52,4.54601787252651e-39,3.22100077164549e-15,0.293381232751329,1.3911766841589e-12,6.57702297558163e-11,0.0744886553242902,4.89439739644194e-15,2.11288233005174e-07,0.0135273568782895,1.30299138907386e-10,2.02615072217907e-09,1.96982861039671e-13,1.25464587364104e-07,1.98036817571896e-09,1.17515403541577e-30,5.60546190785291e-07,0.172594737383154,7.27014018465595e-15,3.30501787030703e-11,1.28458861611882e-09,0.00404200577678364,4.19962457491946e-15,0.0114449617148199,2.94514917978622e-31,3.60980485416711e-27,0.0138024684035509,4.92670802542631e-31,2.18253652707167e-21,2.77597514867438e-25,6.77511615667517e-24,0.112869100195916,0.0083522393979852
"X51",1.61206584600193e-11,2.4269771068371e-22,0.0445697034217687,1.19218051195349e-20,4.00222460197933e-17,1.82331108561397e-16,1.69034072060002e-17,0.0993874799448915,1.40550017278408e-11,3.89156713298388e-28,0.0294767386940907,3.50711346753014e-23,3.26522703099115e-44,2.54248960244189e-23,2.59401235213672e-17,1.32500589030497e-20,1.9996388005894e-24,1.91913141895977e-29,0.305166823393309,0.000274169119642563,7.21047110954875e-14,7.20158591330207e-27,6.51154652914389e-45,0.00529706830819064,0.00558147340533438,2.08496390266851e-28,8.80214307640403e-19,8.19635676136206e-10,8.79026018715003e-21,1.72619565953596e-22,2.10363921095657e-30,6.03060251924334e-10,0.0428016167731819,3.07866389374124e-19,0.0048117017019319,0.0133867537630957,0.008546022412965,0.00809716347668044,0.00782003741203238,1.85315614573806e-23,9.33515922675267e-05,3.56032606370438e-19,2.23917710285119e-23,1.84496559790032e-09,0.00118737045859632,3.83961972828685e-19,0.223666914670558,7.38350850841692e-15
"X113",0.00135389983937484,3.09071335757819e-07,0.000690048457752164,0.0169331087971633,1.27129502157268e-14,0.00098428984658098,1.98699939871902e-07,0.279582735122529,8.37906628309879e-17,5.36288367736537e-35,1.56760970885717e-15,0.0018088680552465,5.37209073101779e-10,5.89355159029657e-14,1.04798985494441e-18,0.0152958155650004,1.58438461146162e-15,0.000207013679089766,0.217915254250907,9.88177898028094e-12,2.89595770527011e-22,2.04959240845787e-31,7.58246883075449e-22,0.00986579132124724,1.80511059960812e-32,1.51111176720585e-14,8.93244530878201e-16,9.4981473445733e-17,2.89959601118648e-20,1.39570665330517e-08,0.0373407647774088,8.96236330995152e-09,8.66275896621001e-25,2.06301619059289e-10,0.00472597188233251,2.55983123833157e-06,2.65476051220076e-09,0.0039721461434896,5.19830394900868e-26,1.16474072313922e-23,0.0159873860614484,4.58766788061158e-37,1.01654850016234e-09,0.00450842259762406,0.00986194613797212,3.27796068207467e-08,0.188357348172921,1.27864875839356e-13
"X93",0.00845604583540966,3.00670108169761e-10,7.78604004952797e-23,2.51970230385883e-05,8.0919901500721e-06,0.0179369930124038,6.01510586159464e-05,0.425593682533805,2.92739389407327e-16,2.42271917559774e-15,1.3066746051336e-28,0.000269058688606951,0.015848721583196,8.79924247828496e-07,6.02805478920528e-05,0.0394098974630982,1.19030875640744e-13,1.94898710777598e-08,0.114860921895289,8.50524442538059e-15,1.23631641973895e-11,0.0231951023441939,1.07291316020517e-09,0.00612545917288883,1.71862859044894e-21,5.7414567763693e-14,1.24357402693801e-15,1.95754931967134e-10,9.14117363931842e-08,1.20010860014295e-18,0.0387228575022358,8.73835718146076e-12,0.00391384639126941,1.17911834101612e-09,7.70956309706233e-07,5.79681931006785e-13,1.02175933406363e-24,2.18432283696126e-14,4.32429472394555e-08,8.35816506359788e-24,0.0225442000808829,5.03630699545734e-16,4.75132455889893e-08,5.62981795456619e-06,6.38827323947412e-09,1.1779860687046e-08,0.0816207774347078,9.72439804075953e-08
"X137.1",2.11084741553247e-19,1.83571353986861e-19,1.35035763946924e-10,1.31094521848381e-30,3.65137195570743e-10,1.45458941589906e-06,0.00044771355550169,0.414104256131418,0.00649882567399437,0.0171052689220918,1.4666798172578e-12,1.63237314302019e-22,0.00832643799703765,8.09421551631113e-15,5.04552836076546e-05,0.0147231561011261,3.31628457035968e-12,3.56534844858555e-21,0.020741959990476,1.14325344955669e-13,1.09269271582489e-15,0.054151417011602,8.52531049535647e-05,3.63300607590101e-36,2.8803621616481e-11,1.93501440851077e-22,1.91778566328199e-13,0.00658977127471926,0.00156023676428838,0.0138396019330291,2.39127715751285e-16,2.62832907315445e-23,6.38991661896733e-09,4.76699415072139e-18,1.45107476130125e-10,1.2104495289234e-05,9.97790907993801e-26,1.00344131162561e-09,0.153750864119243,4.8612175909886e-06,1.52726730142545e-13,0.0889670413127529,1.10646837013223e-09,2.99775502070892e-28,1.03361811201973e-14,2.73886912986623e-16,0.0108654696990457,4.52198632652703e-15
"X129.1",0.000468542627997117,0.0147262209154018,1.12677329149491e-05,0.00814082540611006,1.77147234629936e-08,0.00961206359968737,6.16385143545779e-16,0.257355047452588,0.00882944424142203,0.00161507128697909,8.08452084713938e-09,3.81790819512219e-11,1.20677862446178e-10,2.50277614096618e-08,8.0532810852611e-28,2.14523384892177e-05,2.0209475380178e-09,2.10486956494832e-16,4.02809802928002e-25,3.52284683261686e-15,1.44031412132177e-19,0.0354987345497432,2.26210001945486e-07,4.46835565763862e-25,0.0214206166955471,4.38182850561564e-15,3.89047459640603e-12,1.15967684078209e-17,6.48692903851147e-06,0.00458784590003265,1.35879739729418e-25,5.95320319823671e-08,5.98337031910011e-23,2.55637067699969e-19,1.78604755502655e-06,3.68512013111229e-16,3.85947685924019e-09,0.00585750282571473,0.278576803713593,6.15964625653152e-07,6.21205084331675e-09,0.180201068106573,2.00982547947148e-17,1.23838879136642e-31,6.39758974683161e-11,1.07794198313861e-07,1.19431229390206e-33,9.18508640422723e-18
"X110.1",0.00202188607872337,2.35563374487625e-39,4.98761000890546e-16,0.00871779743448081,3.29914717431966e-20,0.193529293433987,1.04685135287568e-16,0.0686237894587512,7.37905174300834e-29,7.69093917703171e-20,3.14248010587004e-21,8.82809205510064e-11,1.66093670636181e-38,2.12133530258492e-25,3.98115086142169e-34,3.61752259547631e-10,0.00614752066969608,5.42362249975021e-18,3.55403839033518e-15,3.33895072999707e-09,2.54813661547597e-15,4.37217022239672e-30,9.97277887715548e-28,2.63757725956032e-07,7.09230299539547e-05,3.85714881866787e-18,1.95576340908682e-20,5.14892383730269e-20,6.44207922421201e-20,2.41032909939931e-14,0.0186337940760365,1.89798159070655e-06,1.01270502081808e-14,6.56244672689352e-19,3.13032995367335e-17,1.57782410734835e-21,1.12928907805238e-12,5.73371649224138e-17,0.299168463321324,4.24071717208056e-17,0.0433308419183698,0.179248395349398,6.03081657433758e-30,1.44876116584721e-07,0.0145358404500494,2.5095795809281e-06,6.20379137127358e-06,2.45030857844656e-17
"X104.1",1.56952766546397e-15,3.25862478434927e-09,8.55412384855596e-15,2.63190961107055e-08,4.07282483150042e-22,0.381940522317738,0.00708608829734388,0.0013230306224032,4.19030880657307e-18,4.8949813021609e-30,2.24462331808973e-12,1.86694885684249e-11,3.46836330551009e-24,5.07518274170089e-07,1.4175790189578e-06,3.48177443272448e-19,0.00478872532753471,3.33671584102461e-13,6.19437782415385e-08,3.58947215985362e-07,0.00602383345835159,2.94872522352942e-23,9.1113605284142e-19,0.0245344980716147,0.000590811411182549,6.95870798510408e-05,4.41020417340548e-16,1.88384829540365e-18,9.76557508796335e-06,6.24258768814085e-17,0.00449358023178185,1.20686232050615e-05,0.00765109141074801,1.6232821982873e-06,1.15824856712211e-14,2.19025920706246e-12,0.00350447775563902,1.54345679932593e-25,0.201920729739121,2.27561021465842e-07,0.0514153254279756,0.098000862804662,5.66974806630797e-15,0.0151586358364123,0.0181638879550192,4.91339556064877e-15,0.00601297316067138,2.24052376967885e-05
"X93.1",9.26659547895877e-18,0.0543035012386107,1.39838874827267e-05,6.14809891766543e-10,4.41491286892117e-07,0.409054064682643,0.00112930066865505,3.95795354788412e-08,0.00109444183321001,1.96531647699301e-09,0.00365190501936336,4.96839830662585e-15,4.18035139980089e-05,0.00595759895210775,0.0234042292041365,3.38051497674836e-22,6.37213993952139e-08,7.62293060271813e-10,0.014660678575174,6.91357707755875e-09,1.26657624966946e-12,9.85616334980503e-08,0.00546768313257187,0.0590614171202226,0.0758554656104824,1.40564119814525e-11,9.48492010172047e-10,4.47606859830902e-06,1.59019498144921e-08,2.80019864540817e-05,2.35427020016575e-06,0.00575328623891667,5.05402212624359e-05,2.04826080378187e-11,1.68409502376505e-09,7.07804622046865e-11,1.09265580584351e-13,0.000207468897753986,0.0789285655170603,0.00146349242670925,0.00527016841131527,0.0275017096213579,1.16513151555419e-11,0.0586662077534832,1.10921757121552e-06,2.21043253507923e-19,0.000178860562112895,8.96165825210319e-12
"X60",8.68554349866594e-25,0.0827598091660392,0.00249810774599623,8.80055596745357e-05,0.011984420695485,0.281908567119311,0.0027895834562521,0.00479837608028247,0.0232134284128461,5.78128271312852e-10,6.11713771801213e-08,2.41319928588328e-12,0.00154390958752852,3.63775441520311e-05,0.0111393716439905,3.32368098746364e-32,3.55482028816405e-09,1.2818666593505e-05,0.0244130789435605,6.3698148830554e-15,1.1144430262145e-16,1.93793912479146e-17,1.98650393015556e-11,0.0326190008116668,0.229272812523255,4.29584466390424e-12,0.000337805328226188,0.000128247231523309,1.50607410370373e-10,0.00146293165657535,7.32367286951776e-15,1.60504029300563e-06,3.16100480346875e-37,1.45338444529905e-08,2.71860640364624e-18,7.56664777184701e-11,2.60431111098283e-30,0.00157020905154963,0.0122476654623882,0.00278549732405894,3.35706609853335e-05,4.72034116616412e-24,1.84181408775286e-07,0.104804698077961,0.000753695475352622,7.89793920051664e-05,4.40851132250633e-16,2.51532078622796e-15
