"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X139",1.56840404869795e-06,0.0144506973042502,0.253321537865192,1.2925583087457e-14,2.75238923868365e-18,3.97087481933584e-30,3.19055964330084e-09,5.12597586598639e-33,2.16480266410087e-24,2.47594864944407e-17,3.77014031140611e-25,0.00625399692611537,8.85441008190126e-20,1.0084433317539e-39,2.30252877663815e-22,0.11625064020939,5.05323968476719e-32,4.25580823865441e-44,1.81941037568572e-30,2.7357463972632e-27,1.30444088478575e-28,6.47248099648493e-23,2.46880079243601e-21,3.20514293237894e-20,0.00574929187901519,2.1961575991135e-13,5.67457020154462e-36,1.12500722482847e-58,3.47076735799019e-23,1.48777101444422e-25,0.279266843275638,5.93675191040383e-15,1.88294808319725e-12,1.21289743745799e-24,7.30163549396549e-24,7.75508231287638e-25,1.36902203940599e-15,1.86530348027231e-26,4.3091217006866e-17,0.0147080085268002,8.50660746180918e-34,4.63677392376696e-13,5.70200343601629e-23,2.1853680769625e-17,3.13694483382251e-13,1.30964403713478e-39,8.28557603589691e-05,5.83033502151769e-61,3.52420951512298e-11,4.16109664498728e-18,1.19753567387276e-11,0.0917731828797697,0.0895361198056784,6.39371521521284e-05,2.75699465608797e-22,0.199991256586263,1.2309386394461e-46
"X131",5.88994545452565e-17,0.0192601001202705,0.31702373536515,0.00109032814955823,1.64454575508298e-36,1.63046457509747e-29,8.73332238171741e-10,2.70789957379335e-24,5.23898306267274e-10,2.51951479826304e-30,1.63287534334503e-17,3.85300212343579e-16,2.82498100187196e-14,4.7498358160129e-13,4.03978323070829e-24,0.165107261331979,7.99840646124887e-37,1.06745863260822e-40,2.80786087872236e-24,5.8965546437482e-21,1.05228862018796e-30,1.77288706933275e-24,1.77741763690168e-21,1.57103439072298e-22,0.000651502280951323,9.48200962146289e-18,4.64127926827727e-27,0.105294071530462,5.40808120397244e-15,3.77714876549193e-30,0.193593940949427,2.2780029245754e-19,2.03749839360931e-13,1.82132940344162e-23,1.89178194700179e-15,4.47642746684353e-05,2.99769067700701e-31,7.12625689217751e-22,1.0333663670808e-32,0.00904754448817775,2.88278319899535e-29,2.25009416452261e-16,1.72114619798468e-14,8.91600645835098e-08,9.41309864913658e-16,0.0262028365442764,0.00244204377390609,7.58831036324555e-35,2.35177696933622e-23,6.64685569224997e-27,5.19516250402438e-10,1.53038586256983e-15,0.0189372913970407,6.94650836923961e-24,2.1342195272112e-33,0.203250941412541,0.028261850449833
"X102",5.0294954434569e-15,0.0254534283921494,0.325195858508702,6.36512446097327e-07,1.12897353953302e-25,1.55626424873452e-19,0.0109530838996301,2.84823120247651e-09,4.28712782380849e-12,1.09455697897005e-12,5.60296315847108e-24,2.70704169202116e-09,6.80960206995641e-14,0.000684680631761068,2.85615605519212e-17,0.174645214794418,3.35964595505532e-09,8.03934628095524e-09,0.010203024688918,4.23829944132713e-22,4.22271264448435e-11,1.27534184174121e-13,6.38393887727524e-05,4.52710786341522e-08,8.5909733309212e-10,1.34917432188791e-13,2.63368805804783e-08,0.0812126844837534,3.40778916303577e-14,3.87780528862869e-26,0.0371832271730191,6.08540038658806e-18,1.52747504394194e-08,7.63356285488248e-09,0.00802295596031686,1.61183683054089e-13,1.48150331252905e-15,4.4884954512211e-09,4.28857119507227e-30,1.76111600530678e-09,5.81095584377727e-08,3.06526673865708e-09,9.38208155676256e-09,4.32844291568314e-21,4.15734128820744e-06,0.00215291227527457,2.81858452474144e-05,0.00605534919576996,3.30855218378637e-05,0.001267239539918,0.000681832680877112,3.19325911848705e-29,2.93330832298498e-31,5.01018643510958e-12,9.94558769899695e-22,0.156462405547314,0.199542620150261
"X54",5.26884044960174e-06,0.0316661842507884,0.267283372208943,2.10115712491674e-23,4.71003851071087e-22,8.91258667498914e-20,0.00980137595879263,1.5725486208768e-09,2.93626541031272e-16,1.39692677968696e-15,4.40535447079753e-23,0.00159475130970899,9.15020273813862e-18,5.71261653233377e-09,3.26608120582065e-21,0.151117697579653,0.004659946597978,2.00170254201848e-06,0.0078846125837358,3.23052358075554e-20,0.00135216893440737,8.60492732865473e-19,0.00373902153463338,3.32750517755916e-05,4.66307729038663e-10,2.68635643375092e-11,3.13080967747961e-05,0.00470125125604086,3.74372081002384e-21,0.00019444405354106,1.018304896451e-18,3.91953588638887e-06,4.84595608561053e-10,2.36973898585789e-07,0.00122462036021735,1.40545586093155e-15,8.237612765081e-09,2.27029705957581e-18,1.97491850101703e-14,4.96028129792154e-22,1.23322846068308e-09,2.07651604668021e-12,5.6199114884125e-18,1.98927076975165e-14,0.00254655022163501,1.20096651499324e-12,5.41750410144147e-30,2.21359983947632e-15,0.0675813328502779,1.20849735832838e-27,6.1627932109601e-14,5.7710418247323e-11,7.8171113206415e-24,7.55448803371014e-06,0.00287117226024597,0.0825079679060261,0.370512576260468
"X89",2.70427198608404e-11,0.0409208216504599,0.15277774786553,2.14304014228981e-24,5.57041652243778e-17,1.20268910689724e-13,8.8564670297688e-08,3.63516752944205e-14,8.74136255373295e-06,2.15675909008141e-23,4.13375911160467e-20,0.000226980743700246,3.21188035540533e-14,7.96730682990217e-13,1.34879672031624e-21,0.12682276047377,6.38958393855941e-10,5.19181106267895e-23,5.41013796870777e-24,8.59751225578951e-20,2.58497331903809e-11,4.71465496409113e-22,4.9080183108154e-05,0.000189804772838527,6.96102009494532e-10,2.32880280133308e-18,8.14367437857234e-18,0.000105561643771093,8.46909517154314e-05,0.00389952426389617,2.27405505973562e-18,0.00222538371506432,1.22873049071102e-09,1.04935197831287e-15,1.11553585188896e-05,2.78646148225705e-09,6.95774853057034e-10,3.29535587950983e-22,1.83312311596164e-11,0.00783033669072348,4.28285115056686e-06,6.84055283836519e-09,1.14001251668026e-13,0.0878658716864163,2.58336132564461e-13,1.70120889631817e-14,1.10621962545741e-14,1.42199010722751e-26,0.217478015030806,5.28021435317358e-41,2.59341905668244e-32,1.48222576829909e-11,0.00789412656594248,2.0178653450809e-08,0.000443813497262156,0.0104532335088527,0.365287833313078
"X162",6.39678987722527e-11,0.0591918235869695,0.0360660320852824,1.08025959403743e-10,4.10211639742787e-30,1.07161427458917e-17,3.87783108803738e-14,3.12919815321357e-20,6.48873682256761e-06,1.1480519356373e-20,5.01776255473661e-15,4.7425070724202e-09,9.80705531778786e-14,6.00641833272214e-10,1.20124372176717e-15,0.161356709664705,1.54019064053598e-25,1.24950869780272e-27,2.19210713727003e-12,6.22833388236804e-13,2.37803850329847e-12,2.90905805617664e-15,3.13734493810332e-06,1.19362712966552e-13,1.09091585663587e-05,1.97897136981896e-21,5.49644299194805e-24,0.00508872699212286,3.45392081874508e-07,1.00680923953832e-12,0.00925360441717392,7.08486063096034e-13,1.28017869636449e-06,6.48244516143069e-09,4.08473590848136e-26,7.43806155483403e-15,2.90970217623514e-14,0.000354908382874013,8.76477251334203e-16,0.00834988563174541,3.14603202427619e-19,0.00888189417232209,2.33025073568309e-07,0.166009068156203,4.83236656945908e-17,1.44444629622637e-10,9.45391886619243e-06,4.50996724186995e-22,0.39160686201205,8.20940602854718e-10,0.00147205603625779,6.52280578218388e-10,0.00308969957600258,0.00719673649749205,6.22766529698698e-20,2.94222171712164e-11,0.186336434985139
"X152",1.11939600832335e-09,0.0633676946145108,1.91875311140974e-25,7.87094019103513e-14,2.57473447660721e-14,3.8131620703047e-12,0.0132706618719745,4.97451810863257e-08,2.41854168966362e-10,2.41186713601147e-20,2.48176979141324e-11,9.4770352345181e-12,0.000119150759726898,0.000108973283986767,2.2891188527552e-17,0.237043871813543,1.01760194732786e-25,1.56559116818803e-15,0.00287566556632528,4.37773171517677e-20,3.1977714633864e-11,7.57565510003396e-14,8.61406159628315e-12,1.29459294872971e-13,3.25777409260638e-08,2.65942555049711e-12,8.43493436478793e-14,7.32888920575985e-23,2.78738331365298e-11,5.93853022616985e-48,6.04909850629388e-17,2.1917601628889e-20,1.09675900473381e-14,0.00254973041436927,0.00238893592026928,7.55276194845863e-15,0.000784525648485705,4.4895645179411e-09,2.88167166745941e-11,0.00335996090417353,1.46106322129045e-13,0.00280376002368523,1.34434073963273e-17,0.0853910294968946,1.1904660575344e-06,5.32093233659618e-27,2.37706764750235e-07,9.3900339703685e-24,0.435117193492498,0.0121028996564459,0.125016388778628,4.26054575305938e-15,3.55758159338332e-21,0.0215247964724371,1.70708307358263e-11,5.51613964339055e-15,0.0291220035581752
"X118",3.53988203928848e-20,0.0669602063347429,1.13866568699605e-25,2.17368330945371e-25,1.50898076018261e-29,2.76731329859781e-27,0.142286765283119,5.04005460504906e-16,5.10689140897092e-25,6.56324286949813e-11,3.29984466027438e-20,0.000258773270111669,1.46659122927715e-10,6.40374882669204e-09,2.80188119552101e-16,0.242900797235878,5.44433876990939e-35,1.77009396559281e-26,0.00514623384529235,1.13457766580679e-29,1.34352213822567e-18,4.12283077447625e-13,4.79900533465175e-15,4.6582544938538e-29,1.72569533043381e-40,7.1607748236766e-17,6.40816929807614e-09,4.99947712131367e-38,2.1623735915286e-28,6.54279581928834e-29,1.91810471999888e-49,2.77330403626242e-21,4.325131332722e-21,2.41744271894688e-10,1.60813228374534e-06,6.49120130782112e-16,0.00371970598322308,2.44556409497384e-36,9.68558526307482e-16,3.6679438029981e-11,2.00509867788349e-20,1.86390559896743e-37,7.99085010280117e-18,6.33944716304992e-16,1.10196329979258e-32,3.9409903348902e-43,1.30404866661778e-26,5.20870461204362e-41,0.289830467125958,0.000144559001451471,0.25637637084189,2.02416561724916e-21,1.14403240952644e-31,3.13732603115189e-06,0.00244688013184761,5.9158362360882e-06,2.49438814521086e-65
"X122.1",1.57299097487014e-21,0.0597736466977452,0.000264906220388783,2.26213990443079e-29,1.97273555157997e-28,2.28394846174222e-19,0.337952440082987,1.9100004251422e-20,2.73803163229417e-11,0.0015450647376433,1.25595281137257e-28,0.0179508240670253,1.14205310002528e-13,1.75682508278549e-14,4.92560678405966e-18,0.192159656513412,1.34730693978455e-31,1.62300523189395e-17,7.13988714081825e-05,6.77560815413944e-31,0.00224782891840934,1.20586482401626e-33,1.57283040049271e-16,1.1958288843061e-32,8.55539413389102e-32,2.8989225567387e-22,8.21457761146421e-29,4.00124837941465e-18,2.29113174978244e-28,6.81883362535626e-12,1.76581663619998e-33,0.00745806280237777,6.00313989517087e-16,8.09144698707409e-17,1.04015018135822e-28,3.27906364155021e-18,2.44032238645809e-11,1.23310456217673e-36,2.11009722634553e-22,4.33297648309936e-27,3.5742235639595e-13,3.24985678618941e-13,1.90725268846895e-13,9.20515807497341e-17,1.31176598557745e-32,1.89788129819456e-14,3.39894906637728e-20,3.56677863879622e-40,0.0852415995167064,2.04104526476482e-22,0.228315798437461,2.69544444422543e-18,8.3021652678698e-10,0.062968739481861,3.2798693137328e-12,5.97091715494094e-15,1.11090771766944e-35
"X81",2.31230812422403e-25,0.0485717469621578,3.84725770104581e-06,4.43048703518467e-24,5.69592680970053e-13,8.03968375912026e-16,0.426148892133082,1.36693270864542e-21,4.34720313788509e-18,1.24241231167371e-21,3.76290902784111e-25,0.0192454886301829,2.4688014910608e-12,4.72759279993812e-05,3.68170156262077e-23,0.166982131234521,1.40197785851855e-22,1.51151712373077e-14,2.13076863669216e-06,1.0459689017678e-33,0.014883765854038,9.70622028910224e-36,1.25676293659692e-20,1.81587304864271e-07,0.0203105335751533,3.65818549111683e-25,2.63726083740589e-34,4.333258047249e-19,4.57060780179086e-19,1.53510930673736e-35,1.30294724881526e-23,1.39406193277044e-20,6.30282119553735e-09,1.04003742308558e-22,2.70368259073579e-23,1.03566794298914e-09,4.03071921150349e-36,5.60181397998312e-17,4.85243680405538e-14,0.0123983522648487,2.24420952412257e-33,1.61860608975965e-05,4.82309212528435e-31,0.00419158249800068,1.76006240628959e-19,1.3713583013131e-22,0.000397621303921539,2.64671003754869e-38,1.34336892870942e-14,1.07622059738422e-17,0.0902356623262065,1.07500304712257e-17,2.46230586449989e-13,0.185568947297284,5.50693248334199e-30,5.30249581122311e-12,0.0246889499323685
"X62",1.35034780044568e-17,0.0264807238881848,1.20032433265437e-18,2.2657564468423e-22,6.79962705494058e-13,2.32957518806157e-25,0.33087433910394,0.011266167120427,9.92105712219348e-17,1.18466181159479e-21,1.29246845211477e-14,3.88551224220971e-34,3.27503630566739e-13,3.79901737497227e-11,1.14661122313261e-25,0.179719973403395,0.0442897199247176,3.68765374149358e-21,1.62175682177852e-24,1.73823950627436e-26,2.00515963952686e-45,6.92540374525099e-16,3.06216115120217e-17,0.00752904186574278,0.190818648387671,3.01942482949788e-33,2.98290357236171e-34,1.06715158504128e-42,3.81798782040415e-19,1.81211717967444e-51,6.8940060086744e-18,5.06040537219506e-33,1.11162937695377e-07,1.23982617796249e-24,1.09909229870144e-11,2.1402618803832e-16,2.13823876409488e-36,5.30925856485118e-12,2.59785517288409e-20,0.0250779985382839,3.81814383958477e-18,6.27705822459252e-18,2.40203020118579e-16,6.09487257320469e-14,6.19740999106055e-24,7.83432825126779e-35,9.04523075840796e-09,6.20391327001667e-46,2.8065445768796e-12,4.6411124960101e-10,6.47550964903925e-25,4.95589670445516e-26,2.01111297348075e-29,0.183466441092528,3.21192610637947e-13,4.59507122932411e-26,0.0264081249149125
"X100",1.32122921146066e-11,0.0135385628289302,1.55162946233773e-06,6.99622382293124e-20,2.05104004396646e-08,6.56706700205927e-19,0.167955336960045,0.0215961508110873,6.02178770978266e-10,6.4587017550466e-14,4.3029261432216e-15,8.89208456703375e-40,2.44415158082637e-19,7.27290453858672e-15,8.71817573087557e-24,0.211485790730225,0.176022102617844,1.9409202183459e-24,3.82488112050771e-09,3.46923868050288e-11,7.65977486431676e-35,3.36036558839081e-14,1.12047627520465e-12,1.1038669986763e-11,0.345599560046626,8.15173858252283e-33,1.71817324809804e-20,8.31811804558925e-09,3.61997234555392e-11,2.21866340427284e-14,0.00238545629580015,1.17857315975599e-15,0.00242751261040488,1.30650510449319e-06,0.000625192422416212,2.00494396036538e-19,7.11771743644264e-17,5.08942737218363e-14,2.41623957081346e-13,0.0135164781851382,1.52912480236249e-08,7.11861225050646e-21,0.0118327364261045,7.63181862546077e-29,5.73077147508841e-19,5.19938035580946e-14,4.65487254472292e-05,1.01751257965435e-37,0.00231696051480002,1.5715414205764e-11,1.2039155209085e-43,9.77241848082928e-14,3.69984508792956e-25,0.0574537261864414,1.58512495956157e-11,1.13451874736347e-22,0.0162237381604592
"X110",1.53137600229459e-11,0.00020339544749457,0.0139150211993095,6.17353520260023e-15,2.79694016407153e-05,2.18788660085876e-16,0.0375956975942496,1.39346337819923e-10,7.63492873954895e-06,0.00621083752646043,6.03820839294454e-24,0.0800479933021135,1.84666902025152e-15,3.69036610475828e-12,3.20540909523513e-20,0.245541959614249,0.273086440333471,4.04212554108003e-05,0.0106063791040912,1.2902790838802e-20,0.0402122139641741,2.88343758140569e-21,5.81302209477905e-08,5.18455976987556e-22,0.33553725877318,5.08551846241503e-13,3.00568145125744e-09,6.51857159915383e-07,7.89961389850979e-28,0.00343622643432566,0.00738902924786933,7.62543471732394e-08,0.00549992366316011,4.63157115321206e-07,3.04607779064656e-11,1.94791261663383e-22,2.38856794958564e-11,5.73322756799154e-12,5.96866812427339e-06,3.72056600553741e-24,0.00270118388434889,9.88309613226359e-10,6.63875448671396e-17,2.24846809606328e-27,1.18844640404252e-10,0.0201165683375689,6.54258674112856e-07,1.56842672092147e-28,0.00709400626285552,9.1212500882697e-19,2.29484617544132e-09,1.36697882915359e-12,0.000208232287968386,6.50771146675971e-05,1.4323581704716e-13,5.9678190618517e-11,0.000461395123743081
"X28",3.57687662506077e-21,4.02874433243668e-05,0.0122775236584061,1.7737973146553e-22,0.00142658111450304,8.67126449933444e-17,1.27337531940377e-18,1.17949348945947e-35,6.87349931876149e-11,4.53235624229016e-13,4.28675552708231e-29,0.240133910829781,4.96900180664481e-11,1.36296876967297e-15,8.95473994307588e-22,0.234160102361353,0.257182070330554,0.00336092727414192,1.74101258528597e-30,1.19891736269813e-39,0.0730560358722336,2.01327124272351e-25,2.29044553829449e-13,2.12870799683375e-21,0.186503799391702,9.83855247949926e-14,8.41455398603486e-21,4.30538035657889e-08,5.19835178404017e-15,5.38439465511613e-10,0.0662593329859891,1.78663358036573e-10,3.9354883797836e-08,1.19315162721018e-21,5.87315927238527e-30,1.00014649623548e-24,2.55038523248029e-15,2.29948308172677e-09,4.27669092167665e-19,1.21457922204903e-13,2.66915803322556e-15,3.29521684567866e-06,1.62316795425893e-08,3.9712184893418e-19,1.71987397502704e-17,0.0341471199832921,1.3969785139103e-15,7.76853924384871e-33,0.000820190134723389,1.69355460957236e-21,1.31183860935118e-07,2.05657373103616e-48,8.43107099159772e-06,3.6466022828977e-06,5.13531865286152e-19,1.94984185752068e-15,2.5480031702373e-10
"X103",7.22830233216433e-12,0.0107763929786829,2.01168806550235e-06,1.07604032604691e-15,7.4812241834113e-05,1.07062888862173e-18,2.10494419527582e-12,4.13435664579217e-15,4.40483266156641e-09,2.68525991302027e-16,1.44887905894871e-18,0.364889172842588,7.81890375973681e-15,5.71980144586007e-07,1.22144383727788e-13,0.176514908591475,0.194954280267635,2.85085884635709e-11,2.72953730824129e-34,8.17281197281153e-26,0.0273834612555618,3.6353429299107e-08,1.74802393701617e-14,1.05038368589398e-05,0.0543348345712221,4.47812889396979e-14,2.58984133558121e-25,0.0129302787201637,0.00567051044121004,6.29737520337176e-06,0.170227858766934,2.54991416354181e-14,1.51911383880007e-11,4.07173967379478e-10,6.22321080101095e-23,0.000530341414988955,4.56091895789808e-14,2.48636388008351e-10,1.52242214395875e-13,0.0400422157961992,2.49533243393288e-37,2.22532190323534e-13,0.00210634482302457,3.31916207204794e-18,1.59487622485311e-20,0.0572405829848009,1.07029446706812e-07,2.66642121100106e-33,0.00016216437762341,2.3298484531991e-14,1.33426823730291e-19,2.75894819991422e-14,3.22531653310809e-08,0.00604664027183153,6.46632480932149e-15,3.81679245999207e-13,1.23548156734984e-05
"X150",2.10282132109957e-06,0.0275715148865236,3.43030413177609e-06,5.0703973805056e-18,2.71450133294772e-40,1.89909303524274e-15,1.47299602217136e-07,1.49005455121465e-10,2.05958210979265e-09,3.08561696804261e-18,3.75233361945121e-25,0.34316148934039,1.88696967218753e-20,0.00531355485586016,2.01277179882293e-32,0.105356347766697,0.137808660887879,1.44812258241934e-29,3.32697818312324e-08,4.54098074920777e-22,2.36986139825491e-38,5.24695069943266e-19,0.00129567587098371,0.00397284901517814,0.00432213056124331,4.57326444750504e-12,5.92705655608213e-31,3.27987621381574e-11,1.65916459309744e-14,7.73537917907544e-23,0.221581160814709,6.36070870321168e-21,8.58771883843039e-13,5.27363498706939e-13,5.51892874522939e-16,0.00155844002712361,9.68770375390698e-12,2.98469560360345e-06,2.13061388520198e-19,0.0901183740937056,1.59026225111311e-29,2.6641427022319e-11,4.41240975265998e-15,7.79289897004834e-20,3.21329016385879e-10,4.22774854901115e-38,0.0090361496458682,1.45238810297781e-28,0.0133417407744783,3.54598276395096e-10,5.92066917635222e-14,0.153646774167909,2.34372835224121e-09,0.00451048300357462,5.98427017456215e-11,4.3118605491064e-05,7.43136735780997e-11
"X157",6.14464904693468e-09,2.11120575742448e-15,0.114083083200762,0.00219166970666547,6.43144958680151e-14,2.26059147604785e-32,1.32535956221611e-07,1.2851016175359e-27,6.4537400532732e-12,4.99619089193525e-07,4.9864002394124e-06,0.0030834807383806,3.63068873171974e-09,2.96964856333297e-36,3.43033478702233e-13,0.0457874006363323,4.61134354883162e-30,3.01085260885711e-32,2.73048963795148e-26,4.11739630740127e-14,3.95892958334518e-21,0.00112659350669784,3.12678615985697e-10,1.69324791995494e-25,0.0139060802798141,2.117649367303e-10,1.88710267856339e-21,2.32795254630319e-17,8.54048336999829e-16,6.3920581396651e-09,0.242493342498441,0.0018795611235403,0.00240933180728899,5.02903522047204e-10,1.90117548909022e-15,1.5642168299626e-24,2.93914866247006e-14,8.5384780759169e-19,3.99545950768158e-08,0.00992909996260938,1.94893407985482e-06,4.48080128626766e-15,1.52300972296205e-22,0.0122737374027728,3.95953881773898e-19,0.00218419680377394,0.0097497893480084,1.08086747670197e-38,0.00719548431935105,1.3789073087922e-23,5.5204605129798e-08,0.107223897658266,0.14204403163329,0.00403636849341967,2.87706334573224e-15,0.296794919786125,8.13947676919319e-26
"X104",5.31909382629473e-19,6.92290077556105e-15,0.141460365490866,0.00128193309698197,1.4392003473259e-13,2.29776387577279e-23,1.34014939829455e-08,1.18099268006924e-15,0.00308303040258006,1.20341615871045e-15,0.000580820703616409,0.000291971596262043,0.000639512235925172,0.000126264802163512,1.05909131857945e-10,0.0773935040853987,7.1855006749244e-31,1.26785068951155e-38,3.55214680323195e-17,7.49968747828058e-07,4.39637984934286e-25,2.85093782779156e-19,4.53660166189358e-10,4.69032873932632e-15,0.000149006700976488,3.69249592329451e-22,2.36320412619807e-17,0.167310588364437,5.45110668550981e-09,5.50792958901095e-20,0.136757978091565,8.16010408288048e-06,9.63782261813855e-05,3.47755922420262e-23,1.16750099297661e-23,1.41501424663946e-10,2.50210774625392e-31,5.21132443661984e-23,1.07088367940636e-33,0.00371706058203213,0.000568019828792417,3.59217376119361e-14,1.46878692463798e-14,0.0196662466305306,1.66997358838049e-26,0.046601826066281,0.00822481894197405,2.16170521172939e-20,1.22702482899798e-11,9.31594155533618e-19,5.92873992466276e-07,2.04025873246985e-09,0.0481831485367515,2.04926979327635e-22,6.25743748951634e-14,0.331893166242643,0.0613587865677966
"X123.1",0.0111796467458206,2.09930307469298e-25,0.117598905031973,0.00100609392529293,0.00167505136251358,4.69813874411091e-12,0.0136048048858024,4.85136852723945e-05,0.00397201487630934,2.13553350202763e-12,3.99566372530706e-17,0.000105182826968136,2.4160690948421e-10,0.0128934231339708,5.94489594190508e-12,0.0601317771845709,0.00232770120923989,2.74007874762068e-13,0.00800940087633447,9.49592589231715e-14,3.82055150030168e-06,5.74044898851311e-14,0.00812382498887841,0.00016173917310865,0.000156844194792322,1.83431513653882e-21,2.55791841838488e-13,0.153735347986145,2.90755483828978e-10,0.000138184963112025,2.16402907318955e-09,2.99893060268997e-06,1.40963558289714e-10,4.93641268765329e-18,2.67864932006919e-21,1.10855865282253e-09,1.87334634278389e-18,2.35237114943051e-13,4.54411202331583e-28,1.51486127753915e-11,0.026595729451566,2.46117509802424e-07,5.15522618907849e-05,0.00180522170034905,9.60718203610752e-20,0.00300095886099418,1.54453691042254e-05,0.000300643749939779,0.00464047149425393,0.00610991042473872,0.00155056999724554,6.58229605365418e-19,1.91638044357794e-24,3.02529417837272e-18,9.03255002404241e-08,0.301801992107263,0.253170328139097
"X103.1",8.7608626847379e-07,2.26313405404329e-29,0.0825009918957894,8.39066159359238e-09,3.41518169332511e-06,1.21267848054413e-19,0.0068127629035546,0.00206682668406134,1.8246603298983e-10,2.15954966624723e-10,9.40355875345984e-15,0.00785173422082702,1.19658833170474e-14,0.0073631258764808,3.94971989211083e-08,0.0181962643335724,0.000979409960981657,3.89656995808664e-06,3.49305765426903e-06,6.04272165111415e-13,0.0112362795263761,3.94464275049474e-05,0.0178377387966187,7.08111643313051e-10,7.98654266848725e-09,2.4924185161701e-08,0.00209274455760197,0.00870754276689697,5.53790030605102e-24,0.0608147712021544,1.64810670238318e-60,0.00599092844138339,1.37751431328334e-13,3.14083867860044e-08,5.70533419873405e-11,2.51809098068514e-11,6.28115067555552e-10,1.74881548652541e-44,4.63280025639568e-16,6.84872418308133e-35,0.0125941515737508,1.82070832802174e-23,1.02713854744181e-10,0.0723128117622086,6.66858215978677e-05,7.39966285793719e-05,9.09617723131782e-22,4.12291680100733e-12,0.043574797854451,1.14619150106971e-17,0.00504104211047426,2.58028204905099e-06,2.08874517649516e-35,2.41641718315429e-12,0.00597258072830095,0.197061412859588,0.388362728350905
"X27",2.12567622361062e-17,1.81749747940578e-19,0.035090510863776,2.09730624191022e-10,1.98751381346367e-13,9.00707254443128e-13,2.91617905522748e-14,5.2977553587476e-08,0.000313917216053234,6.08491216425441e-06,5.46627132050541e-13,2.51003923693112e-06,1.41287239072988e-06,1.77989521555249e-17,1.75942075386528e-15,2.64532730290769e-14,8.81291345569764e-16,3.33294340356179e-24,2.64168732185818e-24,1.09700757993307e-12,2.97498898259177e-05,1.02274873138919e-09,0.000307343993088417,2.11830487620963e-14,1.54065481828232e-06,3.13038321005063e-16,2.23100767764301e-17,3.18300008830791e-15,2.28227662705527e-06,0.0810253922952556,0.0242610929002065,0.00205709847918715,7.17944230914685e-06,1.14773060505379e-22,8.63602646164682e-10,0.000100812576969047,5.33465290764119e-27,5.44765711655783e-27,2.06475814597329e-16,3.34593264040473e-09,3.13896454579328e-13,1.64664145209513e-05,1.72587769397903e-12,0.311224419182854,5.85053456703601e-26,8.80654991369304e-11,2.99987288062825e-12,4.08806232725816e-21,0.136052829196359,5.41057830017336e-33,1.3943239620475e-08,1.12139016973813e-13,0.000106848423073214,9.69607433656645e-14,0.0171611460474513,0.0654395296858385,0.346750463645003
"X51",4.17027345242253e-16,1.88413178199398e-20,8.35130596845077e-14,1.81058442405589e-05,2.72341703457481e-09,2.69572100247515e-17,6.63547614958557e-19,1.16974387977051e-23,0.00604731047624615,4.52484434362951e-18,3.37206720914709e-26,2.25678077826704e-16,1.18532134218095e-19,3.10393455994487e-06,2.9826123746593e-22,0.0271828201982863,2.0964397459311e-16,4.33677959507204e-13,1.2058253124076e-27,2.5303830639562e-19,2.2061139817633e-21,8.17397263740134e-14,3.53512033840724e-20,4.56105997117571e-11,1.98428319670192e-10,4.15541430059107e-31,1.11673298876395e-22,5.09097224477552e-05,1.22932017099318e-30,0.03090013721726,0.0289473727275686,2.30137535839292e-36,0.000105073298984603,5.75220350883687e-24,2.56830928206787e-39,1.67787472464639e-17,1.38346212944547e-45,0.0617838993411526,1.2681951769337e-18,0.000504221228932423,6.62751633608173e-26,0.00693420118096079,4.1742049243314e-18,0.44856173456301,4.91864180537057e-25,9.48310717444531e-15,1.25882533795694e-09,1.19011729049683e-09,0.235762550452602,9.80409271667729e-06,0.055364062691745,1.07472464643738e-16,1.55135470003964e-08,4.70641277546708e-11,3.13436042780121e-30,0.00404135211965262,0.134859934781594
"X113",2.65678103901114e-15,1.94339059023965e-26,1.31445521878829e-30,2.21715903295391e-07,1.76897938423342e-08,5.1038461749386e-08,2.72428280900069e-25,5.96253781957505e-17,2.42503766539804e-15,7.02390744519996e-29,5.52831359956594e-10,3.71012973070462e-19,7.78576266758568e-07,0.0068825748478304,3.54783325980879e-16,0.0798939534125449,9.60717395827032e-05,1.45893029641233e-06,0.0213059012316919,1.31379804887824e-11,6.34489260303106e-19,2.42176950383541e-12,3.18374872429899e-16,0.000225201939026179,1.38287161158364e-16,5.08495837148445e-09,3.7670107509261e-11,2.78324076524113e-25,2.67442443907601e-16,2.76305487303284e-35,0.0059024879037797,8.24665860950511e-21,2.32166974767253e-07,1.86573226320681e-17,0.00184026788801297,6.94437612700315e-24,1.03596999374011e-36,0.106528675667763,1.51774055414741e-20,1.96541819763528e-07,1.76937979962733e-21,3.34645223151431e-28,4.97586973793764e-19,0.268115194136612,0.000530731601761404,1.25960134443845e-22,7.43986723117747e-08,8.78741529527251e-14,0.238307964973768,0.0154949750511379,0.242039667457815,3.36164436648638e-27,2.40708568318145e-31,0.0205151272223958,1.58362844003189e-11,2.46756610863656e-21,7.21378687980641e-05
