"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X89",0.000256347275820692,7.9118470852467e-27,9.08803842743747e-15,0.0112782144131466,3.02913614985446e-06,1.00780312429427e-19,2.66401117101448e-38,0.0109129875233581,4.41552004682816e-05,0.00939110260706509,0.00357281600705528,7.1143986338477e-05,1.49740996844746e-22,0.264033542232314,0.265018387600805,1.89348061932055e-13,8.70897587612333e-21,4.72055835888933e-32,4.53803558009786e-53,7.66251712813147e-10,8.8332159232984e-08,2.86656843125997e-13,3.96294779171018e-10,3.49225218193118e-06,6.65432954259879e-07,5.71901791332531e-11,2.3612507202103e-14,0.000452782765534115,2.14723927222271e-16,0.162936136255868,6.32966064240244e-13,0.00296335847149152,3.54285611295767e-26,0.00439161244222186,0.00806902813156058,4.5110435108024e-16,1.27364680721904e-09,2.57322290170519e-08,0.000385855470544247,0.0160908238261099,1.12211876215547e-09,2.85464520669586e-13,5.53692767703135e-10,0.00306671039466706,7.88653534230442e-08,0.0381997833659682,0.0275178460253461,3.97402756861784e-17,1.98074205096245e-13,0.000376567947103665,1.53603313710476e-05,0.00422407680175763,0.00601596680458413
"X162",5.23421827304871e-10,8.7521862812218e-26,0.0227222924039122,0.00255678979335588,0.0619424379237267,1.29017883706559e-11,1.14970154184196e-12,1.12292238492369e-08,2.37412201729236e-07,0.00862576702642377,0.000178890152812917,8.36424289783106e-15,1.54887864385396e-22,0.42839232412562,0.0766106241546058,3.53117991316249e-09,1.661231863714e-09,3.61694441039737e-05,1.68793068712376e-34,1.46321808592738e-11,1.22475184611305e-07,6.35046045594773e-10,5.37796233537259e-05,1.35335897714489e-16,1.63557385411532e-26,0.00782066324336435,2.81064717327265e-12,6.71128377121213e-17,0.000297261148206635,0.155593241589844,2.88210322385297e-11,0.00205958719772182,7.78943160652734e-20,0.0052346315656631,0.011087710475208,5.18226443012147e-09,0.00028512923517042,0.000429922251469634,4.69240971020354e-06,4.89075343404088e-05,6.15353747967618e-16,4.04954651898033e-19,2.78072042690207e-09,0.00173020797265406,4.71894700249477e-06,0.0627052443768591,0.0166051797410149,6.05738626095379e-09,4.04191424116467e-08,4.84757850060067e-27,0.00772227264399579,1.46578572134e-13,0.00601181802649398
"X152",1.8002622556752e-26,2.22580378593918e-17,0.0974686743684017,2.96683629446498e-31,0.242142081235253,8.67741474800072e-18,2.31929918618799e-06,2.06535403272542e-10,2.2353180590012e-16,0.0231244736288549,4.07807758590842e-17,3.67066343130678e-39,0.0311801536306415,0.386186665293093,2.74012483240369e-16,5.13103595321417e-12,1.60095737100737e-13,0.000276128812427071,3.7053399192193e-21,2.54478944651797e-14,5.98785330366484e-05,3.59310632044858e-13,0.000116636824184588,3.99438627294109e-21,7.31785567695369e-38,0.00185565975388965,0.00588100824184469,1.86384036566999e-10,0.0152620521980452,0.124590585756665,7.90312834404342e-13,1.11926270365475e-10,2.71268240270371e-14,0.000152549101189862,2.1389972200823e-17,7.72747654007646e-12,6.36525705710273e-22,2.58009319584544e-27,5.32716009667753e-22,0.00324886778383584,1.45546533826952e-22,2.08282752659857e-26,6.81036988743372e-15,2.98643657543878e-13,1.54705971313055e-05,0.000469485417779561,6.68063803634708e-25,5.74298262493597e-12,0.000953351107437888,2.0313026438223e-71,0.00424075253472096,1.11889952881802e-16,1.35597525246796e-08
"X118",1.91544785147712e-51,3.41513062223841e-14,0.188537584245478,7.51892606311867e-41,0.423589749103914,2.36062707104648e-35,3.70513348928124e-42,4.14164368080308e-06,3.06687176327402e-40,0.0150208251292837,7.6252382360772e-35,1.62528335117514e-40,0.033243785610586,0.172296658148893,9.07172021142376e-34,1.20717562427913e-15,7.09524881227358e-32,1.81435423562642e-33,1.63975848597689e-38,3.4848188537687e-28,2.52377350011599e-05,1.59802037291927e-18,3.68596298112911e-17,1.20523696220251e-34,6.13089334165484e-39,2.75282386040786e-32,4.64436931728541e-15,5.16429029887717e-17,2.37069020911651e-40,0.118787267312159,1.14398067411311e-20,4.67408651309727e-14,9.32878060359849e-21,0.00603372994257516,3.53845584088235e-18,2.80639249770902e-22,1.68671928134381e-27,2.40925875391378e-47,9.76910443263046e-38,0.0179044552896006,2.81085353683717e-23,9.64216811705686e-22,4.4563972139856e-26,9.61724494981285e-30,0.014964672156799,3.61312492531883e-45,3.15510312388771e-38,3.0749962753055e-21,5.40071820484515e-10,3.94165692094638e-73,0.000542276052805016,0.0105480917734468,1.41885555257975e-16
"X122.1",2.8682780594495e-46,1.00004016020169e-23,0.209623422566736,4.7370382497306e-38,0.406706396567287,8.06852202224332e-40,5.65133554629619e-43,0.0138248069275993,6.3941707425657e-39,0.0188454785067817,7.66245459352392e-09,8.35752190565153e-33,5.71405117900876e-28,4.44245871413585e-26,4.25373412266091e-28,1.10780957042709e-11,2.61506806993655e-31,5.91544128980146e-41,5.36265922692548e-47,8.90128740638594e-16,4.00316164882814e-20,5.73393125022415e-18,4.94474989938848e-18,8.38411969960387e-25,3.14945659753504e-52,1.21574435722812e-21,4.90727850153713e-18,1.61986694205189e-13,1.39057565631619e-51,0.117809713618621,8.81190599449722e-30,0.000103576509394562,1.087760354685e-44,6.41322288161416e-07,0.0215217953878717,1.02158287145235e-25,6.49264178647449e-10,6.84465262802739e-36,1.3592977732108e-29,0.0244931685304358,2.85445479758182e-22,9.52562757040549e-13,7.04305589996556e-29,1.76868452781025e-32,2.70725376218818e-13,1.33987575236356e-19,4.45609796225122e-31,2.07607823660991e-17,1.24381088957609e-06,1.28646811909971e-50,0.00653495349004145,0.151723210704475,1.04738266153833e-22
"X81",0.00302619137730715,4.51108887932092e-19,0.110370221948261,1.00720374694499e-14,0.257479910454483,1.47841492356723e-26,0.00690044272342705,0.0178535730749407,8.33955123444897e-29,0.0152919803701639,1.45471792352144e-05,7.42759237761256e-21,2.26228242364287e-40,2.6915869062786e-20,6.08075313844994e-08,7.60869717225688e-20,1.01378244662669e-20,4.34804678640488e-17,1.59783296337855e-31,3.54940954067713e-10,1.1534426657305e-22,1.54335306301096e-15,5.8062320173284e-05,7.11067908104246e-23,2.72960143185129e-47,4.24148382844234e-17,3.89036873945195e-09,0.000368504119744068,3.76140233553347e-07,0.0999383478638403,3.73992174780851e-16,8.22821260296016e-07,1.89333597925917e-24,0.00504884075806658,0.0240409291533704,1.29483067757027e-12,0.00955195177514853,2.08102224158847e-39,1.17929761960372e-07,0.00745021453479209,3.29304438986598e-26,1.00961515583949e-21,2.394813477785e-18,6.54829102225789e-16,8.89279688787215e-38,0.0107083968068714,2.42929770602899e-14,0.00632886986097861,3.12940780404263e-15,1.74006908985423e-35,0.00456323807069415,0.322502283327829,8.10113814482523e-14
"X62",7.02262445894494e-08,0.0137223222858232,1.30140307171735e-11,7.83713933306754e-06,0.0984537121322329,1.94310956662548e-14,0.00302473987570617,6.89790775200179e-13,3.9948090104379e-12,0.00167561405759741,1.02506118816739e-19,1.91711557157719e-23,5.5626442286751e-07,0.0375347814369001,5.08209252392045e-05,4.75930772972251e-16,8.15396812626704e-12,5.53365571079208e-16,2.4102002582931e-16,1.4931685796867e-14,0.0535130729575467,1.10329964419816e-15,0.00179794773337306,4.70549184193303e-20,3.93254038652423e-18,7.14502966661834e-08,6.31072212806107e-10,3.07585466180529e-06,0.0561361062105596,0.0697580805594889,0.0415861428526364,3.40117570852059e-10,0.00153394885613997,0.0103259548630495,2.82357094575234e-17,9.85814972444998e-08,1.16667347218555e-14,1.05305861938579e-19,0.00121579532069931,0.00604179216134181,5.24786059480999e-27,4.18023871267225e-10,0.00353289443814856,5.71608699637073e-07,6.44767585553296e-42,4.07830303504703e-05,0.0159039234831237,0.00110756060639921,9.75030602006977e-13,3.6097232152599e-20,0.000924228185692467,0.420208899563949,0.00513410009534826
"X100",1.06777397508389e-20,0.0339927404610529,2.83738927712955e-51,2.35984168097104e-06,4.06343777727591e-12,2.03278916817769e-13,1.54387806807258e-13,2.60865481732419e-28,0.000178293656750189,6.5658286323222e-10,1.6606393670887e-30,2.75683461522236e-46,1.64822990744829e-14,0.0398289944328137,0.0024639269404802,9.99349495142351e-21,2.43320731842728e-23,5.28264065155785e-26,3.86335458052895e-33,1.49712659490682e-28,0.164929647688363,2.44053019834207e-09,1.90910505801237e-24,1.95198860235788e-17,0.000227133498341172,1.17399156294773e-19,2.5048091096072e-07,2.82739030660008e-21,0.0246830151454167,0.0336071192623283,0.177278657520935,1.60816385858476e-06,0.000209323783813292,0.00143850524685615,4.91283506807014e-35,4.67701341977511e-16,1.51313759828771e-54,9.12557951565703e-15,4.79914116159644e-10,0.000109232516151765,1.19199161200727e-30,1.93386668623288e-18,0.012675781792221,4.05548739452487e-09,1.76118468544268e-49,2.10670264286252e-10,0.0121934407494004,6.20828163201613e-31,7.07367636102192e-40,0.0308031765487178,8.98351634225976e-09,0.312486779688452,0.000293117737217326
"X110",2.35397096966665e-13,0.0266921679077825,9.2340137751347e-14,1.07495034879592e-09,7.19045480438095e-19,3.52937283190525e-08,1.12219975637754e-18,0.00859054390617525,0.00502912498706431,5.22969396551767e-05,1.95149710209673e-21,5.12916466170638e-25,7.42053228887464e-24,0.0264785110350514,0.00266694370499229,3.38978322265491e-13,8.37287243655293e-07,2.23100596982645e-11,2.00813091942734e-30,1.7125471469387e-10,0.260118412320427,0.00122036364882718,1.66503655486739e-20,0.00368916139965116,0.000527551905063515,6.11646849141809e-08,0.00300235360984782,1.51984008548465e-13,8.51060958096589e-08,0.00897370530877869,0.296913895785009,0.0109813141066748,2.9680735825597e-13,0.000401567320674567,2.51626050583577e-14,1.00265535193067e-05,0.000824189359980431,3.10199401184639e-13,1.72829125057223e-14,0.0133408768570576,1.05348744622524e-18,7.36521896274892e-10,4.09759829887869e-11,3.06442051621534e-07,5.04141603857983e-31,5.00060743343203e-08,0.00216158041314616,0,1.81549263291596e-15,0.0670148126773784,0.00390342106785516,0.147348893091658,1.94368733979749e-18
"X28",1.76323586058158e-05,2.42908654497179e-19,3.45921052002368e-07,0.0554804847712934,0.00100330910789627,2.7488345654492e-19,7.98526372301633e-06,0.00604373546524716,0.00180396691132846,3.24708403809461e-08,0.00086190267388814,1.39492579303445e-14,3.13683873660419e-23,0.025034591136314,2.11822047306971e-06,1.32474652508582e-11,4.02309878921059e-26,5.53114856459846e-32,8.72879717698626e-35,0.00373559446447757,0.299795002970555,2.78128022882129e-11,0.00309798721172904,7.93848168969228e-16,1.04220141792361e-10,3.2079432543403e-23,7.06070770185019e-09,2.26310345131448e-06,5.96534293879727e-14,1.13051125241479e-12,0.233454649909521,0.00989483787435176,1.87442187250652e-26,0.000411816891643904,0.00390888370782232,3.69716264373228e-19,0.133465599149909,1.95016687672175e-16,4.87365583970566e-15,0.0276007232211123,1.98057854282833e-16,2.57185360293786e-14,3.04471369749745e-12,1.52514560098013e-16,6.99070467396414e-26,8.89761740723682e-12,2.81752113269988e-12,2.73950005476162e-28,1.37362725239807e-10,0.0853615114396901,8.00643055600524e-13,0.0397458317575299,4.74553571454814e-36
"X103",0.0101825753522649,5.7216493073744e-36,6.75246970470231e-20,0.124790575005012,0.00967556574050877,1.7274422597572e-16,1.20926826984478e-21,1.63444980122838e-07,8.65771756995144e-12,0.0038653893016688,1.59889964177489e-08,1.71292000415921e-09,2.32337520566817e-18,0.0167808787040746,4.24582229771168e-09,2.11138998386536e-12,5.65474557840336e-17,1.44029181263303e-29,5.83591849156879e-32,9.60783503218871e-05,0.297582498064123,1.38344195126715e-17,3.66628066299605e-08,5.11640460877385e-27,8.54844300987589e-35,1.54743468784318e-21,1.01672483712421e-12,0.00315579125967402,4.30443843692175e-14,1.12989950939608e-13,0.0765450224352084,0.000258133804668602,7.43004148378455e-12,0.00770928010257941,1.83169103285921e-19,1.77021852901183e-23,0.295949518661069,2.10966696723793e-15,6.36960542378822e-06,0.031453373492968,5.45850280439154e-13,8.64593423531289e-17,8.21233181212757e-06,2.9182193917185e-17,6.45355194110565e-21,1.86992722580268e-10,5.40809403689158e-10,2.85212805564471e-22,2.16268853646333e-30,0.0921730777779572,1.60429378805006e-07,0.000838106241687505,0.00694954856865645
"X150",0.0093896550656855,5.3880534544703e-07,1.67064254240009e-14,4.38846383733771e-18,0.0144704887089467,2.77415119488143e-08,9.93940346535349e-25,2.02642592746092e-05,3.72867194400501e-14,0.0133781194424443,4.73609039021049e-10,2.37362775154821e-14,0.00187460614866562,0.0126729346267715,1.09995076361483e-09,2.36136418254645e-26,5.95300558726237e-05,2.13195355125643e-05,0.00109577006708395,6.48259621931636e-12,0.245885789729845,3.73219173328475e-05,0.000202196702183612,2.28145519012924e-16,3.01154043419521e-09,1.1759510572733e-05,2.59035619456973e-19,5.42476094077649e-08,0.000107067871668185,0.0008142380251414,0.000398225452891908,0.00906160486326868,0.00539916317116272,2.69274717878715e-05,5.62431577365219e-14,0.00694702831009269,0.340150863007732,8.3066098868674e-12,2.95218306642482e-14,0.0384092687473462,3.83717810620049e-14,4.09247629691998e-15,3.35042071902033e-18,5.8993870065262e-07,6.11005867830635e-23,1.34697210487876e-13,0.00665228713342406,2.54156448333889e-12,2.49362953835308e-06,0.121548639873169,0.00621763151106452,3.95311863792746e-06,0.134230619131768
"X157",0.0129011926213539,5.88568369764481e-11,0.0249794592955139,4.89930376197201e-18,0.00169968717494306,1.47720396006313e-14,0.01012148832921,2.22529199083094e-25,0.00724597179085519,0.00183299194656407,0.000887607560688532,5.28537450822475e-11,1.26490588731263e-21,0.0178859787112968,0.0129209405549978,6.56959028657234e-09,4.67986986257607e-13,0.21777492451525,4.42962422264786e-18,1.2461060456734e-20,5.62117916770486e-15,0.00123687092728302,7.80073993149446e-10,5.60800206187632e-06,0.00117077458879216,3.74116153563968e-11,1.05386544949795e-18,4.96758932267346e-10,1.39218137912607e-05,3.08978700703888e-16,0.0139423204187006,1.31904266578361e-26,3.49793511408586e-09,3.30413037256003e-17,4.51356676048606e-12,1.24013369042786e-27,0.0250822508325256,3.46946130538988e-18,9.07692740025578e-13,0.29281731263511,1.06671126977914e-12,0.000672653464756099,1.24180141945e-18,1.68790116863375e-17,0.0137540656223836,3.90745321883317e-14,6.19544253884025e-27,2.26122457763092e-14,2.57108078003844e-11,0.0577497912613333,5.68043272953887e-13,0.000319627206302438,0.185871728341549
"X104",1.28327724349107e-19,0.00993146897740355,0.0192971562709254,0.130507828019621,0.0010255090487708,4.43647258735319e-15,0.0123665423084542,1.49583884330244e-36,3.33968134340278e-21,1.07719169701184e-12,6.18601790675581e-09,9.75896837656781e-18,2.71397140055435e-29,9.0840788688072e-11,0.129820039243746,2.2821735003985e-06,6.45532290937621e-08,0.230493045863979,5.75957536536812e-06,3.03987139531361e-31,2.34280437085365e-20,2.61829123388467e-14,9.02487438812438e-06,0.00497649338933635,1.08459217739342e-16,0.0203493822591438,6.77688632206161e-20,1.04411078481542e-30,1.61444356957358e-22,1.75776341883771e-10,1.6656460215874e-05,9.39627448428351e-14,6.00176200135427e-16,1.47432970322817e-09,5.02580542217995e-24,5.33274684745931e-11,0.0151375435366328,1.56972433574237e-19,6.80115438646434e-09,0.263671708025667,3.96409887401867e-24,4.22811076157264e-18,1.20653967943382e-09,9.33749911640539e-12,0.00551166101534183,5.28302306067823e-22,9.89531087127149e-09,3.56091825934133e-20,7.59813238078024e-05,0.0188962913704168,7.18090228268209e-07,3.15962121187186e-13,0.0347320585820147
"X123.1",3.16303969165451e-27,0.0168246817177177,0.0172358756921477,0.0474231435489368,0.0212428583106313,3.76548977775682e-05,0.015904819552598,3.59736258870392e-06,7.83808373982293e-07,4.52546904259159e-17,8.42690235871136e-23,1.15588629659122e-28,1.64452408565708e-05,0.00575265933113067,0.343350118359273,0.0092017808656576,0.0111190732089391,0.171444670851811,0.0161052103540149,6.7627866907686e-27,8.50832984132284e-17,9.45476397127031e-08,0.000592313556904309,3.16151583023827e-07,0.000749238983924186,0.0164643388984245,6.46481383265817e-16,5.82536229095457e-19,2.07457317681738e-22,3.31690373464731e-07,9.12664264390956e-05,6.26075071477674e-18,0.000699278209982634,1.53769486038625e-33,6.68344872740921e-16,0.0107473049574249,5.02096645179933e-10,1.56781596717704e-17,2.1738207320345e-10,0.130817477573417,1.62331568651583e-15,3.64096033662214e-25,8.59951979005186e-19,1.06323091778216e-06,9.13582422853172e-06,1.09490703788206e-25,2.92349848325901e-27,2.59772221759989e-12,0.0159161254262942,4.24110584161546e-05,2.19021538316378e-07,0.000138624027703334,4.97944311984177e-39
"X103.1",1.7436040560735e-08,0.000960014935348715,0.0274587804677859,2.23006868473667e-29,0.000177869410084684,3.18164001442816e-09,0.00139713444594911,0.00910424830489682,0.000127325344438272,0.00111853273341288,1.1890182289032e-14,3.55963476107326e-09,0.00235091045872749,0.0773014840740568,0.42591669956503,0.0107642197707495,0.00113840747222368,0.063787781853387,0.00472068573471697,6.48529295714947e-16,0.00183676953761752,1.61252653497703e-10,3.42453410761665e-24,0.000419589005101374,7.84919965394311e-05,0.0176802564851835,2.6480421912141e-13,7.08316838528368e-08,0.00246861925960034,0.00906747211251096,0.00113716178700153,8.29718447694093e-08,0.0342470600979372,1.28753766563004e-06,3.80364483567819e-06,1.10219892238166e-13,0.00423132897519074,2.24961146145398e-12,7.57200382350979e-12,0.03835415966802,3.98689274661018e-07,0.000534304282357754,1.39466600274623e-13,1.22593029393257e-16,0.0282400920385033,0.0465113433052311,2.29688508303046e-19,0.0137634848827437,0.00482941972080892,1.72824752238958e-19,1.8693627695178e-05,5.99661327458939e-10,4.11492363638824e-12
"X27",5.57767960894189e-05,1.31082025645864e-14,0.0414535396712165,1.8196870064548e-12,6.55024807171282e-32,1.79714982753762e-25,1.64858498455108e-14,2.82932202318846e-08,3.8298059538319e-17,5.13702559400258e-08,0.00253771959896674,0.00269545081726901,1.45324923361876e-29,0.233060114707252,0.292268970352686,6.26365534251973e-06,2.74488016690528e-17,2.43553419475136e-20,9.03645507296685e-06,2.83279663193207e-14,5.85569172936221e-07,2.4226721390268e-24,6.38386886807396e-23,0.0117603907842601,3.03531821979367e-19,0.00416770998354924,6.67813650032191e-28,4.07874587306215e-08,3.44475290277045e-14,0.0183743982126905,9.78724175904218e-10,5.84191605950372e-27,0.00818194136208135,0.00311118926412831,0.00492377294116493,4.38531671497124e-20,0.000652028940926687,3.97640851778219e-05,0.000199690145552509,2.23461404755952e-06,1.49712008939634e-09,0.0102003976640954,5.18821254381435e-11,1.70960933920209e-08,0.0369699361709855,0.191917478266006,2.50367897132498e-11,1.63461197684251e-08,3.75723034931291e-15,3.65447263850813e-24,3.57048145642574e-10,4.06932799918953e-16,0.00506032430476276
"X51",3.82076407550582e-16,7.3589010792728e-11,0.120527855986027,2.93513910851868e-24,0.0127402882890263,0.00554732686179609,0.0170455235532194,1.05724619978903e-07,1.98589531261817e-10,1.23471057891527e-19,7.2544856067936e-19,4.3815901625532e-20,0.00987279495259143,0.377192336501914,0.0630460236926561,0.00602939604811986,0.000383194533492758,0.00490975327855832,0.0199665939473553,1.63172252979469e-15,5.42299549016011e-12,4.2767096056388e-11,2.06558512314582e-17,6.10787933503271e-06,6.14373516202978e-30,0.000724279199029081,8.87748689800761e-14,1.27822369524819e-14,3.51271232446424e-33,0.000211001006504521,9.69608356205497e-13,1.66796801872274e-20,1.39458428409769e-19,9.27377930402443e-05,0.000121733634326464,5.15895520631117e-20,0.00390920704904309,0.00171888767659679,2.26007545253361e-15,1.1828409256029e-08,6.56669405823782e-09,0.00119953234538789,1.19886688949477e-15,2.47986922028401e-17,0.0107867371603353,0.233128869543585,3.97387721545599e-18,0.00149937138615054,0.001573679413915,0.0198204089403241,0.006810021214898,3.6125374056809e-16,4.01344787510557e-19
"X113",2.14860894240952e-16,1.11172054824056e-12,0.23895655835369,2.36672998720849e-39,0.116738143802478,1.76248962288061e-08,0.0341257215832806,0.00138670016286059,5.80444202884679e-16,1.98881582736904e-06,4.0905402095657e-12,5.61619154457284e-15,0.118027954735593,0.317034629992138,7.8379055227616e-23,5.96982967339534e-21,2.46936564417192e-14,2.52082366092754e-14,0.00993934342282977,1.31262866727823e-21,1.05747684898018e-07,1.6719149388027e-05,1.3387905214197e-11,9.73913950670359e-20,2.77828363299465e-13,2.04936718856797e-11,1.16396934372128e-05,5.89677921657377e-21,5.28557785224359e-12,2.70416693728076e-18,2.42129214368406e-17,6.39893569988762e-22,3.63126881655306e-28,5.83757902437931e-31,1.83553562045963e-37,8.59135548199983e-17,5.72915541328148e-17,2.39808440400498e-08,1.65685213401892e-14,0.000214127039078233,4.20051392938004e-25,2.83148803776251e-27,3.49434665064549e-15,8.9800450622916e-19,1.16441316983453e-18,0.0834283132302295,1.45679900049549e-09,4.62782348826979e-05,5.99826435816907e-05,0.0270706841170913,2.35272025144661e-13,8.7613157222143e-30,6.84142566303493e-42
"X93",4.88422495379703e-20,0.0172305265804696,0.365436827756676,1.90832862040284e-15,0.238340645538282,9.59139607863749e-18,1.09001763163543e-21,0.00459046712671536,1.53980217052368e-07,8.43197045389991e-05,5.7304939984637e-14,0.000106812740210018,0.136254535032824,0.145758151275377,1.49962708542767e-08,1.77310457468768e-16,1.67845865661851e-31,2.49984265752018e-30,0.00356790238013969,4.52676492710746e-20,6.25376271959125e-05,3.38875498937604e-08,4.87932012458048e-17,3.25415507948756e-24,0.00160797171190415,8.15206567546967e-26,7.70356736506032e-06,1.12583052927434e-24,5.14855950443196e-14,7.77022620924988e-10,0.00965795373643082,1.46601549492873e-05,1.05312861588955e-12,9.28579629601149e-16,0.00287817012129796,1.86198832104009e-16,1.48788048733846e-15,3.96032909430645e-25,9.62265046557047e-17,0.0110975243481412,4.01117259578387e-20,5.11166330305988e-10,3.45298365183863e-14,4.70256386877185e-12,1.33530688642323e-34,2.62243249340537e-19,0.007298894375342,2.12813537545083e-06,7.94222682655195e-11,0.0214097266448813,2.64400267233822e-09,0.000419102732768905,3.09487399291039e-24
"X137.1",4.58978799109086e-19,1.45661109273569e-12,0.396376894342218,2.73845188360495e-20,0.215118521815581,7.43882980670069e-15,2.5200212916681e-39,0.0320807382767982,5.81330741755091e-24,2.2571672363744e-11,4.38419503466465e-05,9.14900246309925e-05,0.0213330190960756,2.16070230675749e-14,3.01109114050269e-10,1.26499531917798e-16,4.6608908270637e-17,1.50939196338088e-36,1.37103286763787e-27,0.0010943135662607,5.35738994415204e-18,5.11593075969283e-27,3.32627944765238e-20,7.69059497358667e-09,6.13546862024342e-25,1.28698947916473e-12,2.30815991499541e-25,0.000221746652689376,8.57658289094566e-12,0.00479566830129018,2.64039935083255e-17,0.0023934495000267,1.00899399856123e-34,0.00127350561334499,0.0980743089335605,1.22074938053572e-11,2.19962430437469e-08,1.47660307763087e-18,3.43391271906833e-14,0.0168316719094457,0.0108899988984185,2.33143723237292e-17,1.67260687074885e-15,2.54770236211609e-11,3.87029256374649e-38,7.27091221728442e-19,0.0226719623818537,0.00010915338347062,4.2537625714118e-12,3.25338833657058e-22,0.00453606640093982,0.111035201386946,7.99547367891948e-14
"X129.1",0,2.05729356980471e-42,0.267137267224255,1.68554002044736e-10,0.10516304900989,9.35988860869252e-08,7.21998795389688e-15,0.0223703511916287,2.14179612894746e-07,0.00155911814483029,0.00818480677744682,0.00119432315201958,1.01909724662325e-30,3.28712661165398e-11,3.26312917667333e-17,2.25668220491915e-28,2.72976230973541e-20,8.1379971087534e-30,2.78760252311638e-07,2.05944231841226e-10,1.05326140748974e-41,6.41114736868045e-16,8.81221487687569e-05,3.21441530060408e-12,6.79422281331079e-09,7.248951589444e-06,3.58902036791571e-12,0.00399929409290023,0.0727276226334311,2.52673380609431e-24,1.63681413569287e-40,5.68971998612695e-12,3.24181354870736e-31,8.10126026902468e-12,0.109141497918329,1.01866800136013e-08,0.0135530510833889,8.397529453558e-07,0.00183432997311049,0.00971631417094962,7.27807710067076e-07,3.084095298004e-31,4.06768962931803e-15,9.01108543624983e-09,6.82759543346504e-20,5.85815577646029e-09,0.00253197311951776,1.88986662984746e-06,8.45254292221726e-11,0.00715051532035847,6.48608646257342e-06,0.252202311232308,5.34119938137726e-18
