"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49"
"X89",2.93103280986346e-18,4.47329074892751e-12,1.11746413715742e-29,1.62885753403556e-17,5.78247259097232e-11,0.0430099405180834,8.48732571954424e-08,2.39370574344489e-13,7.00188713439068e-11,1.02557409443525e-16,1.49439363092801e-12,4.43834762273446e-19,0.0254447822942837,2.94160891425182e-09,5.54740142137222e-29,2.18604034394693e-06,6.81617742816098e-14,7.83317769167389e-23,5.91610906792432e-17,0.00613188702961578,7.77588294660265e-31,6.15338819000836e-28,0.049076683700329,4.09516618885438e-07,6.58576369086377e-08,1.59373631104885e-11,3.56352029455056e-16,0.216887496794098,0.342372171682252,2.46001573448742e-09,4.8162562344578e-05,0.000155138330507143,3.81526385860239e-16,0.0300366517822407,7.14059890835211e-17,1.57653438682094e-06,4.74524771411737e-18,0.118986932807286,1.43824085936221e-06,1.16536791730514e-29,5.08454822407809e-14,1.64020576201316e-30,0.0800852173330562,1.36840704142128e-12,0.00136359305089154,2.91566027544646e-23,1.91417928751901e-23,4.35635988998985e-22,1.20996716778536e-10
"X162",5.8475382019415e-17,3.63990676260541e-08,9.97112268758169e-11,5.28199642267339e-19,1.30709917073465e-12,0.00765946521880489,3.66988458466141e-10,3.76674338809679e-16,0.0402905157587543,3.00207149741187e-11,0.000534411828795193,9.32342300428611e-17,0.0159772281017834,3.93931856595405e-16,2.27930141942129e-12,0.00583106275681196,5.73641361979989e-14,9.36119915738272e-17,7.74655713220102e-07,0.0119970061434171,4.68971629027616e-15,9.26998926674e-21,0.0578971476768257,3.48940171969925e-05,0.0146927686040825,3.27242949010991e-06,5.23778725917945e-13,0.425917263952224,0.133427933506102,1.25660299727687e-11,9.95136386238775e-08,0.000138685014197518,9.55205969648210e-11,0.0128466632127232,3.66072658472139e-21,2.81168849162511e-08,3.75938802495199e-14,0.129390099440216,2.33420024349422e-08,0.000101928801699018,4.77902077381068e-10,5.45158781054345e-09,0.021647003075183,0.000114810442950305,5.26487908910064e-05,0.000327211605949075,4.50327117825683e-19,1.62257300712303e-11,2.22111525912347e-06
"X152",1.15985939381198e-07,3.91963315707756e-07,5.69484884205071e-29,0.00165911987855883,7.28979884115961e-12,0.00798019132564676,1.59888627542881e-14,0.00400399354419021,0.0244520148192562,0.0031765939968706,2.35732614909957e-05,0.00672203527186632,1.10139741331828e-06,1.39698164364918e-08,8.45638346781924e-21,0.000214796896047133,0.00282399170683013,1.26013623994203e-06,3.81367872547348e-12,0.0164438438392497,2.78676036057558e-08,6.31672060249399e-11,1.8769186551209e-07,0.0103802565996057,6.14737920708768e-23,2.21086956129654e-06,1.64505228971203e-12,0.440441476916404,1.15139782815987e-26,0.00472329478835825,2.81740513605494e-09,0.00139536063916374,3.08763817895622e-16,0.00108302471207441,1.80239544660368e-07,1.22476514244921e-08,1.46997178265772e-16,0.132169140611333,3.21802062625131e-07,0.118236952352952,2.54889398161032e-12,1.95572114735973e-08,4.04098242006572e-12,6.08137800475109e-05,6.64054587676466e-05,0.0654582372143243,0.0235969361985295,3.81861834412572e-12,1.496851355304e-05
"X118",9.30394630353368e-17,1.4840921869791e-05,5.9475669240406e-28,6.43360077181466e-05,8.29604357335032e-16,0.00545181873390843,1.33810379565488e-12,0.019079711403853,4.71974855002462e-12,9.78234846354339e-09,3.26765135215253e-12,4.56787502309266e-12,1.01264580354633e-07,9.04007457255138e-16,6.31088990535732e-28,5.82863054840153e-21,1.86038337015031e-10,5.0416611701083e-07,1.64142803110688e-11,1.16293603581089e-06,4.46882786123044e-21,0.0053753238208952,1.65739003467169e-34,1.15839347808014e-09,3.37832029079869e-17,2.00249361941636e-18,1.29443850584969e-12,0.242567706376773,4.88744302334388e-48,0.00330010577448899,4.6680301047736e-05,1.21668504550565e-08,1.28630107295649e-29,0.0144976676225558,5.80870059449657e-09,2.20857672363953e-23,1.29465715735838e-16,0.125671286759731,3.90792347854839e-09,0.320072003795092,5.53894093814473e-10,5.76578265804569e-13,5.32500774394831e-12,0.00022355116820438,2.27641484765765e-18,0.0962820297439013,0.0453835345885632,1.27794356139148e-07,0.000321330044753904
"X122.1",2.0884946637695e-19,1.38138951647522e-10,3.00634638515044e-18,2.80293276543044e-07,1.72062752052906e-25,0.00107067172452002,5.1862822668247e-12,0.0222643251015739,0.00344376628552175,5.15466505460914e-21,1.05096818381207e-07,1.25817628816806e-09,0.0245939019117741,1.09156361854458e-22,3.07258502412641e-16,7.24389994084546e-11,7.85684054992293e-16,0.000906747144139042,0.00436883980493314,1.1297170518375e-13,6.75960594980766e-24,4.7508695981615e-12,9.9106911124728e-06,1.5947372082776e-06,0.0484577056491205,1.04933330465694e-13,4.83731860195561e-21,0.0567885525608549,1.7959777522443e-10,0.00945539271036496,7.07796490708017e-14,1.88741674445784e-06,1.18488435880058e-14,0.137576932302285,5.58132454714691e-14,2.25990910022555e-18,0.00118235663194127,0.130902074307891,1.87408410472462e-06,0.416042626745422,8.97273351100707e-10,2.35854145129296e-16,3.27739620348648e-11,0.00450213498934215,1.312638735271e-27,0.0427451451507246,9.83219883740146e-14,2.15283198226095e-09,0.0010283475692248
"X81",2.0097238912864e-20,5.34899942215879e-26,2.25007111860665e-09,1.26997552801659e-15,3.65419456978665e-19,0.00315935774324795,1.07467486760512e-20,1.01145916716941e-11,0.0401662665766858,4.72483982504121e-24,2.17527388317243e-23,2.05002853787968e-23,0.0508482245114212,0.028170622645217,4.86069506749406e-18,3.20731588040028e-22,7.61566161922001e-15,5.24123857651376e-28,4.70536700322879e-09,4.0047537182685e-21,1.42434153530127e-28,1.19556589848161e-38,0.000670911466360349,0.0151347728492665,0.0767727845616481,5.62394692741468e-12,2.15052052158508e-19,3.24922199904571e-06,0.00043414373674573,6.41223696217834e-08,7.30328832506333e-26,7.2517573220281e-39,4.99385342775091e-10,0.300400021757501,9.14876069487695e-23,1.34179872975201e-18,9.84125773579123e-32,0.130901846865757,9.4849048721669e-22,0.32338070796712,8.04310752753146e-22,1.15240306472203e-06,1.14452006777137e-28,1.98062394075869e-32,5.53233235467372e-29,1.52338248395496e-20,4.20726747493204e-49,1.46747878601204e-15,3.70497886139008e-25
"X62",2.39799924075929e-45,1.1193505279494e-31,3.08893947491069e-26,4.80123308061683e-35,7.64508043317462e-20,5.13879769199912e-17,2.29162736117801e-26,5.82115960368764e-23,0.0847251969315087,1.0235148843449e-09,2.08207149010451e-26,1.18832192617797e-32,0.0178574474243431,0.166733187029507,1.21479028886947e-15,8.13996199064887e-39,8.27515596234081e-19,2.28822423438191e-42,7.00557265233889e-16,1.42484310532554e-23,5.87047389324204e-36,6.28116256995969e-48,1.68056194126382e-22,0.023827260748615,0.0321938518425426,2.40046027028911e-27,1.226634630868e-23,0.00393413378161249,9.93488405905361e-05,1.78216530885723e-13,1.54109798829433e-18,5.46421868556586e-64,1.65002225616979e-31,0.419296319268944,5.28825435119952e-41,1.33022515907586e-33,2.22909171941951e-48,0.118175432739057,1.42106183668146e-35,0.142382819712359,3.30982655590239e-30,6.43932306454523e-19,2.0805308200599e-30,7.46390113542303e-32,1.60458420728261e-26,1.77098395507297e-50,1.48442708711564e-50,7.06738990316397e-34,4.81203995093582e-36
"X100",1.29383044695211e-26,1.40814445979333e-13,5.49327206066977e-30,6.87949259304219e-20,1.69478757682225e-17,0.000718602736406517,1.07488951121645e-25,0.038307620113458,0.065366920050161,0.000862912643037092,0.00099315894400657,9.98271134146616e-12,1.202448052486e-15,0.28781603878427,0.0653331916199163,1.78988213131084e-24,5.502569080634e-25,1.16704717684308e-14,1.77355939249315e-06,7.42213466459235e-23,1.1685297963547e-21,3.86609744466566e-20,2.71782358356014e-16,0.00757981768437098,0.00147086294213407,7.6148946461334e-15,3.77323983676049e-15,0.0259314113939399,0.016559118031362,0.00976444914665314,0.00293638665810296,3.22713490992585e-35,1.69256940365146e-39,0.366882324895971,5.25245284158793e-26,1.68068533096988e-16,1.25610140781036e-18,0.0835739441185766,4.41976476205629e-19,0.0181237506956971,2.35961276870611e-17,2.39364201254987e-31,4.50864824656534e-19,0.00697385643994905,0.0016549780244117,3.19370223644068e-23,3.04502867106314e-17,6.67841021808971e-21,7.76383403389029e-23
"X110",0.00173349385942289,5.6095523557182e-07,1.31001185289548e-18,1.93145806180183e-10,5.16508316701749e-26,2.31466515356297e-06,3.0474337567668e-27,0.124168238701851,0.0131959028050318,6.18973492809559e-06,0.00920919335865335,1.68186797439524e-12,0.0218090974124852,0.2958818941668,0.14326971755295,0.00315609163043485,2.47997933082968e-18,2.43225937132365e-12,0.0102606709977963,2.36254471003601e-21,7.3376968806275e-22,1.67028655376464e-13,3.5136071628377e-20,1.44640636524157e-06,1.35204646307614e-23,5.19412930958984e-05,4.43855515459186e-16,0.0284409736191225,0.0291498862982162,0.0191038850518178,2.36337740430008e-06,1.23596794602875e-17,2.63428277824499e-19,0.222526933069985,8.69476838813305e-17,0.00174024997806902,4.90170645448194e-08,0.0270467283951038,1.37150658612882e-07,1.70545460193277e-18,3.76702701573067e-11,6.40560572634395e-52,3.33036813955589e-34,6.09356020045849e-10,1.24863034974826e-17,7.53979375085342e-13,0.0497590932043541,0.00212462914215824,3.14752268403863e-11
"X28",8.20048692446504e-12,2.68907225799088e-08,0.0279381148748376,2.37809736171733e-13,3.76963617854566e-07,4.57161075636082e-34,8.32472148249694e-09,0.19351084399982,3.39480031154532e-26,1.56711210108677e-24,1.42437302475389e-15,6.97131508969441e-15,0.0971261870226841,0.21323981399162,0.217101257818923,8.44601791924543e-06,6.50003518401363e-13,7.05000982464639e-17,9.17148299307673e-06,1.07390454127405e-21,1.96219044165426e-31,1.57179100384902e-24,4.8333983891437e-18,5.40251029515641e-06,3.24689538063889e-06,1.12713693987208e-16,4.36883046351482e-24,0.0253996614219592,0.0232316597727915,0.0234065069006343,1.20933101507464e-12,4.27903820483837e-21,9.55472403522989e-08,0.110765579622951,4.44213531494815e-21,0.0157470442930497,6.02630407912956e-12,1.33232761299248e-25,1.24353555131594e-11,2.79013083342469e-15,1.45254785450883e-15,1.07889712504546e-34,9.67375144801484e-29,2.93972623280363e-09,3.12758053278697e-15,1.05302949238684e-23,0.0681610435145204,3.23645374436121e-18,0.000728702210363666
"X103",9.47996588990266e-46,1.75443067446196e-20,0.0733921009524218,1.06427515460124e-25,0.0391354684971817,6.06353635402047e-41,2.04885845723162e-17,0.214094770353743,2.69671922985811e-56,2.82691337523579e-40,3.13085644989386e-24,6.99930195735165e-16,0.15295519066442,0.120051490541471,0.269936558308911,1.15117960999453e-33,2.27898905853962e-27,9.34854262447294e-25,2.04694149473084e-25,1.0770892968545e-34,2.56772838708171e-49,6.7756938853403e-21,3.53716581726804e-15,2.01169268234614e-15,2.60223077427091e-05,6.78702849335549e-31,6.84136863358499e-28,0.012657342368845,1.05524158006214e-06,0.0281641562125366,3.42963243080252e-18,2.90764602609667e-24,2.72728289689735e-20,0.0458240114595532,1.88267234093077e-24,1.35441179055074e-12,1.97148362646117e-28,2.29394259028545e-46,1.90899462525355e-13,1.22295370081923e-14,1.04641898671412e-18,0.0338350299909236,1.47242488493892e-29,1.8520492453456e-17,1.80979031569792e-18,5.13523729286748e-43,0.0249479776589724,7.93091386038332e-34,6.86825815821265e-13
"X150",8.36448878394643e-47,1.20793358965093e-21,4.53776435921311e-36,2.96053322478464e-27,0.0745328319513938,1.60775921983995e-07,2.35829330751334e-31,0.193415376708248,3.54712503933321e-37,4.49175623828448e-20,9.66828277830454e-13,4.65674190453624e-16,0.159779522941727,0.0725352861634019,0.256315144929938,2.61308757295645e-32,3.50278733629046e-16,1.95044901970744e-23,1.29150388031593e-15,2.11312898160123e-20,7.95980579321861e-31,2.42959646228533e-12,2.06264621171514e-15,1.42886175069112e-05,0.0097333639801775,3.93965868395874e-13,2.68530043061556e-40,0.017789083268525,6.06374814997908e-28,0.0252223171185466,8.45741874744798e-18,6.20204747187378e-23,8.2379306848611e-25,0.00270778468183729,1.21345935651174e-08,6.06333962956973e-19,6.6375227255793e-22,3.68465643821452e-18,2.49989883252477e-09,7.04960812835517e-12,8.69963875728508e-15,0.183153341022466,8.72138444767073e-28,2.43139235341516e-13,8.89763204174608e-17,6.66714412966293e-20,6.57860394487369e-25,9.02828988669113e-17,7.80632652424884e-17
"X157",0.0110944892684286,0.00186256535785272,1.04487531484953e-05,1.67915563012452e-17,7.68478916487385e-22,0.15851906468102,1.73102590260715e-11,0.286909214515735,0.0453373255627904,1.56017630237055e-11,8.56699301495613e-07,1.03518998558886e-14,3.31542338064245e-09,5.82848357415323e-06,7.89379277858984e-43,0.12289899047871,3.16109796860301e-09,1.81488493479952e-10,8.4222551289298e-07,5.11321845578504e-15,7.25528593179237e-14,1.45279719422364e-21,9.93418928073763e-12,2.70045054214246e-06,2.69477444652737e-11,1.93349692854427e-12,1.22527389611537e-07,0.00767061200782263,3.05911662841789e-19,5.8003067760236e-13,3.5213958152527e-12,2.98364663898617e-17,5.9880550567139e-17,0.00698775222462578,1.36992233869864e-06,1.78697481379261e-17,6.5063234459042e-13,0.00425749710729014,1.73723720910602e-20,3.97439565755085e-05,2.95181414147377e-12,0.172439695561817,0.147302433814743,5.84624987609956e-28,4.67330236804345e-12,1.4416130947213e-12,5.3562616293943e-18,1.68882103049066e-06,5.77486951997695e-22
"X104",5.3456467302299e-12,0.00150494332518081,0.162717366090099,6.53305331505362e-10,4.70716565989264e-15,0.224469758381172,5.61068643308722e-07,0.26016943556878,0.040189360993169,5.19499074810694e-06,0.00128033238636813,1.19075999498315e-19,2.20101622057562e-21,3.82005723559242e-21,1.25032570930938e-37,0.0522675899634641,1.66020283294598e-16,1.08451866110379e-14,0.00953117718491749,1.44224232065064e-12,0.00197947709327638,1.83734574710809e-23,2.70750280625798e-20,0.00437227056469578,2.04378021898096e-33,1.37401890142197e-07,6.93444296294678e-11,1.6624663760326e-05,0.0542622256917903,5.79203981008266e-22,2.18881392830907e-12,0.000671017125837983,3.2596642080592e-15,0.00114386782016106,3.03977561484015e-35,1.22633538584082e-15,3.06287092186097e-15,0.00647096765009442,4.41369246281596e-11,6.518809246436e-08,2.89601859575078e-23,0.024779630074449,0.144254723223632,8.64686732698556e-18,1.68703569448962e-09,6.74901002795872e-20,5.70182302668111e-14,3.02563431667382e-11,5.04617044929894e-26
"X123.1",1.31066207568733e-13,6.56396643935936e-21,0.102725002270786,0.000647559976965478,5.13459173444945e-16,0.276207027556355,1.7021878069241e-17,0.120449269842153,0.0306167312320323,0.00981111708412439,0.0117617943151361,1.70616053050927e-26,4.95111365936724e-11,8.71975994168149e-12,1.18262208028884e-39,1.60771869379164e-17,1.74026458810869e-11,1.48104636242065e-06,0.0105719442295574,4.58306980711682e-17,0.00841097182054145,1.51143071636714e-13,6.03558815449423e-41,0.0166877938996952,1.11313163140348e-17,8.10489776500555e-11,3.9603567898759e-23,0.00185400825802039,0.246107126169148,1.11450013472439e-35,6.1286052099801e-12,3.77983385934476e-05,3.45896191416089e-25,0.014256342490549,9.05536708495781e-25,0.000304399438522284,1.64790887356368e-22,0.0045155620401409,0.0116138756555125,3.76503040616282e-06,3.98826605220772e-21,1.10586035176437e-31,0.0685863540352463,6.23727088370866e-10,1.27466025062412e-12,1.29323005325908e-07,0.0307686555910192,3.23864409757581e-14,1.06671649468498e-21
"X103.1",0.0101905475042561,2.48528381813647e-12,4.08020289914052e-07,8.53406283761212e-05,9.92019426889792e-10,0.223119229887862,6.66398875599186e-21,0.0203889953075965,0.0668877865087081,3.38577009933776e-15,3.28857886458751e-13,1.94584723427524e-17,0.00368076680940504,0.00324564520397917,1.63291985296827e-46,1.09746078890359e-23,0.00416879675196254,3.477364135774e-07,0.0166170007552789,9.06611584240206e-09,8.70777601789352e-10,3.50582941624046e-09,0.025773798894922,0.00474413907913592,4.85851864482296e-05,1.57820075057298e-08,8.80802529882532e-18,0.0540441741786039,0.390168740076455,1.28418288780506e-24,4.97684666977582e-06,9.30560871267643e-06,2.03327982272004e-21,0.000220019224106704,3.69416235635995e-05,5.31036113189417e-08,1.22652780191421e-09,4.76765677453265e-07,0.0104450509725382,3.46345652983608e-08,6.54208880166468e-11,2.93587968289866e-07,0.0351095369776972,3.67387341454265e-11,2.11732693214333e-09,6.0754723018327e-09,0.0856133435219706,7.2560099676163e-08,2.16365285860281e-08
"X27",9.62329331218172e-08,2.42081527618382e-16,8.01350918581416e-34,8.87728513045848e-18,8.06127525927043e-15,0.0862136998701096,0.0153041984219944,3.20678109425569e-20,0.150502113906687,8.17159578088598e-21,4.43496318854189e-23,3.05718097197319e-29,0.00310968417860485,5.07326916348521e-18,1.68823632085449e-38,8.38894462418804e-18,1.19424508207938e-29,3.99253576407094e-25,0.000140966565093764,5.2943547420949e-09,6.57093441023847e-27,6.78421767448931e-20,0.140683001598329,1.27563727680719e-17,2.5408786385357e-07,3.75260459807403e-23,4.73872129950093e-16,0.178840387414588,0.312660549325644,1.81008465631653e-13,6.14905503038561e-25,4.26628382980169e-08,6.86884806605173e-11,4.96869915089943e-15,7.20936811806772e-21,1.40278776543033e-23,0.00319985641723118,3.03820830085201e-17,1.60956754427063e-06,7.14963192144434e-25,1.64735880171466e-13,5.82350162511944e-12,0.0220505767937377,1.46791385396321e-17,8.81403843643268e-09,6.3182057777654e-15,0.0338176984775286,1.11546190669613e-11,1.92770545723197e-23
"X51",2.35601436064004e-13,3.19916203047826e-29,1.46645912887471e-11,2.37925214873002e-12,4.56326807120648e-22,0.0111268250573865,6.30045497487498e-19,7.92931925426073e-11,0.220289235085331,1.915229044172e-09,5.08521543152633e-08,6.19233812159999e-36,0.0062886396152183,1.98784475315294e-32,3.45530204820138e-12,3.306373654483e-13,6.13309343417024e-33,1.09900839763091e-16,5.09834514008025e-21,2.83779098561093e-20,2.41738285591066e-15,1.0604677556377e-13,0.156315266551458,2.51546373322237e-23,0.000110498953192479,3.76239458500572e-11,4.08167492136812e-26,0.341955576589998,0.0983414435261496,2.42207996742791e-23,1.08456282162588e-38,5.96395181577919e-12,0.000294542627419797,0.000239556068306571,8.40416856370807e-28,1.13290590847604e-45,7.67459384913616e-10,1.72363183712048e-14,5.04644251436721e-15,0.00517103168255202,2.68808592071194e-18,2.92531945685786e-10,0.00921723167109572,2.55003364605652e-21,1.14771273943507e-12,0.06356176511217,9.98919530927741e-51,1.51038427243575e-14,1.75742866218975e-23
"X113",0.00425704869959391,3.83798392675923e-12,7.72482202216164e-05,0.0016170119671454,1.23006340781128e-24,1.67830467873576e-07,3.10537932924237e-14,1.34835761755527e-05,0.192712496478033,9.56327267557988e-05,7.42202810883322e-09,2.15004526213012e-14,9.34687867965108e-10,0.00585950441546518,4.17988088741542e-06,1.10214817172091e-24,2.94223342513811e-05,1.72505512217817e-18,1.61374843631545e-26,1.78441872011793e-44,9.54692298878882e-11,7.04588326638158e-10,0.0387239833591586,8.29140394817551e-07,1.44126754945282e-06,0.0106178348167339,5.14123442445054e-06,0.307263581141333,5.63596537860213e-11,5.02819636762925e-08,1.00819331451697e-25,5.87499239440456e-14,6.58875150156458e-12,1.91214384126466e-36,3.16466888892459e-15,2.39743245127249e-15,5.51717214043952e-27,4.10667592920994e-13,8.08800417501973e-22,0.12536304027596,9.21474940104809e-24,2.8108725696506e-12,0.00250225205143273,1.28369142915159e-13,9.41832826008363e-08,0.209162594958474,1.68343358414213e-53,7.59418090987956e-11,3.72599327570515e-14
"X93",2.12293332845404e-07,2.0467602751425e-12,1.98509921974371e-08,7.40613029984479e-05,3.13357094104647e-19,0.00396251865076873,5.0457519314883e-24,0.0043170332277569,0.13736331080184,5.15928557418833e-08,2.47061687173387e-06,6.19779062484874e-13,2.90945261028635e-13,0.0111160675024963,5.93444155278423e-27,1.41141647812224e-25,9.89099567230877e-08,2.15650081784493e-15,2.8421613465274e-27,1.89572568810598e-47,1.8764928135183e-06,1.83394452292626e-09,1.07847128554402e-29,6.18880696423091e-12,0.0218010909443963,0.00441328932598456,0.00420093085911198,0.132218509037908,0.00272735937994889,0.000234207451236934,9.97446863664015e-12,4.94647422191949e-09,2.14125030687836e-28,1.53622268554834e-52,1.61657937194323e-09,5.75703375382428e-16,8.34516060685397e-11,3.70256134290452e-14,1.5506731684998e-27,0.312554896091124,1.62103940334778e-19,5.85581180478626e-28,0.00888828198652803,6.614173696896e-12,1.11767755392629e-16,0.250340169739057,0.00531896400661397,1.73605644725339e-12,1.39591396562206e-11
"X137.1",7.64516977087322e-13,1.66138404094251e-19,1.39245676990351e-16,3.80083612069608e-24,2.01717440554065e-17,0.00139149268298269,1.31683998696593e-23,0.000519867934639317,0.128079229477196,7.56989336846908e-20,3.88339901040153e-06,4.07399491846458e-20,0.00981801218066795,3.43505457150519e-18,3.82099072184312e-36,3.93661718473637e-06,8.93547479925176e-18,0.00576136431034516,3.96821474260639e-20,9.90438543059589e-16,1.75409319316027e-17,2.15194407692245e-25,3.54799750908324e-21,3.4593932564907e-22,0.180074456518537,2.12740754571366e-14,2.53408111500702e-07,0.00379084624210776,0.0318133330678415,4.32881137144312e-22,8.01575643941594e-17,0.0102519646944286,2.87436350583143e-12,0.0310542315213795,7.81817908304827e-17,2.75033059614772e-21,0.00162056391776659,3.89438702662364e-08,1.2405158868049e-09,0.379026720128563,1.250722639633e-23,2.53702387353591e-34,0.0206092731741974,1.03675941371273e-05,1.95772527392337e-28,0.140576616447298,4.63111640715279e-10,3.4788188468474e-11,1.68508905595959e-09
"X129.1",0.00614452216227698,2.26857347713638e-31,7.95543919303712e-14,1.00191209571874e-11,1.78999572250101e-18,0.000141075665843466,9.01360962004936e-14,4.8586466323513e-08,0.202987418960295,3.54501569377937e-23,6.99590584619275e-19,3.68384787947598e-08,0.0266773876825108,0.026953507861194,5.97507634039379e-30,3.57337842519348e-17,0.000498848854787427,1.23120442211247e-10,9.72239222134487e-15,0.000195778267985644,2.66857140650505e-11,1.03703947849456e-17,1.85550091900106e-07,0.0132839857689636,0.276292215333708,8.53739768876809e-05,2.14378610162294e-10,2.74254945605964e-18,3.52082305662989e-10,1.32376403649269e-21,2.36139683611672e-26,3.16379222596429e-21,3.29019062604048e-07,0.138375587825387,0.00637184611441104,2.39685030578386e-13,1.78850443665812e-09,0.0100113432774196,2.71458588925974e-19,0.27134505561295,7.57560578015741e-12,4.97950968791002e-06,0.00945609484886228,3.89578179607747e-25,1.66864586051365e-20,0.0181478238209969,4.58602967347749e-26,1.51307429252024e-12,4.53913571465126e-31
"X110.1",8.43426692970511e-37,2.45599989112402e-29,0.00855886208689522,1.80572478789005e-17,3.21348767072205e-18,2.74635490059742e-24,2.72909183663376e-20,5.8778026363826e-13,0.274847321978684,1.79897505194891e-12,2.33805386158666e-21,0.00209866307649746,8.889873950451e-31,0.177695312904144,4.54984863973036e-47,4.46126844692946e-36,1.9714862915814e-06,6.06967477165446e-27,6.78442008898978e-39,0.0321619956330958,1.24790419281712e-27,4.66455773957462e-29,3.54266622435613e-21,0.0367619148957457,0.161278010647669,1.06788761645295e-24,1.72673368956396e-19,4.45851962775146e-06,6.05011530640334e-11,2.56150895641021e-28,4.17277836312013e-15,1.08967053855462e-40,7.92787980221087e-16,0.251088383877333,1.43839800793816e-12,5.33246043771482e-33,1.46298383905486e-29,0.0108717566041834,2.54364959881992e-36,0.0871790689657144,4.37425378773356e-24,0.00171604564979105,6.17120195262375e-12,9.63807975108318e-41,1.51044099342103e-39,1.43943563452542e-37,7.7167116035471e-16,5.63455428515063e-34,2.99929605158007e-32
"X104.1",4.81340409662489e-17,4.59902571108717e-09,0.00839397489372207,3.24947266951474e-18,3.27732833170344e-12,9.28556961291519e-05,4.73666527009136e-20,0.0208386446291126,0.245714339949247,4.25553424228154e-10,1.34723779010317e-20,0.0150023087019592,1.12566135910519e-22,0.325081017870967,4.95683696299516e-59,1.40929768860769e-16,1.33654352601737e-07,9.59024796390931e-08,7.36149083199363e-27,0.0440369788228607,2.62924557494565e-05,9.98865768710238e-16,9.6348506253269e-14,0.0183940523840363,0.0352288017482064,1.11711876236127e-09,0.00711198466319187,0.00356199274683542,0.011199277601883,2.94252041455533e-27,0.00377723059758439,1.05849248924789e-19,1.14856965881804e-17,0.244897349480202,2.83680221971532e-16,2.52466624189089e-07,2.26336801457213e-05,0.00844903741321093,2.69411045932477e-20,1.40568833115391e-12,1.06760121228721e-16,0.000387130762705318,8.92131002190931e-16,3.61455503628693e-05,3.27520261230049e-24,8.38590952997764e-31,0.0486415441531432,3.43298858828496e-12,2.72617738298191e-23
"X93.1",0.0275949027665136,1.18814208558807e-13,0.00723269786902535,7.75808536053276e-13,8.15594967706324e-22,1.39030686377834e-08,3.83484258796393e-13,0.075249722934074,0.141698269939539,7.44034549640234e-17,6.85786769816333e-17,0.000314789473127566,0.0717921773151761,0.325852666220762,5.4154168727554e-45,2.1002939437796e-07,3.12662884154293e-14,4.02795965313877e-10,1.13232638970002e-14,2.39899654803396e-09,4.67496938488458e-06,5.32319026824747e-08,7.11271599117692e-23,0.00892016020697973,4.59117601215428e-07,6.76678151623795e-08,0.00953383170116254,0.0113057692745703,0.0241632612336004,9.92636533119124e-18,3.10738133805892e-07,6.19508273600242e-13,1.72352817473046e-24,0.149361194041309,1.65893441320077e-11,0.0124317467547099,6.58181759150315e-06,0.000263692933336743,2.85343275907344e-13,4.51911634249618e-18,8.70016710427967e-24,2.15970547703015e-27,4.97596483195575e-35,1.13707441950601e-20,2.15104081528953e-23,0.000445512227412632,0.174743501579496,0.00234954957397043,3.47796778820646e-23
