"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55"
"X89",6.15911477953129e-13,4.14252694276163e-12,9.58159068366248e-22,1.3606476991335e-18,0.0566125420315209,4.54560558141604e-11,0.267553033629608,0.323775110986934,0.109442453414464,1.06199415213583e-12,8.49256476148827e-24,7.25214882100764e-29,1.50553924479508e-21,9.23857081115123e-15,1.73939184725788e-27,0.00548391315510563,2.48410834017181e-14,8.02726074314261e-11,4.00122264244946e-16,2.65816963757307e-23,2.25685975812972e-25,2.47726534886477e-23,1.17613979446171e-21,0.00154310759875456,0.00260886889273299,0.000287735405849617,2.25066589856247e-10,3.93196962002061e-36,0.0109803657969817,1.64926005803029e-10,1.04492863594547e-19,2.95342692625532e-12,2.98640674711052e-10,0.0639922238139637,1.75563428954554e-05,1.41115416608313e-36,2.18669673410198e-16,7.36128780040763e-11,9.95202792903405e-07,4.84966759573474e-27,1.76388359336482e-05,1.09587595131196e-12,1.3342069120494e-40,0.00406589693185378,0.08410714727121,2.29890663856928e-21,4.55926990145603e-16,0.0574015482208099,1.77184125445095e-20,9.34255508370648e-14,8.41982838733433e-18,0.00496269936184287,0.0223992966226106,0.000860190834863545,3.00551085792319e-05
"X162",3.56899718544313e-21,3.07493975568118e-23,9.87445832143354e-18,3.08973691247935e-21,0.0394958350983809,1.02589939648599e-14,0.153055774893655,0.230297765553387,0.0206651469964672,2.57606726637288e-06,6.91863216484831e-25,1.57746559009924e-54,9.38653173280877e-26,5.00221085899479e-19,1.4666414737559e-24,0.000397520189663884,1.50229677738273e-22,2.6466867765445e-26,3.17323013253351e-29,1.13769874567553e-25,3.91689706083219e-36,1.97586237670646e-42,1.21288754626228e-37,1.0265048356847e-24,2.23546802795816e-11,8.423149679169e-12,1.08031266886016e-30,3.96272592200024e-44,0.0164742746470091,1.44142221341696e-27,1.52022296064005e-44,2.23143892863797e-35,6.44069590385591e-16,0.18377515196594,1.2191103726115e-19,3.03077055579003e-34,1.87494627233182e-23,1.00845398078476e-20,6.1156638239803e-25,3.99999076917031e-29,1.69116394644263e-13,6.83213631588879e-25,2.00236388171814e-19,0.0250971156852181,0.23119553267606,2.17003598064817e-42,4.77686120759016e-30,0.0919368223487586,7.91876559130542e-23,2.62250190261082e-14,7.69814495488234e-19,5.24634480940209e-09,0.00387926365557342,1.1505010044817e-10,7.96218161713496e-20
"X152",2.78676721782595e-18,1.00931300033093e-27,3.63188998555216e-06,6.43941253743216e-14,0.0210416533995598,1.43241356333896e-31,0.0439067188626281,0.112482864479827,9.34092360697942e-20,0.00371093227343696,0.0164480983908225,9.66103561440307e-29,1.36438661567328e-12,0.00030648363566643,0.000536085814851228,3.30431023304434e-14,2.06482103913923e-13,3.72365185906903e-10,2.70708453325495e-13,1.33891665629139e-21,2.00649485611225e-27,1.22011909351574e-26,7.94949052603399e-05,1.26720460279887e-16,3.32996439464495e-13,4.60581111168844e-17,1.30955726730761e-10,2.10170584308905e-12,0.019532900153793,3.03366722441825e-08,0.0269746417912558,4.73495873820892e-15,0.00706372300616573,0.321147543673218,2.36000788213745e-23,3.29874245370138e-13,5.07009530133083e-17,3.97723495897513e-11,9.99924106751347e-17,4.48702097634499e-05,8.42227016032745e-14,1.94545143737984e-08,4.87738608681619e-05,0.0366960508192824,0.300876716905422,2.01414773970166e-21,1.32040796104076e-27,0.0436903913979222,7.61067319472645e-05,0.00419411326510889,6.730266221325e-20,6.77983714593262e-37,4.55492102238709e-21,1.43220855970408e-16,2.10711802038646e-16
"X118",4.2417852061068e-08,9.37581478179207e-14,2.05511725973458e-07,1.36779572999119e-08,0.0154906325562913,5.64589131348689e-37,3.06068256604589e-12,0.0237173521069579,2.17744102706403e-17,0.00567801564126277,0.00268047191352988,0.00013274533946302,6.45098415355015e-14,3.28318518407324e-15,1.0999192927608e-22,2.21973130502897e-29,1.437095089498e-06,3.0264826851841e-05,7.21949959578164e-18,6.59621309637549e-15,3.23767145382341e-05,0.00567442712385383,0.0151407452499698,0.00398003274662598,1.53589504098715e-06,3.09031897543108e-23,0.0129939966928159,0.00594321207047561,1.46288075591014e-32,3.22291625388013e-10,0.129432961092573,6.26964006493779e-06,3.9557839500184e-11,0.367109246107175,1.55136875521782e-27,1.74395495110269e-26,1.15421601700577e-09,0.000268919607467506,0.0878492523315867,1.22243155395593e-16,0.00573170791102486,4.77509140249208e-17,4.77931892481595e-10,1.36415178549288e-31,0.212215113461381,3.32095287211158e-14,1.05588919131597e-06,6.61474997085041e-13,6.00147747927686e-09,2.29829473783687e-15,3.98419907999446e-08,2.79697278716647e-27,1.18249216123997e-17,6.07451654563867e-23,1.70853039503041e-10
"X122.1",3.14197449160642e-12,7.27868864982963e-11,2.42447472072355e-15,4.45529522233006e-12,0.0327453464286882,1.09488613227483e-11,2.31732056293463e-07,1.22491937034338e-46,1.65117202921895e-20,0.000145924628209495,9.23545006892116e-17,0.00362123290440134,8.03093514991547e-27,2.71898959305227e-32,2.72038297674608e-32,6.08506463868575e-29,2.07409996463005e-17,3.02642346357024e-07,1.17885607501203e-22,8.06918188316632e-15,7.40302384261545e-06,4.57443536711422e-12,0.00169444687085995,1.1494238166171e-20,0.000141588993450009,8.09152107777337e-11,0.0223700120946297,1.97959439745854e-07,1.34161380372471e-12,3.50256413181234e-12,0.116399823152623,8.63834831795038e-19,9.35709122357397e-19,0.268443640797217,1.14849014599197e-11,7.95720487083368e-19,6.2250752834178e-11,1.08409666524021e-11,0.274887203359987,3.91779868804666e-13,0.00211925323615866,7.58273256288036e-17,9.54337117022811e-14,1.04342759602196e-32,0.107767414978958,0.000484165558735704,0.000746950762829891,3.61500867506742e-29,1.58172186438236e-11,1.6868327455271e-20,5.58563335033104e-15,0.0106322641848877,0.0162858410060866,4.63675108314927e-21,0.0125657140534786
"X81",0.000500275850252664,7.45433945835072e-10,1.68943989933018e-08,8.11632665697854e-17,0.0606842761677688,0.00976758228751436,0.00193301888541037,6.94819527378577e-24,1.16889880666082e-16,6.0535480674836e-12,4.08784839511817e-12,7.40198330711484e-21,0.00051149195682817,1.35006325238004e-15,0.000935538026202412,0.0120856193491487,8.64388745429035e-19,1.85129009061831e-12,1.19698014758873e-27,1.46266413674714e-26,1.58888780626078e-13,3.66169630200778e-20,0.000755206989576938,8.79428739309565e-09,0.000126863225468506,0.000454267127699783,0.0388347270798679,3.35041922166888e-14,0.0143962622223029,1.66692063138915e-08,0.0199947481730983,3.24058241955661e-10,7.70874377312274e-08,0.15383787433409,1.82787623845263e-05,1.69892776467719e-10,1.23506920649536e-07,2.35967261341317e-10,0.412077399345355,5.43707564971103e-15,6.53047393419468e-08,0.00285612696586599,9.19039961426773e-09,0.0647712056167972,0.0631506751024042,7.13669586598599e-12,1.43838891194837e-15,0.000329300608776046,7.04956515202079e-19,7.78773239918022e-10,4.74974555762284e-15,0.0304319311196572,0.0231734837984573,1.53321681348651e-08,1.46995304101059e-08
"X62",5.52562105449521e-24,1.71165253011502e-27,2.46636984453373e-09,2.17724843068406e-20,0.0492440950380401,8.46418325626634e-47,3.07483115699476e-09,0.155547879549048,3.10875946318895e-22,1.82591481408451e-25,1.9326674378146e-35,2.94609814403011e-50,0.0909435489799987,4.65795147958722e-14,0.0216366156902527,0.0410659925018032,1.35092325800435e-30,1.34490142429104e-35,5.81006507455729e-15,8.63069857773826e-31,4.36126640610916e-27,4.02099647258253e-42,2.01976346066511e-11,7.31790784906924e-24,2.19442112228984e-27,5.44377062677163e-10,3.51096915341029e-52,1.03475821289777e-33,7.99260991322326e-21,4.57349792808191e-23,7.09870221033452e-44,1.06038034503767e-26,1.65812065297211e-18,0.0603600790111198,9.54520559046009e-07,0.025358289031275,2.6337159319059e-17,1.24991183518233e-27,0.376073347780602,8.35510098940763e-22,2.65328576663669e-16,0.00205492089395504,6.45094570069916e-11,0.101971287582557,6.72468765359098e-05,3.66743069909738e-20,3.71980750315217e-33,1.41355592829455e-13,1.48675251108457e-33,3.06565709770371e-12,3.7311913034631e-27,0.0281883996902743,8.18570377700529e-25,3.81748153898708e-16,4.50355833843347e-40
"X100",6.68361671216954e-30,1.923004438847e-21,0.00141753324438349,2.03089878736392e-09,0.0313433434509671,3.47501534129505e-57,1.80455082311158e-15,0.227055490934625,5.87517990735611e-07,7.97971017693084e-14,5.81393780003043e-31,3.89691512318211e-42,0.230714470989624,1.06243384342014e-10,0.0349602300757949,0.0390110347662055,4.88082356330756e-30,2.32697959382285e-33,5.17033956184493e-16,1.31494570003834e-12,4.91009642870561e-18,3.51786683631579e-27,6.44164301745928e-10,8.81782234013196e-18,2.2879640954191e-30,9.03486132546575e-12,2.42223021057527e-31,7.40470051028542e-26,2.33727054603786e-25,1.94146733811741e-22,4.6446588066794e-27,4.4422752341409e-22,2.87646595574744e-11,0.0115063700974847,2.76199242998182e-11,0.0109587268162672,1.47583160739936e-13,1.17416933572804e-28,0.218588178344172,2.63779322973837e-19,3.53892795061538e-12,5.51763069056657e-26,0.0574370935937783,0.0583069195515118,6.69433137449631e-38,1.12512581282854e-10,4.48896284498514e-30,5.74406918565189e-10,9.06297278702859e-17,1.74786342343737e-20,4.49189983635657e-22,0.022455568301005,1.69441791163065e-64,1.61639699433373e-12,1.48401912663951e-32
"X110",1.40425129716488e-13,9.48048514518493e-18,7.65307832855426e-22,7.98395171372681e-18,0.0348394527713426,8.82918363921538e-13,0.00945330660382828,0.142784204393399,0.00846181873923202,0.00223234601222003,1.90258335510254e-15,8.08814218590478e-10,0.342784926635559,8.94561604750593e-08,0.0199047135998602,0.00790233846709297,2.61529671327247e-14,1.19627415274685e-13,4.11768216317971e-11,7.39790028115978e-10,2.74696124650897e-06,6.0611311184758e-15,1.07225451900397e-05,0.000125251946777372,0.0114574417941682,0.00373275837649737,0.0615547516672353,3.82377511144003e-17,0.00980248904347326,5.73853634509248e-05,3.02570427847871e-11,1.11492867826397e-11,8.08201816744409e-06,0.000764811938463955,2.27690403295253e-07,1.97596697377037e-07,0.00168228657691819,1.68186758221041e-09,0.0832987395551773,1.59724790717854e-10,0.00228021965229881,3.09091010215936e-14,0.127341383085315,0.0104652269622682,0.0105688293084137,0.00417302987409793,2.5925473368077e-16,6.9360033357778e-10,1.26019911872844e-05,8.02496095828466e-23,2.07253331835519e-13,0.0170026711873031,1.46162836040919e-05,3.09194076343698e-19,4.89828198699428e-18
"X28",2.73280414328958e-19,0.0180263196388351,2.32603407352699e-38,4.69211326930469e-05,0.0429626341480509,1.01044373383704e-13,0.0161943530978242,0.0496717313533615,5.57363747512586e-07,0.000123360148225941,0.00366034538352416,1.65671211016604e-12,0.34121731180614,2.95546759522138e-13,8.23433258841501e-08,3.17477347938207e-22,8.33721338613653e-14,2.68650085305245e-16,7.66687213610814e-19,1.9897958594083e-21,0.0316287268353913,4.7820395143311e-28,2.28212553153772e-06,1.13327435546005e-12,0.00451319265325843,0.00307476070670396,0.0535383613677142,1.30900989759795e-19,0.0131680215397837,0.00172243989950094,6.1843450241909e-17,2.94692173032754e-14,4.14746473236075e-10,5.33850244143797e-09,0.00259307580505875,4.2654586198589e-20,8.19804559431292e-06,4.7226026970894e-09,0.0129216738040938,6.7528637495696e-06,0.00304308507685121,0.00257952731713359,0.126486689171878,5.23400143423316e-13,0.037958397126597,2.02046896775582e-12,3.46835267200131e-15,1.08035433130229e-07,5.52259654633756e-15,0.000651973679325274,8.00508681283319e-25,0.00706566278103657,0.140245892376515,3.38470571123681e-19,0.000209695831269665
"X103",3.20827207113529e-14,0.0461608255070648,0.00645619799468437,0.00529758799821693,0.0459752540832906,7.6167858469586e-18,1.66661083157549e-05,0.0239749479226487,6.55440616823557e-05,0.00205508997347178,0.00674921679473536,1.74508353792884e-26,0.271249196321397,3.46261190696439e-11,2.82220692049155e-20,8.40410943174834e-27,2.28014507272464e-15,2.16670030957044e-17,5.84394737073967e-31,4.50372497124758e-19,0.0967847557144353,7.19736315208691e-21,0.000242084968498024,3.84040956646961e-24,1.20939454855809e-10,8.96307506084792e-10,8.73833328023745e-10,9.48130264539398e-10,2.77739292920518e-15,1.31914766043401e-17,2.46201477220294e-22,2.71606376325169e-13,2.20630828458899e-09,0.000184878001939571,0.00989138698382067,2.02075012036696e-17,0.0018086508991791,6.13010130227986e-10,5.48690660636492e-07,9.27221841955669e-15,0.00453718382615949,2.98957241442959e-05,0.0601845273585548,2.14506420297732e-08,0.0164469859537954,2.30828910542148e-12,2.33182622250837e-12,3.15648015819637e-09,2.62857669193211e-16,0.00848537052097127,0.00370451754498816,0.0118897729362439,0.312511069794122,0.00309308950065754,2.79580576731577e-06
"X150",0.0336108133342252,2.89405539882654e-30,0.153117070609274,1.53997733336819e-11,0.0363164115450089,8.45619174743411e-15,7.27004602779323e-11,0.000509452115123423,4.41240571979018e-12,0.00438845581252824,0.000804120167794999,2.62005644073474e-27,0.186520935574391,1.17079090796644e-08,1.45525358473944e-05,2.40475011504044e-13,3.51295067366936e-17,7.24149879660119e-16,1.28493770194413e-19,4.10774212864849e-18,0.123901058399325,4.27183008214019e-28,1.09166591416752e-21,6.39847251984785e-17,1.77859272050657e-14,1.09330568194813e-13,3.35890706226834e-23,1.56982745715111e-10,2.04390500699928e-11,3.64542300408319e-23,5.20919691376038e-13,6.40938816421777e-14,1.73949590052169e-08,0.00889936126530212,9.53708108464264e-05,1.92170210254369e-09,5.83448841878312e-17,1.97446523948385e-24,5.092611070968e-11,8.54857629053396e-25,1.05635342307723e-05,0.00241718084942939,0.0180454958502928,0.0150094312117275,0.00682956188944435,4.71463515557685e-20,4.64361325445774e-27,5.95856341620295e-14,1.86558333082139e-13,7.13367806997998e-07,2.65666244112235e-05,0.0263813345490046,0.371307931237717,1.17448281034852e-09,1.52674523491915e-21
"X157",2.43265737107728e-37,9.38752252158139e-20,0.188592842729614,4.86378855930061e-31,0.0132586954412109,5.49973877091312e-26,0.0693196654925137,1.1842957045633e-20,0.13857293922349,2.203637955107e-10,2.8482900397023e-32,9.59598010282782e-16,7.93101499967916e-12,9.81362153260318e-13,0.000294847131494256,0.00206284044095554,7.2747740939026e-18,8.33091600633017e-24,6.68360331809797e-15,2.34408795355536e-20,0.325968700324429,3.73226251843777e-12,5.55439209122012e-26,0.0461843166598834,0.163015271543714,4.1938128864539e-06,2.63218937164985e-33,1.37927938418e-24,1.02312332676596e-11,3.54696166507054e-15,2.33622812135483e-08,1.78002321876737e-05,9.20572859083741e-18,0.00013681590724682,1.29513904076673e-20,2.94972509522945e-16,8.95750534297314e-06,2.47356708392253e-19,3.04808115327165e-07,1.36245617321647e-21,5.63455212675257e-28,1.48799728809182e-15,0.0351480898195329,2.57495066746942e-17,0.0137912234716979,3.42235233560556e-13,3.78909840509697e-08,1.79354168537869e-08,1.69360461499933e-18,4.83756977873964e-22,3.65071903074277e-18,1.14557598559307e-52,3.58747321374827e-24,6.4062934343362e-24,5.81886265016477e-12
"X104",5.51895887945271e-17,0.000559601361562269,0.0233614038649824,3.02515662228791e-32,0.0140852621504492,4.83030061091868e-43,0.0999653765106842,5.05336517318243e-17,0.209333886228753,0.00466034636781054,5.95153812578031e-25,2.13600517939182e-32,1.21744398113463e-10,1.84105417472657e-22,0.000152139439784293,0.00670001697464786,5.38755971742475e-12,3.8858016789857e-31,2.87047467466554e-10,3.07702998789026e-13,0.271039947973353,6.2372861984154e-23,3.44163805688184e-10,0.171470116143051,0.0838278335181366,0.0151648742962576,4.42646002999143e-25,1.27865578070713e-32,7.25629231632257e-13,1.29278328508985e-14,6.02029570295565e-20,2.29479665450736e-38,5.32040753323409e-22,2.21353489335032e-09,6.12457159110744e-42,2.05202064028027e-24,4.36884744274108e-19,6.31441684069761e-19,2.54330967243104e-09,4.82809058858948e-13,1.45188176684932e-57,1.734317156227e-20,0.0308772557894089,2.84075777908855e-21,0.000134686569918058,6.75257514644248e-22,6.28883219689279e-07,2.39881601586978e-13,1.19110799620037e-13,3.37094969937136e-09,0.0406826055402909,2.31770405600313e-42,3.78195344268721e-37,2.24274188995399e-13,6.11180395056172e-19
"X123.1",0.000301238145967996,2.44178791405273e-13,1.81553071762451e-19,6.40297927231938e-18,0.0228186524153388,7.21484638611457e-20,0.127078886035761,0.0484487836550132,0.310149158332027,0.00188101909561641,1.61368868463988e-05,1.78276668880226e-34,0.0134160317149303,8.14665462827271e-07,1.40918753514819e-24,0.00484900034080672,1.22814648637979e-20,9.99092118193034e-29,8.95833212323911e-06,1.62543850716196e-17,0.0945498210801058,3.71019663057146e-31,0.00623056789077776,0.206370608662439,9.06450063898499e-27,0.028151484381641,0.0237377705954805,1.02837181908944e-12,4.09021339298798e-06,5.50803489845607e-13,0.00099187739814846,4.0860479614416e-35,5.52945551068105e-07,6.4102256172869e-16,1.00563735776778e-19,5.73929301008522e-20,1.65282618092515e-13,3.1890368435048e-23,0.00741772577213979,7.93417854445456e-16,2.76955361815247e-54,3.69264328456265e-06,0.0197641960649605,1.09930345314799e-10,0.00960116068960078,1.09085056461743e-09,5.54911920856936e-12,2.31017328137935e-22,7.92840166012728e-13,0.000900170689246361,0.0344379251764083,8.64134363815623e-23,1.44725390262841e-29,9.03264452935342e-17,1.44385441140681e-20
"X103.1",2.2754432601356e-10,5.85046053544483e-08,0.00813654803460709,1.75649295106244e-12,0.0393771302711018,6.17943823571398e-05,0.139420299277215,0.186152770676379,0.327089874438337,5.94779927271546e-06,6.78699892944529e-09,2.83910032886922e-14,0.00607083204478879,4.56365376638562e-11,3.02590823296696e-17,5.9150661508149e-06,6.94461593671321e-11,3.53140651269287e-15,4.82584706634858e-10,2.76950396559896e-07,3.61025431078901e-48,4.26486298516659e-24,0.000333041879529704,0.094560229229009,1.55207126935473e-29,0.0203322021909425,0.0113774467451179,1.69845416490931e-06,8.25304095640341e-16,2.31500657554774e-13,0.0197011916676402,0.00543045493578999,0.00211816050919793,5.11199692972642e-34,0.0129085976610443,1.42885115616561e-05,6.51055712016652e-09,3.7751967504566e-10,0.00113185361439259,4.49435530499831e-21,0.0320578326038314,4.38427746453565e-06,0.000603391780927319,7.84349570638712e-53,0.0506564920092404,6.35486273132011e-05,0.00519403182162455,0.00373906687158936,3.10390801480525e-11,2.01080723645745e-13,8.78657680693228e-06,3.16513908263461e-28,0.00313031671181839,1.22746165459611e-12,1.83536490847959e-09
"X27",6.78488120275667e-16,0.00221409577236111,1.95808908019739e-05,1.13288940556067e-21,0.0196367973197208,7.10336968330745e-05,0.113600260848367,0.243321533301002,0.217082959673077,9.61374775073964e-12,5.69914885736477e-53,8.03754544388357e-15,1.20866312567734e-13,2.8338878454441e-24,6.66366382593121e-18,0.0334117043449865,3.94447212518722e-12,5.33131973348793e-12,3.01367216257172e-23,1.40300269625249e-20,1.00110803149838e-39,3.0760717838736e-26,4.23628996340012e-20,1.54789314076924e-10,0.000165994535653419,0.00244737065743242,5.09418514350576e-22,3.64870696132668e-28,0.00560549574491718,2.2994328786837e-13,5.6203025016413e-21,0.000448170634563403,2.35506998498941e-15,3.14550096820358e-27,0.0146567380314255,5.32547537709263e-13,9.96330254778602e-15,2.66220934709384e-10,2.92440780915697e-12,9.37479457251006e-28,0.0325543689203133,8.46041655711297e-18,3.06025255092994e-17,6.56072985418557e-60,0.165134882713443,6.15928819165603e-05,0.000115448815726274,0.127577738931608,3.87401080146421e-26,1.63911121506063e-17,1.5912637281394e-22,3.71872937064566e-15,0.00971662531600926,5.90705674033082e-06,0.00197328306161992
"X51",1.56742405137273e-14,5.26798384847489e-12,0.00166179668976945,1.31805152112981e-18,0.00173137831016185,0.0131493702593707,0.0594872244476781,0.120876907438783,0.0724105293529419,0.00772876684695238,3.4536160197175e-10,3.46249393554804e-33,0.000556315857935219,7.30846520485267e-11,2.78337151327295e-15,0.0195553336088561,1.07234780040411e-21,6.27911385659369e-20,1.4127908087489e-10,2.83152289575861e-12,2.30316606933346e-15,5.13347289845457e-30,8.21861115802645e-26,6.75017739702078e-24,2.85955390625712e-17,9.46495004181986e-08,9.85060067424927e-20,2.26995622400326e-19,0.0286881155792434,2.06767474677243e-23,1.17435738551663e-12,5.20117899972964e-16,2.53000515276348e-17,0.0451171155681392,1.05101830489481e-05,1.16197213181058e-20,0.000168655774878036,4.56758500311108e-15,1.55066473336486e-06,6.51069474974804e-13,2.77775114405208e-16,8.86727377303573e-36,0.00544688238705684,4.17624861152874e-06,0.370505039269504,4.60637442854134e-09,3.47519465899235e-10,0.213848835989626,7.93318181598556e-17,3.86151824548434e-19,1.24899144580539e-12,0.00242348506092645,2.34515092096744e-06,1.58557695089334e-10,4.2913927920323e-17
"X113",1.31371780528475e-21,1.1146385531757e-17,8.26301574855923e-16,2.44026048541313e-18,6.10427082821093e-16,3.19446486792672e-20,0.00235689170916825,0.0233581010683297,6.85377646528134e-15,0.000627183829330243,0.0413098409597943,0.00426569926594917,0.0172726815012588,0.00290864798421738,0.00600655751321246,7.60576812150554e-09,1.11643978146976e-14,1.34514619924084e-05,1.62983452311849e-05,2.57347970337991e-05,0.000124202750386169,1.90421212170086e-05,2.66833481831928e-05,0.0161252308071043,7.55060600632573e-29,9.44478882872421e-12,4.46205065639129e-06,0.0104721182668689,2.88624482107047e-09,1.0408823431986e-13,0.130537105202259,4.31760953799665e-16,8.85934945047365e-07,0.101852400426733,9.29517918571983e-13,1.68626553227824e-22,2.29739764594924e-16,3.45685256945538e-12,0.010531269448098,1.26278764244858e-07,1.08885980576897e-37,1.87199942390624e-05,0.00521269581126326,0.0353271995476392,0.441600514431491,3.47478533316704e-24,1.46999762161242e-28,0.11556248602301,1.81701014370015e-13,0.0025981959222816,1.52148139305799e-14,7.84249588508223e-32,3.54347420552198e-23,1.10572889004174e-13,1.29224803609008e-25
"X93",1.15500196032395e-14,4.95219117597465e-17,2.57956102586461e-36,4.1594608117606e-28,2.54624216185866e-40,9.15327271301931e-36,8.54070521335679e-12,1.37495088279248e-10,1.81176412337368e-07,1.10314460340671e-11,0.0166181435625613,0.0130344477490563,1.06963778324931e-08,0.00161436307562375,1.49135609046346e-10,4.96299949597273e-32,6.77726802693976e-18,6.22929717502467e-06,3.65393411030783e-14,1.3589310241416e-09,0.00617528281592318,0.0116917170782243,0.017949877172359,0.00990440418596856,9.11660178655744e-15,4.83103198943796e-17,0.0133102209928359,3.30414178683285e-10,7.16322607576954e-47,3.38646063132052e-14,0.280807095573705,2.26997364547459e-22,9.44830683486305e-19,0.113941707175127,3.43257209237141e-28,1.8824732575559e-25,1.17950319315585e-27,1.25329676550431e-16,0.0880503077580405,5.71942516201063e-19,0.00593298372505311,9.39602908578458e-13,0.00687453936791912,4.7937644002718e-10,0.339364051092375,7.84938528691845e-24,1.43854146410593e-13,8.14515494816512e-09,7.84788436837815e-05,4.83128833665903e-15,1.81029390109976e-12,6.47465558732879e-47,3.77836961158866e-05,1.21329733411665e-17,1.1714236454194e-24
