"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X121",3.22713977394907e-13,4.78626997530497e-10,0.372535821603177,3.27183284731296e-21,1.30958208315873e-32,1.09379271280849e-30,2.48802200099586e-12,1.15419007689067e-12,2.84556086269576e-07,4.58128432781099e-08,2.96503746161299e-22,1.14404985256567e-28,4.80523825413019e-13,0.000193509453913626,8.43541714599243e-27,1.171080056616e-20,3.03249390012836e-10,6.98586567186814e-45,5.80662684659723e-18,1.16146627506796e-14,1.25883871512466e-13,0.0456000570123026,0.00372216581595792,9.77341967795718e-39,1.78368421068554e-28,2.58761022087714e-07,3.30575868436413e-25,1.6950257202222e-12,6.32230326126677e-31,6.52998021848508e-13,3.64402602286753e-37,6.50254583377327e-11,0.00692897643014807,2.51678372176464e-15,0.000100637605032655,0.21939797649824,0.0127583493278757,0.00431242911842067,9.26188464389228e-32,6.11191291858794e-09,8.67389519991165e-13,8.07246980237995e-13,1.07553735122928e-09,7.05557816056075e-16,2.21430787613477e-17,0.000226351058064457,1.27266651733982e-10,4.17277032514336e-05,0.219718478941859,3.8886522266769e-29,0.152878295937307,1.87483640697826e-17
"X92.1",5.05922022688699e-11,4.3512232128474e-25,0.175656832006298,5.59818683396474e-24,0.0112112300104457,1.27647166594447e-19,1.99808159648014e-12,1.04641832572226e-10,0.00817929290368479,0.00754046329817792,5.72642502888183e-21,7.1098069373581e-52,3.95880598969267e-06,0.000359784184545362,2.24239787403899e-47,4.99601054161048e-11,8.19962453937973e-11,1.28899663629537e-34,4.83537705457932e-39,0.00828176157237798,1.22853100725724e-19,5.30374680017741e-11,5.62229940063395e-08,5.8912754012881e-13,2.67657516612985e-10,2.41126263394409e-13,1.63278443266473e-16,2.92771445946872e-14,6.28650177431177e-13,1.17953131141231e-13,7.74520905345e-14,7.28853859142945e-16,0.00616546862350794,2.00728743392761e-19,1.58097954798498e-13,0.397206897931892,0.00901784418010576,5.84997297330723e-18,0.000541091255678817,2.17466301063234e-18,0.110447958408818,4.13299288509374e-09,0.0163725266325116,0.00177473346175208,4.93204615049428e-24,4.55709319222609e-09,3.18042404550197e-17,0.00222134785249845,0.236737424441127,6.04437317062464e-10,0.0236853992122709,2.80621524976961e-09
"X123.2",1.45469798729828e-12,7.38896860477461e-22,2.54882579427291e-09,0.000867557834925955,0.0310982752735821,3.76734855851066e-20,3.65618241606212e-09,1.60761673587083e-22,2.26256159547607e-17,1.20005566721905e-22,3.4453833211902e-21,1.58956050288718e-20,6.49662634374372e-20,7.94521829762327e-12,0.00537452461035168,2.99976492631761e-05,8.00000188165658e-24,0.0305865420572817,0.102071311604325,4.11258808688919e-09,3.73007669079649e-09,3.11551951854437e-37,8.66470190231728e-21,2.65511156392321e-17,7.40138342168534e-29,5.99440125610217e-20,3.2705241919081e-22,4.79859637222015e-22,7.82874439618629e-13,1.55112368826899e-17,2.70386265685682e-05,1.26347981429514e-28,4.0365046075642e-11,4.76010639609716e-09,2.9375470271227e-11,0.325330150288102,1.09225792717843e-36,2.70314553673097e-06,0.00997029267641951,0.0279584950275834,0.245381210746905,4.61723245763305e-16,6.51312013999555e-24,1.12947073716092e-17,1.36031231860117e-05,1.17346315793719e-14,2.26646513247837e-26,3.60062109814341e-28,0.200340200457487,1.88780097269548e-29,6.11937654913148e-32,5.33831777582142e-14
"X89.2",5.16530898642127e-21,1.67189018446761e-41,1.28069716872457e-25,0.000161621136170942,5.96280155490267e-09,6.45765971792729e-16,2.7037850327626e-29,1.11880005014987e-40,1.64271152371539e-36,4.51668383301464e-64,2.2966121528933e-35,6.60075975598401e-08,6.68228904995634e-36,2.86373066850342e-42,0.0767453374380301,1.93939844520185e-25,3.51525288527299e-16,0.0351204494541664,0.265500624674554,1.6431223329729e-43,4.11449905243364e-06,1.76767477981019e-42,5.80295104144941e-34,3.17717770448491e-25,4.16884466643728e-54,3.20119804007527e-17,1.27101413674955e-31,0.0890520686557758,1.08128642064329e-29,4.46953731293951e-28,1.33742755369703e-11,5.51738819185962e-34,8.20841769179932e-20,9.49573876638573e-12,6.00365860828784e-18,0.100540960406429,2.91864003101941e-35,2.34438544379985e-13,1.70562314125005e-51,0.0340068677340017,0.202830220162624,1.52830105778202e-35,1.02229309371308e-48,4.61565681890455e-31,0.00665159282266123,3.61679721930526e-10,1.37232579829344e-29,2.42056243513323e-29,0.129640013797944,1.69057371553475e-47,3.15275327474451e-37,3.70445977297675e-36
"X88",1.41882776029766e-13,0.00924379432674106,2.71850754183092e-26,8.58602400807842e-09,1.53182159801573e-36,0.0222251743277362,7.2397685819612e-22,3.43356156264031e-08,4.54878710845076e-19,4.67846664299581e-35,6.50868931295056e-24,0.00630066511291195,0.000697588837330485,2.29892509040438e-29,0.028291091707721,1.0306865313662e-19,6.61139207371657e-16,0.0165209208924173,0.267246146437341,0.000317970359691172,0.00704148288502258,0.00495835577960234,2.72898264594135e-07,2.98354163483219e-17,1.00653393148181e-21,0.000504653575121884,2.63195734416922e-14,0.318765396317955,3.68264979752887e-12,1.22668717450347e-27,4.95777667145153e-08,2.19106284420861e-07,0.00262780080613016,2.86159579549848e-16,1.39949283775688e-09,0.0128956656920199,2.49511578744151e-09,3.853097643148e-15,3.26753085637794e-25,0.0127443215072069,0.0590705856581679,0.00141781223878557,1.04902361440548e-29,1.73108140202742e-17,0.00899141314062019,0.000901448374047056,1.22440125940625e-14,6.59319247078109e-36,0.107106630463643,1.62661238330284e-20,7.52210555912064e-23,4.10760799981016e-20
"X89.3",3.48463687672334e-16,0.00736180548686197,6.50722076135125e-14,9.54952759421478e-17,3.88360787365354e-19,9.3728420014812e-30,1.4221408917584e-15,0.000459621679285692,6.99622901780677e-15,3.19397324953898e-11,2.8094022006696e-22,0.00140937263799096,2.83388691493601e-12,4.1565562895517e-14,1.27874351470763e-25,1.67487187458393e-19,1.52516125133358e-27,8.28197554860235e-22,0.176221703412615,0.00430697284340253,6.85334708132424e-06,2.09044777561255e-14,2.17802878519887e-14,0.00534831408233637,2.62459129787754e-12,4.74269473911785e-07,7.89941743232819e-12,0.395462335358838,9.8661894080577e-10,1.09964375445007e-27,6.02695155244683e-09,0.000164056197939447,0.0233575391660862,4.29600616513964e-12,0.000164927508202824,5.34518603450791e-08,1.29339519904456e-10,0.000340414912604032,0.171191278432905,2.18813498657026e-13,1.01528741626519e-10,0.000348106883886121,4.86022861329182e-09,1.19905937399158e-28,0.0122203456123953,7.35335329584788e-06,8.93031790039204e-26,2.46180188726859e-36,0.0864902283834858,3.09709206777309e-11,1.42253059961171e-06,1.28944511103261e-11
"X88.1",9.87852067971285e-08,3.93037628015958e-06,0.000491233465904962,0.0164845662539782,5.844590924287e-07,1.55271619675926e-05,1.31020048113021e-07,2.83019025251438e-05,1.61779890130897e-17,3.07458896751258e-06,1.35345459752151e-13,0.000317377307059225,0.00271550687701394,8.30597760881449e-14,1.38256953711269e-05,2.76373826256758e-12,0.0665230611020146,1.20666798287017e-18,1.38173365580266e-15,2.85763875880543e-19,0.390970525229755,3.66666080650376e-09,9.16119593076691e-11,0.0734689813071486,4.05639354838701e-22,5.19170264770233e-05,8.52728491966616e-18,9.67993716929966e-07,4.90823276655423e-26,0.00115906146218066,1.13283624748747e-07,6.56883422294564e-05,0.00398891672150545,0.00522230106550985,0.0512854059778276,5.40899994134445e-17,1.78055543866489e-17,1.52309589524668e-10,0.155940509313752,0.0244302042411108,0.00877719072868705,2.93970374825402e-27,4.79073969935431e-10,4.44187417314642e-14,3.95747085475208e-22,3.20384490610604e-14,2.65952775144831e-17,0.00674109344623279,0.0175414992260703,0.000414375936127509,3.5859380166085e-11,9.41887172001009e-12
"X76",4.98375478683364e-12,0.01534944496136,1.58157398340709e-13,1.6285430556996e-11,6.11492042704057e-07,0.00741777853453258,8.82032120299448e-14,4.67775725213249e-08,9.56328708714841e-19,3.13043513086213e-14,0.00118016344232362,0.00199469900578374,0.0177549107188518,0.000365076048473627,1.32051959369613e-25,8.07847135037034e-20,0.0269309135760698,2.3486991843944e-11,3.79271667979876e-10,4.36314071976648e-12,0.395237290857944,0.000432161493757311,2.57733999583903e-25,5.1301349872222e-10,6.99102748595825e-37,0.0435717663418519,0.00693267100899209,4.66591882536425e-09,0.0375541288497004,3.00380798278844e-08,4.65229214732275e-12,3.8352290951583e-07,0.0020097212744719,1.23617321472041e-09,0.155208764758478,4.64683327151635e-12,1.70272153277356e-06,1.48301389068867e-16,0.000635352938101205,0.0179444565623672,0.00782580980061776,2.05121658711347e-16,0.00730049185404115,2.15580210702097e-06,6.57082233690493e-07,0.00720046797758985,5.72015300273155e-18,0.00162614417679084,0.0317389444015465,0.00731701951805475,7.16740689354116e-06,0.0034173863594198
"X75.1",3.31908603300035e-22,1.82667416854027e-08,0.00109455317069384,5.52377647617641e-26,2.67987781043999e-22,2.10469543057516e-37,1.59634905901397e-28,1.88714884647355e-14,4.72985269488649e-28,6.48470227284018e-22,1.69368277705484e-14,6.43328894570903e-16,0.00620012191199168,2.16606226298307e-14,0.0768617823931444,4.64311595176468e-41,5.06725022347972e-27,0.0435000190592752,1.09242833403927e-16,6.25425109582643e-08,0.164769966111916,7.85169103681634e-09,1.22180090705892e-24,2.02654818216806e-64,6.15755949881955e-43,0.218523479368059,0.0105434657505151,3.74307851016633e-30,0.0733209468112524,2.8847459297201e-27,9.04482619333272e-24,1.17565805837558e-19,5.01704835309828e-13,1.17103278440654e-45,0.230735839793295,5.81112241372252e-17,1.10881848330681e-25,7.24826403961859e-23,6.32760399721044e-32,0.0238922773601668,1.18049667621776e-07,7.43967776565991e-23,3.58163662874472e-26,4.80320176814896e-08,5.49736841794209e-06,0.00026424521098224,1.37998431345934e-22,1.24703294911094e-27,7.17352428979989e-05,0.000585444242767539,2.15679954575936e-27,2.67230442611651e-07
"X120",1.41562154620002e-13,2.36343404755638e-08,0.00704603970562185,7.57112511455497e-14,2.74801854435409e-10,7.82771258522738e-09,2.55644728024537e-13,3.18559185895753e-05,5.89501691838278e-11,0.0106340602178165,6.64312285869763e-07,1.87285383893012e-07,1.19236725796062e-06,0.000517155474321858,0.0807525586131081,2.85161270875005e-14,8.97789400426066e-29,0.0354773679599885,7.86815317526514e-16,9.65576898264436e-05,0.0116518382212927,6.398469557897e-05,8.71174436621685e-18,0.00787726943323843,8.31328788092546e-21,0.389607889091045,0.0135827538204308,8.95913133770538e-24,0.0359125814380519,2.62376619939521e-12,0.0012986785051877,1.17573090738943e-08,1.76614029437773e-11,1.76797180585849e-10,0.163938848962681,8.59590403867344e-08,7.04293530349764e-17,5.63330683555266e-18,0.0146045970082292,0.0893482643863366,0.0102518059372837,1.96673394709974e-08,1.82893633120866e-24,0.0133510094195496,5.99030225119365e-21,1.25096034900884e-24,5.90390490993358e-14,1.04793573507105e-30,1.31889359465321e-16,0.00684323796331052,7.23712139175853e-33,7.62014134892799e-11
"X138.1",0.00330402395389164,5.58267986094923e-12,0.0011001637724622,2.11115801194376e-21,9.84693258208803e-10,0.0148486493188507,2.27635211258071e-12,6.26641656022237e-10,1.19163751671216e-16,0.0685686183949532,4.11887634299405e-13,2.21052925887794e-10,3.74608927960732e-12,1.27406630382602e-26,1.05811653732477e-48,0.0456713796384194,0.000314332608466766,1.02431484272095e-30,1.8446273199178e-22,5.92008292180501e-16,1.35403150085184e-26,0.000372556270171573,7.66633785298939e-19,0.00994018268119031,0.0421580130173455,0.344084032226268,1.33742610769685e-27,1.13447849829685e-07,1.01969209556462e-18,9.28069423362877e-07,0.00421143213329054,1.16715325560782e-07,1.36946509109002e-18,1.60800209361708e-07,0.0311736701406858,2.56298683056767e-12,0.00254679401049204,2.31704881795279e-15,1.32179225118322e-23,0.280742113016018,0.0154875763016446,0.000286453470706485,5.53887529462825e-16,0.00107310490215412,8.09841532323763e-22,8.96112535150183e-35,5.2129040192983e-19,0.0324672841416418,0.0492717890244954,0.0067003792398541,7.95227688394916e-21,2.38870342544529e-18
"X90.1",2.89787353929613e-26,3.87843812360589e-24,0.00162913437589446,9.77672589423059e-32,2.86539832892948e-09,0.000297215641487416,1.01433335797283e-35,1.41008527030089e-16,2.55943948899716e-16,0.205524316309613,2.50935784294364e-11,1.36977684308985e-08,1.56929733202477e-10,8.24960958017464e-35,3.17181285385991e-29,0.0341305797200996,4.11133138929348e-05,1.03778065662431e-35,2.54481935109322e-21,2.79704701240614e-40,6.61308468887258e-16,3.7961841296147e-16,2.26232520876966e-39,5.65664344599282e-06,0.094001090866974,0.148461947663721,1.47041859592467e-42,0.000309190958597682,5.3448204437688e-19,1.69307877804292e-10,7.39662848930279e-23,2.35862871983531e-12,3.84298037429502e-13,3.28550876186051e-26,1.87192085106653e-35,2.3849680236473e-28,3.28474382250144e-20,5.52094898545977e-08,4.7183227859945e-20,0.422481825265757,0.0104637320965197,3.487698237883e-25,8.11639326957173e-07,2.80542485345254e-32,1.1007716870365e-14,3.11403788270504e-29,3.84939497974185e-27,0.0232795997018377,0.107275546945597,9.29010557739442e-09,0.00448702232636811,9.62134733246423e-17
"X158",2.53165837049243e-08,3.99396158594915e-21,2.30288759549098e-05,1.11638366203058e-45,1.53807798741737e-23,7.8906654208027e-27,1.25347563215031e-24,3.05044295492073e-19,1.28958052485118e-29,0.36953289248841,2.30295916880136e-12,2.61692918045528e-05,1.22145523354857e-20,1.67236565869183e-19,0.075563739902958,2.47283283133458e-20,4.87149503896755e-13,0.00934753073462625,2.26446091015056e-08,7.15305264633139e-32,0.000701707343925349,0.0538447433445988,2.57408749447528e-15,2.00171210707049e-13,0.0947224763105381,0.00463676668957585,2.63560444835433e-07,1.46209181443307e-18,0.00269707953846877,8.49332145871327e-18,8.77320489904848e-19,5.45456972615392e-14,1.0794766110626e-10,8.67619057327008e-14,4.40021863935179e-21,2.07125114174523e-24,1.17623731742845e-15,3.58342370577479e-12,1.31271162850517e-09,0.303794437190894,6.16303058678194e-22,4.25771886323839e-21,2.16646134445781e-17,6.51053919420801e-14,1.5152008410073e-09,2.74308129856855e-23,2.61383619888005e-17,1.65949387968598e-27,0.161030093265146,0.0183860663240857,3.55092824901181e-06,4.10914085228381e-23
"X191",0.000420402943578272,2.08370084539019e-13,1.12132537309996e-08,7.0774283298696e-09,2.20106752382409e-23,6.98382471407828e-23,8.08065817794373e-27,8.94951172991365e-24,2.53759469756984e-27,0.37091665462439,1.1815056932092e-17,0.00281060131917149,1.25505605638668e-19,1.01759961097485e-27,0.106329298838115,2.92222642095202e-43,7.93701230311553e-23,0.0130238665519171,1.36886643065772e-20,3.52776176454248e-17,2.53202878119187e-19,0.220697724108929,1.65784435612924e-19,1.10256579207009e-07,0.0102030499195957,5.17245579654966e-30,0.00975418719113706,5.5627316534081e-29,0.000544938170926724,3.52099108012191e-20,7.4437552072688e-20,1.23161663086657e-22,5.9297398856899e-10,1.72203116824793e-12,1.73387539667952e-06,9.0192019832848e-31,0.00940786828548706,2.2634311074299e-39,3.63475093033699e-16,0.0546466631628003,2.64726641873066e-36,7.95670277188143e-38,9.17880745532409e-31,2.07737376873878e-05,1.14053294972297e-35,9.07688038578598e-43,1.72478999975158e-30,1.93136365798043e-31,0.2216610986993,0.0328523234331704,5.33168622773598e-40,1.16638232755384e-25
"X109.3",2.43738132212123e-25,3.12064736158953e-20,0.0984332624841261,0.197521867162601,0.00556262003284517,2.44294330607702e-13,2.93926203100128e-17,8.31612331388947e-19,1.48877222753632e-25,0.165355034859572,4.87518948917793e-09,4.02926756915394e-16,4.06829241774482e-31,9.49096008374617e-30,2.36503988299436e-10,1.73435982863267e-33,1.72146882600916e-21,2.03993189950323e-10,1.52048218705623e-23,1.45378824448655e-29,2.72665327510652e-25,0.257381244359426,1.00097970609074e-39,1.54528383105956e-10,4.6795305134001e-29,1.61341566481541e-13,0.00287516487212059,6.46382169452169e-31,4.62631252079792e-26,4.01772175956843e-11,3.52436990451537e-49,2.17191399408739e-27,6.85670144335046e-32,4.26639222235328e-25,1.12700661938068e-25,5.14188551053467e-70,4.82128336323354e-23,6.96597282988299e-49,1.37725579443727e-22,1.06947190345415e-42,1.15873728410313e-21,6.65983207314853e-39,8.93733602547447e-18,4.9329662484439e-28,1.47773600141965e-46,8.78398925700208e-48,5.61834948291318e-39,1.29540606778505e-21,0.249480343029393,0.0361680895445596,0.00571085413849689,1.02077492366957e-32
"X80.2",4.70626769867036e-23,3.14387694866328e-26,0.375442033317866,0.232852753141324,1.12748067364896e-09,9.45040510068043e-29,9.14483302626446e-31,5.73248263343576e-24,5.05463375561521e-23,0.0224390692853669,1.15520037234745e-14,3.25723462097493e-06,3.03987824204751e-22,6.87717818814035e-37,2.00673308326599e-34,2.16890110216294e-21,4.14985675368782e-17,3.9448804886628e-10,1.43159269007323e-16,9.08294401627554e-25,8.33523657049828e-19,0.121796496396141,3.5846498228259e-33,4.60812881351253e-18,6.68858373005347e-42,1.17464838906836e-15,6.81358435747141e-10,6.80254299055767e-22,6.39112284008542e-21,6.42900298088583e-19,7.88995656300735e-38,4.55567033741367e-22,3.17285778667973e-15,3.74175881499138e-23,5.61350419506193e-34,1.54179664366032e-23,1.32603620059356e-32,1.60522211094829e-20,1.15484093290785e-18,0.0292042082180777,8.34124035563917e-07,1.70328279341964e-26,8.98178767478645e-22,2.01805882897608e-44,2.55722456987318e-13,2.80101309524394e-20,5.08236786988084e-20,7.45682378408183e-09,0.177180749051205,0.00869283251669559,0.0585673784044883,2.01173466765419e-26
"X130.1",1.41074618553662e-13,1.25563476707073e-11,0.517238675840124,0.0704735781866745,1.09146136329169e-23,0.00777627376136197,1.96311305968281e-09,2.80874603100197e-14,0.0557319073233835,0.0242456587325753,2.3752629757422e-07,0.000281982252527019,1.32091909116249e-06,1.50772657251706e-13,7.14338457205483e-26,4.81133657529461e-14,2.57711261417041e-05,2.21463376070521e-07,1.50423647674809e-12,0.00119677111689235,3.11860829837556e-08,0.00875032208734933,0.00100522856432488,3.31533734516537e-28,1.1248929032069e-16,4.52029996823757e-14,7.97601398811737e-10,3.13390651002815e-10,3.40197943853869e-23,1.76467691952891e-05,2.0659595725213e-12,1.32764620597418e-12,4.33033884195642e-11,5.57721410998289e-09,4.95677448184313e-16,0.0461919145124349,0.014953208365443,4.56933196594274e-11,2.4277693817884e-15,7.08649522297316e-31,0.0644046964767671,1.08997813553193e-05,1.90155495130648e-19,5.24473070746151e-13,0.00811533602244471,2.22514754459064e-14,0.00143956975983683,2.55939476451397e-06,0.147898593494699,4.22822514787704e-13,0.0319969636079674,1.49418873844741e-13
"X118.1",2.17924070078981e-28,2.61113114194859e-20,0.275132506359464,1.53889233877653e-75,3.31142617893974e-10,1.0488943596673e-14,9.87120646234662e-19,1.51726678862008e-15,0.0790010313568683,0.0478555944249178,1.36462045221295e-21,1.23033692103839e-41,1.23434485815091e-14,1.32844207289302e-09,5.40207044884482e-45,1.30515214431751e-39,1.9986567669688e-38,0.0002539438337189,3.00469828134574e-53,0.00143255666597671,1.91203801453621e-35,4.76388311429512e-23,9.13208756978174e-16,4.02535795560896e-22,1.54907772909957e-06,7.65604886649934e-35,3.62994836082423e-18,6.46822812363995e-30,6.06637522885142e-28,3.27361775033237e-21,7.18802184388336e-22,4.82098993641357e-21,3.35777438549146e-23,3.48796064992648e-43,3.80770810348638e-21,0.142876834323481,0.00315586736010023,5.29255832318153e-24,0.00534159966620681,1.93496334840008e-71,0.2581068381195,1.27317627517861e-13,0.00548069364587603,9.13660480832684e-07,1.37168762875566e-30,1.40516456508135e-21,8.2032091533335e-28,1.00029303416517e-39,0.145514647504121,7.58103985805473e-12,5.17085525656527e-39,1.17205160148603e-08
