"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X46",2.42509969427023e-07,2.73071691146486e-06,4.80420397756738e-05,0.404314132706855,3.56336581647893e-14,3.76279200444021e-09,0.0399767128199442,8.63716444740493e-14,0.0367028724195302,0.0660047155207691,2.2637061385787e-10,5.40475307250352e-10,2.1952476816022e-08,9.74456078110416e-14,0.0254100270982301,0.0109049515314815,2.46203591658957e-12,5.56503703449746e-38,6.19669249986694e-20,0.000514452882663447,7.94131631525323e-12,0.00853701973976176,1.21456116907764e-20,4.34642273878361e-10,0.00924095292853121,0.0164875349990169,0.00178126739423787,1.55158163581058e-17,2.19575359385721e-05,2.76037746947738e-25,1.45515288676164e-13,0.000136007835058305,1.16696316691537e-07,9.24764737797882e-18,0.0035633561200731,6.3621153632528e-08,4.5347036778905e-07,5.95031730688191e-09,2.22385888294393e-08,2.46542174175234e-10,6.46146502840422e-06,6.30949367844689e-10,8.46579537622775e-08,0.308702481241728,1.37074932182724e-20,2.82381208503055e-11,4.31797196781608e-11,2.42074397646855e-07,0.0153892816998283,1.23542445643386e-10,1.05546589286358e-08,0.00175737640314138
"X52",2.19079358182232e-09,1.89319747480852e-21,0.0422739971907774,0.385291680797165,1.72511743379652e-18,6.6611743563368e-07,0.00849924671751259,4.93512427801599e-10,0.197087175982276,6.85260338530803e-30,1.39534134112681e-34,0.00224307810975151,1.20295255527418e-10,2.06443431244902e-17,6.12099677809264e-24,3.78065978128492e-10,2.48178141042324e-18,3.56870861765522e-16,8.46746995025763e-16,1.10940519750553e-18,9.11101362282358e-14,1.54429016213264e-06,1.77776402027619e-07,4.591173847409e-18,1.2406335592584e-12,1.63941924801045e-21,1.75507669043291e-11,2.26080670606686e-16,7.30166711874952e-11,0.0517032416627471,3.22146051987059e-22,2.97861642077423e-12,4.08566068499869e-33,1.07286364371007e-06,1.59725105925551e-28,0.00723884275324481,5.26825951229002e-17,6.02020036261199e-12,2.23081145094277e-10,0.0985834147354531,6.86003599854957e-40,1.77358757720951e-16,8.07719053914122e-15,0.164001777224668,0.000673260479089624,3.49792770636662e-12,1.39355715265885e-11,8.03766785588749e-21,7.39995688033175e-31,2.21916666666294e-19,1.50379381350413e-07,4.83011032267052e-22
"X91.1",1.08055872714392e-05,9.00284324328841e-23,0.0935036466730489,0.152203200529892,1.20873890411097e-16,0.0102543111933051,0.00988403365287624,1.84970665633478e-19,0.429094934675345,3.09739620654009e-07,1.78196849612178e-21,4.26679145967885e-06,2.90074586339263e-07,2.07234000050207e-11,6.2367666196335e-18,0.0101213024926165,5.86251737217436e-11,0.00542439100652671,8.0548619650262e-08,1.0909645642212e-17,1.59970771344539e-11,2.56048268925289e-15,9.30989627574636e-08,9.07909478746033e-10,2.3904641497297e-10,2.64966600770825e-20,1.29186740516782e-17,0.00248245696394632,2.72138266151063e-18,0.0442294979346919,4.03540298622879e-06,1.82050123684803e-13,0.0121504907124559,0.000376425647434053,1.81342965623962e-11,0.0129145216901058,7.70587096126918e-19,6.70845421360667e-17,9.54836009871497e-14,0.0739153134013476,2.11981488044828e-13,1.90231826992813e-16,3.15150268463896e-18,0.0605733082335717,0.0010121771180153,8.92484734217042e-20,2.2157945670784e-09,1.4635504982916e-18,1.1423379696109e-34,5.36088008996804e-27,1.45475513917655e-13,2.2844610738578e-14
"X161.1",9.02674046931465e-19,4.50841964852443e-05,0.0174966491304432,0.000360561778425717,3.86843098603181e-06,3.72998024035829e-11,0.0196825994845449,5.28806012145345e-25,0.458261434811968,0.0326659740574473,4.98742733631577e-12,1.2132148563377e-12,2.57517638269119e-08,0.000165090000760061,0.0189351066356513,0.000112708340671953,3.49459707595102e-07,0.000310652438840361,7.64186768600234e-16,0.00309180729411799,0.000387360510741943,2.55916285775828e-14,4.11605972863796e-10,1.53943528960327e-07,4.77128849056918e-08,0.000640594124775771,0.00412204609078135,0.00158983737686095,7.55578361362299e-05,5.69806852122721e-25,0.000138472150119648,1.49499798678085e-08,0.138922395648539,0.000123895769449304,0.00544064459807564,0.00263225766918868,1.94448698074003e-17,1.33605927883861e-12,0.00352675969296599,1.97242332460584e-06,0.117526705551616,3.32569735746374e-18,4.7722996662362e-15,0.0171353035627831,7.21363736345417e-14,5.79355343449421e-18,2.67507001243125e-11,0.00397389466607732,0.0209573500635471,0.00686231407879886,0.000373806803019253,1.04655667647691e-05
"X183",6.06784374975165e-25,1.21877296543051e-11,3.77070707027573e-72,2.49269243714845e-06,3.58510899672027e-11,2.16386029249512e-30,0.0156806296896188,9.50332856542987e-07,0.237254956104427,0.00985370092046209,6.19175046540945e-06,5.20015013986468e-30,5.9122541109781e-19,8.85235399559234e-10,0.148829665990999,1.23275119502864e-17,1.72057390180523e-06,3.36528700042808e-67,1.28317856810556e-16,1.94225014267912e-15,3.74994029827281e-25,9.12581964198784e-13,4.17864344746785e-13,2.01915656813952e-16,3.58973143232378e-19,2.36380468310398e-15,0.000210896360379653,6.11314021250734e-39,2.70115671208143e-07,1.00286772543459e-33,3.29674078998881e-25,8.19636633291045e-19,0.228365295178608,2.54945742113927e-22,0.000416455941257205,1.37587894057756e-25,6.84182425709077e-26,4.34210079705281e-17,0.00319030860737217,6.4670340043386e-32,0.196656931746673,9.35156166141396e-21,1.73821463001408e-21,1.47070578231759e-12,6.30688780686806e-45,1.12012702587392e-22,1.46439372760509e-19,0.0583303911179266,0.0153030649275383,0.000311448918092588,1.4064389297307e-09,5.90751929930389e-13
"X179",1.35728331198697e-15,8.20695561322896e-09,2.83325102470601e-32,1.22707684395818e-06,2.455627124661e-29,5.98054730072981e-16,3.00380453167274e-29,1.41084697623355e-05,0.059573917775206,5.65118261834695e-45,3.43458931296759e-14,9.87022502068728e-23,1.39755416110131e-25,6.67356315368749e-15,0.353842312312082,5.12621481381107e-12,2.89101547112564e-05,1.63145552859287e-94,0.00521436043451715,4.00232080216636e-32,2.39431510175351e-19,3.24772916347787e-30,7.19958986262628e-27,1.16259351444285e-10,2.6409748297498e-36,1.60919821753932e-08,3.07273828120743e-39,0.00275430478560533,8.28208672197181e-29,3.15875425100355e-18,2.56759073843838e-37,0.00121058287276456,0.14810867504993,4.09206745605627e-13,9.91468481583212e-08,1.73521910329734e-34,9.65624928492473e-22,2.14409865489585e-19,4.21971460944175e-37,0.000230315006015484,0.171830982934594,6.3067509224631e-17,6.2508503157735e-07,6.30615764338238e-36,9.90509898240898e-18,1.51481703365758e-14,1.71185839658538e-27,0.222782982114985,1.3348930821788e-26,4.16747516133109e-22,2.8351274716316e-12,4.64690419631696e-08
"X116",0.0134071778037738,2.00099272777738e-10,6.74105125763892e-06,1.45638449226609e-15,3.76159165225248e-05,0.0257280920889337,5.44638727843719e-11,9.4600688203542e-09,0.0130738235346816,2.64530848366039e-41,2.21709584478057e-16,4.26690598207259e-05,5.81420948203224e-12,1.63003818906684e-10,0.356232767138901,3.38421694430646e-07,0.000873869282378125,1.05529953624381e-33,1.69065489408737e-29,1.70103687394635e-09,1.23401598012704e-35,1.16602971175794e-23,1.14012136904194e-19,2.25547144942221e-18,2.61961101789306e-17,9.40364304480022e-20,1.1138773660284e-15,0.138307979430135,9.72459473473051e-14,5.97847240580533e-18,9.52246941110687e-06,5.68006836246226e-15,2.87864569432076e-08,8.24923164157897e-12,1.33938992458857e-25,0.017379383865565,0.00448584738943908,2.27127058417058e-18,0.00786207216040368,0.00120293345214533,0.0575671539852565,2.74344978294558e-08,3.21124792725341e-14,3.99964622819919e-14,1.03893773697974e-17,4.8202570769275e-17,8.33276775836037e-17,0.322020650405543,9.079994605925e-50,6.84783480405682e-15,7.95408065734414e-31,5.58853377517057e-13
"X125.1",2.7403155038749e-16,7.37084342488841e-31,3.44647514166059e-10,9.3817770550315e-10,6.0567281230211e-06,9.8699929628231e-15,0.00028380528537507,9.60702144745438e-14,0.017916606777205,6.45124670467221e-16,5.06893394252555e-19,6.04305175941102e-23,1.22458397194554e-15,1.28430555084154e-05,0.19780102206068,8.71176375088118e-05,0.00614215737257557,0.0348746083207794,1.44910500982045e-42,7.88308043775888e-34,8.14688893415489e-23,1.10947688771623e-26,1.32396383386944e-35,2.04707578863832e-29,2.0075391938626e-28,2.7044925619734e-10,4.51026422013541e-15,0.19575932723941,1.65581336248705e-15,3.42090803436348e-26,6.29282461995469e-08,7.59706378738476e-28,1.56889613922858e-43,2.80555315421412e-17,1.23243081082797e-28,0.0192710445549349,4.36839493463646e-31,3.97951625850427e-15,0.180168237697924,2.36873650865903e-17,4.8762399114921e-12,3.40170884683977e-28,1.355276532295e-30,1.14030208547486e-21,2.71751645495752e-27,8.40210131482168e-25,0,0.275882403364385,6.65993709820172e-22,4.50611280089775e-17,6.56415442263226e-34,1.21064183164889e-12
"X136.2",0.0438823083758271,0.00248720653389271,0.000438505405966782,0.010059179886687,0.000741663108059296,1.37981547065567e-15,3.95188431864968e-12,5.69145772570656e-09,0.00328681220763358,1.21335388004121e-16,1.84390217321327e-13,0.00279387460508306,3.26787859436122e-13,6.0485554966405e-07,0.0076991498204405,0.031200449425327,0.391254136762099,0.0697498373907234,2.48293952711581e-05,9.15390094038528e-18,0.0230138964310918,2.83943498539286e-18,5.07027038383252e-30,0.0140747584215888,2.59835555013552e-21,4.67806215590163e-06,6.19382352251441e-06,1.06293777382745e-12,1.67867293004934e-11,0.00266124795163387,1.81137525573826e-10,4.35980948959909e-08,0.00952234601951335,1.71041934967971e-06,0.0538018770618246,2.51194106850193e-10,2.98004665126564e-13,9.38198960802828e-10,0.156426381374221,4.43080358079705e-17,0.00179152951588836,7.30937241225361e-14,2.27153976297042e-13,2.83072947826135e-10,5.85868389163297e-31,1.24516407701468e-14,2.57111438689343e-22,5.81616372988408e-10,0.0131271941755813,0.0085257832436179,4.89634835590571e-14,1.05522389111778e-08
"X184",0.107249808764771,1.04024486606234e-07,0.00104982607799055,0.00591727093767157,0.00383305159757926,0.0190953864180272,2.05248343768882e-32,4.01171155279873e-17,0.000504570161606101,5.43530062708891e-11,2.953077538142e-07,4.93785361959115e-05,2.78116979908964e-16,8.2358875191507e-19,4.34053267467716e-08,0.0274840691840353,0.358212879636623,0.040476633941527,8.53989093521086e-14,1.03360094172304e-17,0.00186741718183238,2.70826567953587e-13,8.71146839859458e-15,1.28974518547579e-20,0.00693721295672788,1.0132583687762e-27,0.000212427432353351,4.71679469031148e-11,0.0148321034280832,5.3723815627353e-08,5.1198581685346e-16,1.08742123901786e-19,0.0173236656023397,1.91105863076853e-29,0.153726954695438,3.73381754941526e-14,9.01139640541826e-05,1.33578177337119e-21,0.00624857634145516,9.61447871415551e-29,3.53766316415086e-14,2.89949416295684e-06,9.48265319938476e-13,0.00980139949606142,8.64096324679412e-28,7.08933840078782e-10,4.78824668439298e-11,2.42129622406782e-10,0.030428239826517,0.0132903768198486,0.00100559938140538,1.29343266874812e-22
"X98.2",0.182493328270977,2.4082943665539e-27,3.10658686888431e-10,5.85347501104688e-17,6.95621314340744e-17,1.50750668571779e-06,2.02050298685401e-47,2.06855308789017e-17,1.3437700163794e-22,3.83534091677528e-14,2.00414183456836e-12,0.000496265771767462,1.56596585689946e-35,5.90847970694007e-39,8.97479965797735e-16,0.0902383937329854,0.164850756941781,3.97488609867973e-06,3.47491873343967e-15,1.191585877065e-27,4.417801326399e-31,1.56432913899271e-25,3.57127293302085e-24,4.25005886541851e-15,0.00230716065034029,3.95389078814002e-39,2.24566953383969e-19,9.31909847266212e-16,0.0159098440466103,5.59260663911492e-07,4.4710239355938e-27,4.46905331288491e-18,0.00863635249597196,5.61671646448274e-24,0.244387158947391,4.67241812704979e-45,2.42781265633766e-28,1.3599780307412e-27,3.50126665122059e-41,7.45681189480569e-42,1.64273126097904e-42,7.12782925945185e-22,1.99641867696926e-06,0.0130890602577883,3.93162079066144e-13,4.36944513427754e-14,8.6887054114555e-20,0.000784248889154073,0.0688209644397202,0.0121704299431577,0.00491135877574498,4.96168117688551e-26
"X103.2",0.201138325885651,3.05399994918375e-16,1.96456597109957e-08,1.3333763111292e-23,1.96911698533883e-22,3.62843257820478e-15,1.66507304568416e-54,5.03507199937425e-14,5.45492442041432e-08,3.47339662445328e-27,7.3764165670703e-12,0.00202590378302973,3.67074397404505e-27,1.70803396848694e-38,2.97967066512706e-08,0.226984416861009,0.0266865404528429,6.39396625766849e-15,6.95238123515758e-09,3.39997346597376e-27,3.51377701299749e-23,8.10458099074578e-16,7.17662924635126e-31,0.00469553401002532,0.00181661665690034,2.48101389518395e-16,4.36628355088959e-14,4.85595391706238e-35,5.02403688332927e-05,0.0251550862737908,2.22181900258657e-30,1.43159753616018e-08,0.000858783429340234,1.27975151173179e-16,0.204408511255366,1.06797774262541e-26,4.74955378900325e-12,3.20493908511999e-13,7.01604150672802e-25,1.25950470650885e-62,4.13843450149321e-34,1.24819279054375e-36,1.40488282095642e-14,0.00154410987452333,1.91840521544424e-33,1.99952621323574e-28,4.95562547975432e-28,0.0159430752437684,0.0817500517683544,0.0100826770210252,1.01586708995398e-05,9.06709102825713e-23
"X126.2",0.137755464351004,5.10009452767664e-15,0.00296746538271665,1.477885509491e-17,7.76990419749254e-13,1.89338943566242e-07,5.0265877093806e-41,4.73811259909932e-18,0.000305651542753497,1.19679536673111e-24,0.0512482906762087,0.00639185663201506,1.43755877854108e-06,1.7113507940102e-15,0.000206578088463462,0.354618686215321,2.01671892249489e-06,0.0111368789355104,1.34235431244665e-05,1.66691987631963e-24,3.42000114897726e-11,0.00549854724241255,1.55892345794858e-32,0.0143607847189103,7.96307507472356e-12,0.0149453135786729,4.98079650295775e-08,2.41635213156827e-20,1.26631746739887e-10,0.0252856075626329,2.84612554963058e-23,8.86920898342458e-07,4.57643604129227e-05,1.61864807559444e-08,0.0734800644022071,1.00181065816324e-25,1.07595378892464e-05,1.29826974415176e-14,4.43321927098859e-09,4.01666971601169e-21,1.73430427860748e-06,4.75408238023997e-20,2.85741136047892e-18,0.0136926097657683,7.09329675350458e-24,1.38290861233769e-19,7.39272112999611e-22,0.00479896287275839,0.0810353537866226,2.48007231025756e-12,1.88140640023385e-07,7.18036751415884e-20
"X101",0.0306154963979424,1.842107948011e-06,0.000429407126699103,1.55556920964712e-17,2.46341626197162e-09,1.18691705086332e-25,6.8993454844919e-42,4.94821187203792e-13,1.46106452146998e-15,0.00730654150140772,0.151200086326689,5.51008951942664e-10,1.16818903438276e-13,3.10011148767604e-17,0.0542531288485026,0.364937267383658,2.06768247064623e-21,0.0576907566946592,5.09441538976826e-18,4.70291907398679e-12,0.000929346360781296,0.00627632786468548,9.43070488820983e-21,5.74029311928347e-23,2.97905900732687e-19,0.000325895969419102,7.26148004923545e-11,4.74873286193499e-15,0.00351887687291054,2.25673578619874e-33,1.16147305943902e-06,2.61260423930257e-06,1.00598897060823e-05,3.58237041328048e-19,3.93719188119265e-16,1.02637009224742e-30,9.57443930091796e-17,5.21515593788484e-22,7.04103107949774e-19,0.0614707455460934,1.50805544066688e-18,0.00281845994910946,1.00782418689862e-14,0.0734888431920045,2.91942695846919e-06,1.06205736549789e-09,1.49659041363996e-16,1.26784132295131e-30,0.0320007183140137,0.000246180902000966,4.26850269433012e-08,6.69732765592527e-13
"X94.2",6.64455102869977e-40,3.92563491254166e-18,4.55559704310248e-08,6.48884610738999e-17,1.57858897138433e-18,7.93912604369949e-32,4.64973992850486e-54,2.14566197397054e-32,3.38484575392403e-20,0.0603922360955615,0.167266040147657,3.64061463900625e-27,1.74087785144429e-13,1.95213918977814e-23,0.104490278875138,0.225936492558161,4.4359762661746e-44,0.0597785278082604,2.01273989135756e-32,3.14923611080339e-16,2.66157082195186e-21,1.04320974706142e-26,2.76609986717951e-23,1.96666023975139e-46,0.00773845505056978,1.9584959703622e-31,1.53221723339804e-16,2.87753204722796e-27,8.22666322960349e-31,1.01422275037336e-45,5.47116950676549e-40,1.40436405131248e-29,8.82918669403429e-07,4.52835727477887e-43,8.65057521906715e-47,9.05807484221729e-25,2.60699759930828e-26,1.55488285143485e-21,2.88359599926641e-23,0.033892355511533,8.52248103262642e-41,5.48194506236495e-13,4.88460308161306e-23,0.23712684559797,6.02379858604126e-16,2.58737792261407e-13,6.76475748207039e-25,1.04458855374881e-52,5.47109344365615e-30,1.30627343979432e-05,9.29693939763559e-15,3.2513162267145e-20
"X140.3",8.84006224782287e-33,0.002582391766171,4.03953038670818e-20,0.0321860645628244,1.18143068832077e-15,0.00500825645068781,2.23771732422979e-23,1.35627648860106e-19,2.13043273850354e-12,0.0729096147168223,0.136786937055151,3.31036287527379e-11,7.74334197852399e-08,2.23905213166272e-06,0.0770299007331211,0.0879202210708568,3.93654196178217e-15,0.034472412359688,1.83422731468233e-11,2.50324181795556e-10,8.02654385978502e-18,1.46552966475133e-37,3.84620764257701e-25,0.00230333353482735,0.00372572324050551,1.54987269000951e-07,2.92896315840133e-07,4.1197908682344e-06,2.32369111130064e-16,3.25016360471695e-21,3.09709882235776e-41,2.51671040648661e-23,0.0074443138683112,8.9754703896805e-23,2.8575863655668e-18,6.52363628688855e-20,4.00021120967707e-11,4.01817273556921e-06,3.35220380260824e-08,5.88884094903001e-50,0.00144663655920844,1.10839392534493e-17,0.000905503826086614,0.437948565904305,5.37474631673548e-20,3.32854828681234e-10,1.87632909849459e-12,0.00138408241765219,0.0319900134222747,7.49076760601685e-10,0.000808044839349778,8.14467112854214e-09
"X82.1",0.0188195439471583,3.60191988128921e-08,4.7700457461371e-21,0.156250212498469,6.43619135245321e-10,3.81026405302911e-06,2.34258993246658e-25,6.70582672186663e-10,0.0308575391229524,6.48428969563062e-11,0.059241626016674,0.00771785439023499,2.97981791917597e-18,1.4237496468863e-05,2.46558400184778e-16,0.00563688326188564,4.95626739660489e-06,3.61259723748521e-09,4.86995608585166e-12,1.17788020156721e-17,1.08801367159721e-11,1.98956052457069e-16,1.8547082551907e-30,0.00192471079544991,1.15971112214722e-31,0.0134747230450276,1.9503153977697e-13,1.03273291942906e-17,0.00292786207350969,0.0923474185517005,2.36645764425622e-23,8.79576431915242e-05,3.90509146301939e-38,0.00574589538836717,1.44189612994669e-05,2.37103341681283e-31,4.43245354016648e-22,1.43987132416578e-11,0.00161020672505731,5.2561280133525e-05,6.55945874568257e-16,1.95311587683797e-12,2.18083474842619e-09,0.453378574732648,1.32748756493714e-10,6.58514746939699e-15,0.00038857579888478,0.010018549980725,0.0757837436721415,6.85519254772345e-05,0.000697339813894608,0.000115748386226226
"X41.1",0.016268038801763,2.09586076446054e-41,1.17985911432197e-12,0.144013753832833,2.9121573480172e-21,6.10209916732834e-21,7.1316386835232e-57,6.96625263639406e-22,0.164600282108084,3.07189737063718e-54,2.83903329566995e-12,1.92904793905743e-08,9.43069471807638e-26,1.74372801207286e-21,2.99976613466184e-36,7.16349325412239e-17,3.16225725353577e-23,9.81141575215755e-06,2.42666938833437e-13,1.85321186151144e-54,2.40837383672085e-18,2.77690159226265e-34,1.86056561881991e-33,1.26803942265258e-28,3.43544674792685e-54,3.221105629551e-29,5.20558761681322e-30,1.72075720230162e-26,3.97474851988935e-19,0.210748212663686,4.23453974653026e-50,2.03459480235539e-25,1.07712680536385e-25,8.47456814796922e-24,3.90165336280453e-35,5.170883927209e-40,5.73053739254646e-22,1.03896228726767e-21,2.85345769797091e-36,0.0841871291750737,1.61105366948247e-34,1.45962530418299e-32,5.1769791623795e-25,0.283296535588743,0.00015872186032528,2.75148007596895e-17,2.26144386706716e-20,2.61718254782175e-06,0.0432891377660376,9.21955501509671e-20,0.000357687574414199,1.02411944344145e-25
"X83.2",2.2004935265927e-07,1.06690597772509e-42,0.00324471353438848,0.0230466581536952,1.10406736207579e-28,6.65335913920953e-46,1.3737852816453e-56,4.52906761340654e-22,0.340079918286405,3.40346464461226e-31,1.57435760897304e-26,6.63163388917291e-08,5.004720351736e-14,1.09775668678882e-31,1.97692342155225e-19,2.45192928380659e-09,5.33501682106211e-28,0.0211033745453573,5.27847398331854e-14,2.78605740252042e-54,6.17104102425542e-20,4.51547005745294e-31,5.14324965434716e-24,9.25561840440488e-31,1.03117828966001e-39,9.55685057080412e-24,3.53155916060985e-34,2.88467725038979e-17,1.24234539940753e-40,0.212500257201269,1.22311607898863e-34,9.18082485379085e-31,0.0850729558409923,2.05061420974458e-19,2.1079450133208e-31,3.01071376193527e-17,1.42134380798876e-22,9.16047415127221e-25,1.71758027698682e-42,0.0639465113041294,8.29959001056288e-48,7.06966808139656e-37,1.20613531484149e-25,0.122263474614151,2.94529769045724e-05,1.91863553359842e-06,1.44358197319133e-25,4.34419720425315e-14,0.0405651078991967,5.01263370707477e-24,0.00179564845695957,4.57736786826738e-29
"X177",1.05542508415726e-11,0.00141109712485505,2.5481299883959e-14,5.29413361049857e-31,3.03461863867344e-17,7.00631354747556e-27,1.01883089830831e-30,7.65725799820334e-05,0.318821247347748,3.57344922417954e-06,1.18075268669965e-19,7.78118401953212e-05,0.00100233017697891,1.39818141643788e-08,4.34550874465931e-34,6.68628194706675e-10,7.98769383903102e-12,0.016744373429854,3.48008725955718e-06,1.83512993213766e-06,7.21183799013495e-06,1.3720805366676e-22,2.72916679742752e-23,2.6446688177253e-11,1.71269872746713e-12,1.1450539551508e-06,4.30451895980366e-11,4.58096978984904e-12,6.79982618275575e-11,0.105511654498593,0.000700196174236515,0.00418122431912188,0.309628751153911,0.000465808345028113,0.000950766363973742,2.36363966407894e-09,0.000444396710740647,0.000531040509693315,4.75723259319547e-17,2.63173340473844e-06,0.00899449608261239,3.39385308269824e-07,5.4615307834537e-07,0.0482174703375366,0.00385796005345404,0.000102321804013426,1.63592219800307e-14,0.00145919801854422,0.072109692126565,0.00254050687615955,1.92692354017812e-08,7.99061343377217e-09
"X207.1",0.00021599040072024,0.00088801656861402,7.54341430889484e-33,1.46835887528316e-13,7.40722905341305e-07,1.46796270228618e-06,4.36587808460951e-23,0.00338822182027804,0.146422190429751,3.15859933118177e-15,0.00280036101311862,0.000113349224810341,5.28272506946226e-16,1.02422101256907e-06,0.0625312210652694,1.61012640557868e-20,0.0016402263592019,8.46147068030925e-13,1.22900810933689e-07,2.24919275059928e-06,0.000985667248523549,1.3096139017796e-18,3.1360379181e-25,1.09201302892019e-10,1.08060199334711e-34,1.36290598166757e-13,3.69778314443873e-08,1.18904681334912e-38,7.91883933450119e-09,0.0308843501131788,1.00702357649242e-07,5.27681787525638e-06,0.434984154873765,2.04334878376694e-16,0.0130079519774246,1.70887455064101e-31,7.01307462880494e-15,0.0115017426977444,5.0636153419783e-29,1.8077360257682e-29,0.0379546493757349,7.03415490175735e-10,2.62035205657536e-11,0.0223200953226203,2.46153441279809e-20,9.34434550195266e-10,2.90259479759962e-20,0.0645288508836893,0.0681463321016992,0.0111612025319245,6.42227943545374e-11,2.86969517169389e-06
"X148",0.0140591251115041,0.00558573577905438,0.00301412933846077,1.13720765002441e-07,1.11933473628575e-18,0.0226958991288443,2.45214041778692e-33,0.00349187855099237,0.0231389279156428,1.57440780480203e-30,2.54683065488437e-14,1.14400945369909e-13,2.8236904106379e-11,4.49965957373095e-16,0.185997554653308,2.60511565237174e-10,4.8506374504765e-07,0.0471638654185462,0.00973556047240586,1.09248215504458e-07,1.3333159289835e-05,2.68459758889489e-18,7.766126834372e-14,1.4643113894239e-19,1.22018884900588e-34,0.0011862796380533,1.18659109902144e-13,3.11929690047591e-15,5.42469748900212e-17,0.00136021411451724,2.09724598990513e-17,0.000358715001698932,0.296003689345498,9.26718485380295e-16,1.82587359161064e-11,5.33643452072202e-10,8.23843229557434e-19,4.29449352890441e-09,2.39898019234596e-35,1.00000073637703e-10,0.0317042510017917,9.61375601244468e-08,2.34520277575704e-10,0.0188750382262394,2.22892231418398e-08,1.03594689602137e-10,0.000196919917067505,0.232771057615574,0.0365667077744774,0.00670577723164837,4.74118825919261e-05,6.15081503382961e-08
"X118.4",0.00933824937224614,0.00434914513555253,0.0081952897568508,5.61346361726302e-12,4.5367360192516e-15,0.0485288884477495,5.86559431459227e-19,1.80695339188601e-08,5.12031187620002e-06,2.30209900112723e-17,2.30968231873278e-13,6.30695560506532e-09,2.16841106582078e-05,1.34650895153756e-09,0.180585883550877,6.71871124253168e-14,0.000830331868308939,0.134712129795313,9.73218088821095e-11,0.0017082676812008,1.30794241491437e-07,0.000309654339189425,5.15718069095998e-07,4.32442255311722e-22,0.000375495189373198,2.69068848908266e-07,2.52727538847029e-05,0.0275289714357578,3.99744732313401e-07,5.31722400946114e-20,0.00829556939135365,3.65612226822868e-14,0.0708203838291907,7.40933445108688e-12,6.14820346645681e-17,0.025072138940895,0.00105548802425917,4.90132488713091e-17,0.010319226928804,0.000762909094500194,5.1075207114455e-08,6.43496763689241e-06,3.02200572732913e-09,0.0186202627363394,1.89516283580327e-10,4.23011475113332e-11,6.1768098343762e-09,0.378487708803627,0.00987742731218415,0.00418312658484201,1.14797161218777e-10,6.27856279434712e-17
"X119.2",2.82543254412042e-17,4.36579980814165e-09,2.49011273214272e-05,1.29536939750112e-17,3.97363434548376e-06,1.64096871000798e-18,7.44206114770584e-13,2.09515409416446e-14,0.00425460507161142,0.00641800133313295,1.99579264044691e-16,1.14369023251944e-07,6.6113909597053e-08,0.000251373879137211,0.0958510383335687,1.79438286075782e-08,0.00352867735113453,0.161035137598708,8.20568619284381e-23,1.96615522359201e-23,2.82025089121461e-07,0.00156394346919837,5.71694408207713e-16,2.30277530406908e-16,5.31784476036807e-13,3.4983814180809e-17,8.5593703053764e-05,0.0770758621566974,2.47109513646654e-23,9.79186203342858e-27,0.00170466838050311,3.70456579697516e-14,5.53733806199313e-18,2.55277343207765e-15,5.8375429385324e-14,0.0220626309549887,3.05896901865872e-12,0.00399750752442423,0.17159276462607,1.5014907611862e-09,1.03963257165331e-32,1.41589109439087e-14,5.77155272116467e-15,0.0171557294177797,1.57831199434892e-08,1.55138707497461e-10,8.85456347603171e-19,0.349498612443768,0.0111382472102556,1.14128720384143e-12,0.000128339604848819,1.93895658328427e-12
"X183.1",0.140650946004503,1.24583811716779e-13,2.54255838181461e-18,7.27579487812352e-16,3.271056093196e-17,5.17985699441524e-11,0.026355934829526,3.4311992995771e-26,6.20204471775201e-13,0,1.29168559365995e-08,6.40112517095541e-18,1.93086140617444e-15,9.22420875469605e-09,1.4376286268421e-15,0.00011406333053929,0.364878138134665,0.135412900583095,8.08188344022106e-17,1.11835880544312e-06,0.000110215443774027,2.21089808893299e-20,6.09219024481205e-22,0.0121369965008644,1.59342554748539e-37,0.0113557038342439,9.82131686924686e-23,3.44765352870802e-15,3.62057410554105e-26,0.00597321123591609,6.0230815232162e-20,4.78245859829193e-07,3.19090255309804e-16,4.02594928934266e-08,2.57115051756087e-54,6.28575931177857e-25,2.35630524591233e-28,2.73726379796183e-09,0.138670885253539,5.6796809174494e-14,0.00138650205885103,0.000133981976905986,3.4595556924334e-17,8.98480194064355e-22,1.59494588917293e-15,2.24575414968155e-08,5.07472711056764e-17,9.47056108556204e-09,3.65317302416449e-21,9.0401511640224e-40,1.17316685378865e-13,0.00546489694344848
